100073at32523	13735_0:0024ff
243717at32523	13735_0:00077c
243842at32523	13735_0:0016b8
244088at32523	13735_0:00293a
244174at32523	13735_0:002b3d
244465at32523	13735_0:000ad9
244490at32523	13735_0:0023b7
244547at32523	13735_0:00064c
244680at32523	13735_0:002797
244751at32523	13735_0:000223
244874at32523	13735_0:001efb
244937at32523	13735_0:00449c
244942at32523	13735_0:00213f
245015at32523	13735_0:00268f
245059at32523	13735_0:001946
245059at32523	13735_0:0039fc
245069at32523	13735_0:0017d0
245153at32523	13735_0:00396c
245290at32523	13735_0:0049fa
245334at32523	13735_0:004b26
245369at32523	13735_0:000181
245380at32523	13735_0:0022f8
245388at32523	13735_0:000cf5
245454at32523	13735_0:00467b
245466at32523	13735_0:00459a
245583at32523	13735_0:000588
24568at32523	13735_0:0044ac
245732at32523	13735_0:00064e
245752at32523	13735_0:001fb4
245795at32523	13735_0:0042ef
245918at32523	13735_0:000d23
245997at32523	13735_0:001bcd
246229at32523	13735_0:0026de
246274at32523	13735_0:003983
246399at32523	13735_0:0020fe
246493at32523	13735_0:003b56
24654at32523	13735_0:004a04
24655at32523	13735_0:00448e
246589at32523	13735_0:004759
246636at32523	13735_0:0045ac
246738at32523	13735_0:0013c1
246864at32523	13735_0:001407
246867at32523	13735_0:0034cb
246874at32523	13735_0:00233f
247062at32523	13735_0:002a62
247071at32523	13735_0:000221
247289at32523	13735_0:00353a
247336at32523	13735_0:003423
247435at32523	13735_0:00367f
247446at32523	13735_0:0000b9
247461at32523	13735_0:00359c
247474at32523	13735_0:00493d
247491at32523	13735_0:0024fe
247494at32523	13735_0:000b41
247498at32523	13735_0:0021d5
247599at32523	13735_0:003ea6
247638at32523	13735_0:002162
247662at32523	13735_0:003c6b
247680at32523	13735_0:000d06
247784at32523	13735_0:0035fa
247795at32523	13735_0:0043a6
24779at32523	13735_0:004786
247890at32523	13735_0:0037b1
247934at32523	13735_0:004378
247942at32523	13735_0:003bcb
247970at32523	13735_0:0040a1
248028at32523	13735_0:00222a
248117at32523	13735_0:0022cc
248181at32523	13735_0:0031a3
248186at32523	13735_0:002815
248205at32523	13735_0:0017ec
248210at32523	13735_0:0028b4
248216at32523	13735_0:00278f
248283at32523	13735_0:0045c0
248360at32523	13735_0:0047fa
248464at32523	13735_0:003009
248597at32523	13735_0:0044df
248708at32523	13735_0:004a8c
24887at32523	13735_0:003ca8
248911at32523	13735_0:004b1f
248987at32523	13735_0:0030e3
249062at32523	13735_0:001a2d
249069at32523	13735_0:002574
249113at32523	13735_0:002857
249160at32523	13735_0:00091d
249219at32523	13735_0:002e63
249321at32523	13735_0:001ee4
249327at32523	13735_0:0036af
249342at32523	13735_0:003a60
249397at32523	13735_0:000eed
249407at32523	13735_0:0021f6
249555at32523	13735_0:003708
249574at32523	13735_0:000855
249581at32523	13735_0:000edc
249612at32523	13735_0:004638
249661at32523	13735_0:0038ee
249702at32523	13735_0:003fc0
24974at32523	13735_0:000a5e
249802at32523	13735_0:004855
250210at32523	13735_0:002d22
250302at32523	13735_0:002692
250310at32523	13735_0:0006ff
250327at32523	13735_0:0001e9
250362at32523	13735_0:00174d
250470at32523	13735_0:0038d4
250477at32523	13735_0:0043ab
250539at32523	13735_0:003c27
250555at32523	13735_0:002cce
250566at32523	13735_0:003f8a
250574at32523	13735_0:0032f5
250587at32523	13735_0:000266
250601at32523	13735_0:000b08
250611at32523	13735_0:00472b
250658at32523	13735_0:00065f
250688at32523	13735_0:000ff8
250834at32523	13735_0:0024aa
250844at32523	13735_0:001a8d
250880at32523	13735_0:0049a4
250950at32523	13735_0:002a17
250976at32523	13735_0:0042cb
25102at32523	13735_0:002b9f
251071at32523	13735_0:002df7
251133at32523	13735_0:003a0e
251159at32523	13735_0:002ca1
251245at32523	13735_0:000ffe
25134at32523	13735_0:00203e
25136at32523	13735_0:004acd
251416at32523	13735_0:001aea
251531at32523	13735_0:002475
251585at32523	13735_0:004952
251673at32523	13735_0:003409
251675at32523	13735_0:003ae0
251699at32523	13735_0:003db7
2516at32523	13735_0:000c76
2516at32523	13735_0:004ac1
251750at32523	13735_0:00370f
251750at32523	13735_0:00371e
251796at32523	13735_0:003b9c
251854at32523	13735_0:002ecd
251873at32523	13735_0:0009cf
251875at32523	13735_0:004016
251946at32523	13735_0:00022b
251956at32523	13735_0:00095d
252011at32523	13735_0:0007cc
252035at32523	13735_0:00367a
252113at32523	13735_0:0047a5
252117at32523	13735_0:00170b
252143at32523	13735_0:003846
252218at32523	13735_0:0040a8
252232at32523	13735_0:002b99
252338at32523	13735_0:0029c9
252355at32523	13735_0:000189
25257at32523	13735_0:0018aa
252686at32523	13735_0:001fe3
252709at32523	13735_0:000f62
252712at32523	13735_0:0029e6
25276at32523	13735_0:003567
252776at32523	13735_0:003a0f
253004at32523	13735_0:00394b
253018at32523	13735_0:00029c
253055at32523	13735_0:0005af
253069at32523	13735_0:004625
253166at32523	13735_0:00232e
253171at32523	13735_0:001db3
253206at32523	13735_0:0002ea
253220at32523	13735_0:00430f
253227at32523	13735_0:004aef
253255at32523	13735_0:002cf9
253263at32523	13735_0:00383e
253405at32523	13735_0:004743
25345at32523	13735_0:00039f
253461at32523	13735_0:003420
253490at32523	13735_0:003ed3
253493at32523	13735_0:00232c
253504at32523	13735_0:0038f9
253522at32523	13735_0:0027e1
253541at32523	13735_0:00119d
253557at32523	13735_0:00404e
253565at32523	13735_0:0015cb
253583at32523	13735_0:00494c
253621at32523	13735_0:003a7c
253631at32523	13735_0:001447
253693at32523	13735_0:0018f6
253752at32523	13735_0:002af3
253762at32523	13735_0:00338f
253767at32523	13735_0:001d37
253877at32523	13735_0:0043c0
253983at32523	13735_0:00450b
253993at32523	13735_0:000744
254021at32523	13735_0:001adb
254060at32523	13735_0:001869
254100at32523	13735_0:0013a5
254179at32523	13735_0:0044e4
254190at32523	13735_0:00199e
254239at32523	13735_0:003e31
254245at32523	13735_0:004607
254269at32523	13735_0:00205d
254286at32523	13735_0:00177e
254360at32523	13735_0:00436a
254370at32523	13735_0:0010a3
254389at32523	13735_0:0034ba
254390at32523	13735_0:000f84
254458at32523	13735_0:0026bf
254544at32523	13735_0:00260c
254638at32523	13735_0:001e67
254666at32523	13735_0:003b72
254681at32523	13735_0:0007d7
254860at32523	13735_0:00086c
254887at32523	13735_0:003405
254900at32523	13735_0:003647
254990at32523	13735_0:000f61
255001at32523	13735_0:004b03
255018at32523	13735_0:003476
255079at32523	13735_0:001933
255194at32523	13735_0:000206
255212at32523	13735_0:000e0a
255229at32523	13735_0:000e36
255234at32523	13735_0:0028f2
255236at32523	13735_0:000090
255336at32523	13735_0:0023b2
255366at32523	13735_0:0047ee
255377at32523	13735_0:002ed3
255382at32523	13735_0:001847
255400at32523	13735_0:002f8c
255474at32523	13735_0:00292b
255510at32523	13735_0:001b48
255581at32523	13735_0:00336f
255601at32523	13735_0:0043ac
255663at32523	13735_0:003fa2
255664at32523	13735_0:002775
255697at32523	13735_0:001771
255751at32523	13735_0:00051b
255791at32523	13735_0:003bc2
255863at32523	13735_0:0046a4
255899at32523	13735_0:0029b2
255945at32523	13735_0:0021e5
255981at32523	13735_0:002583
256114at32523	13735_0:0001ea
256175at32523	13735_0:002423
256220at32523	13735_0:0022e3
256267at32523	13735_0:0014e7
256292at32523	13735_0:002ead
256441at32523	13735_0:001b90
256685at32523	13735_0:0036c1
256738at32523	13735_0:0038e2
256772at32523	13735_0:0046a1
256818at32523	13735_0:000f7d
256820at32523	13735_0:00242f
256879at32523	13735_0:00148b
257014at32523	13735_0:0008cf
257026at32523	13735_0:0023a9
257104at32523	13735_0:000af2
257110at32523	13735_0:002b33
257119at32523	13735_0:003165
257320at32523	13735_0:00193a
257337at32523	13735_0:0017f6
257442at32523	13735_0:00172f
257460at32523	13735_0:004101
257480at32523	13735_0:003a40
257488at32523	13735_0:001e07
25748at32523	13735_0:00336e
257507at32523	13735_0:001697
257560at32523	13735_0:003a4c
257613at32523	13735_0:002f41
257614at32523	13735_0:000aa4
257643at32523	13735_0:0036bb
257713at32523	13735_0:001595
257811at32523	13735_0:00043c
257812at32523	13735_0:000bc2
257821at32523	13735_0:001bda
257936at32523	13735_0:00086f
257979at32523	13735_0:0040aa
258013at32523	13735_0:0046d5
258116at32523	13735_0:00459d
258205at32523	13735_0:001317
258245at32523	13735_0:000ca7
258332at32523	13735_0:004227
258368at32523	13735_0:000920
25837at32523	13735_0:003b12
258414at32523	13735_0:00242d
258450at32523	13735_0:0000b8
258486at32523	13735_0:000a9d
258495at32523	13735_0:0007c6
258591at32523	13735_0:004b1b
258655at32523	13735_0:00338d
258666at32523	13735_0:00458b
258710at32523	13735_0:00407e
258786at32523	13735_0:000e7f
258823at32523	13735_0:0027bb
258902at32523	13735_0:0043a5
258912at32523	13735_0:00015a
258987at32523	13735_0:004582
259026at32523	13735_0:00434d
259061at32523	13735_0:002b21
259095at32523	13735_0:004a9e
259127at32523	13735_0:003fde
259170at32523	13735_0:0028f4
259306at32523	13735_0:00210d
259371at32523	13735_0:000699
259403at32523	13735_0:002aba
259445at32523	13735_0:0034d0
259599at32523	13735_0:0028e1
259614at32523	13735_0:00392e
259622at32523	13735_0:000431
259647at32523	13735_0:0015e7
259661at32523	13735_0:000ad4
259694at32523	13735_0:002ac1
25975at32523	13735_0:002422
25978at32523	13735_0:002f94
25979at32523	13735_0:0027f3
259841at32523	13735_0:002226
259941at32523	13735_0:000a00
259972at32523	13735_0:002be4
2599at32523	13735_0:0048ea
260027at32523	13735_0:001f0b
260048at32523	13735_0:004890
260094at32523	13735_0:003fd4
260156at32523	13735_0:000c08
260175at32523	13735_0:000505
260322at32523	13735_0:001594
260323at32523	13735_0:000524
260366at32523	13735_0:00443c
260416at32523	13735_0:001afd
260464at32523	13735_0:0016bc
260465at32523	13735_0:0049ec
260469at32523	13735_0:0038ce
260603at32523	13735_0:0017ed
260715at32523	13735_0:001698
260778at32523	13735_0:002a66
260781at32523	13735_0:001ed2
260825at32523	13735_0:0003fc
260835at32523	13735_0:0042a6
260839at32523	13735_0:000d93
26094at32523	13735_0:003ae5
261039at32523	13735_0:0037ae
261194at32523	13735_0:0044b0
261228at32523	13735_0:00239d
261311at32523	13735_0:003ac0
261329at32523	13735_0:0008fa
261382at32523	13735_0:001b9c
261486at32523	13735_0:000ea3
261524at32523	13735_0:001e38
261555at32523	13735_0:004259
261563at32523	13735_0:003f94
261569at32523	13735_0:002b93
261584at32523	13735_0:003a02
261659at32523	13735_0:000fca
261701at32523	13735_0:002847
261704at32523	13735_0:00244d
261747at32523	13735_0:003b32
261823at32523	13735_0:003b81
261858at32523	13735_0:004959
261859at32523	13735_0:0037f7
262005at32523	13735_0:002d26
262014at32523	13735_0:0009a1
262036at32523	13735_0:000fa9
262058at32523	13735_0:001958
262098at32523	13735_0:0013a0
262131at32523	13735_0:0000d8
262158at32523	13735_0:00263b
262189at32523	13735_0:002c61
262245at32523	13735_0:003312
262265at32523	13735_0:000dd4
262363at32523	13735_0:000b60
262382at32523	13735_0:002f9e
262446at32523	13735_0:003de1
262489at32523	13735_0:00017a
262549at32523	13735_0:003240
262601at32523	13735_0:004665
262617at32523	13735_0:002a04
262758at32523	13735_0:001eed
262824at32523	13735_0:004982
262918at32523	13735_0:00319f
263118at32523	13735_0:001d77
263172at32523	13735_0:000fa5
263200at32523	13735_0:00367d
263246at32523	13735_0:0021b9
263440at32523	13735_0:001983
263497at32523	13735_0:001808
263513at32523	13735_0:0034fd
263531at32523	13735_0:00457c
263553at32523	13735_0:001e5f
263557at32523	13735_0:003396
263558at32523	13735_0:002858
263559at32523	13735_0:0013f2
263792at32523	13735_0:002846
263818at32523	13735_0:003cbd
263835at32523	13735_0:001d3c
263856at32523	13735_0:003b71
263885at32523	13735_0:002fd8
263902at32523	13735_0:003a39
263924at32523	13735_0:003556
263950at32523	13735_0:002223
263953at32523	13735_0:001528
264039at32523	13735_0:0010f1
264193at32523	13735_0:000e46
264194at32523	13735_0:002371
264266at32523	13735_0:00476c
264296at32523	13735_0:00037f
264313at32523	13735_0:000856
264332at32523	13735_0:001623
264354at32523	13735_0:002201
264361at32523	13735_0:003724
264362at32523	13735_0:004124
264371at32523	13735_0:002947
264426at32523	13735_0:004b13
264450at32523	13735_0:001feb
264559at32523	13735_0:002ce7
264604at32523	13735_0:000b1e
264635at32523	13735_0:002eb2
264636at32523	13735_0:003cfb
264636at32523	13735_0:004005
264646at32523	13735_0:001175
26466at32523	13735_0:004985
264730at32523	13735_0:004056
264741at32523	13735_0:000ab5
264774at32523	13735_0:000cc3
264784at32523	13735_0:004484
264963at32523	13735_0:00111f
264979at32523	13735_0:00157f
265015at32523	13735_0:0001dc
265063at32523	13735_0:000fb8
265077at32523	13735_0:0016e4
265128at32523	13735_0:003ed2
265137at32523	13735_0:004826
265149at32523	13735_0:004803
26518at32523	13735_0:002110
265253at32523	13735_0:00047a
265286at32523	13735_0:0033c5
265292at32523	13735_0:0026f3
265332at32523	13735_0:0020d3
265352at32523	13735_0:00274b
26562at32523	13735_0:001bd8
265709at32523	13735_0:002b7d
265778at32523	13735_0:00346b
265809at32523	13735_0:004adc
265834at32523	13735_0:00245f
265855at32523	13735_0:0003ea
265941at32523	13735_0:003db3
266157at32523	13735_0:003042
266230at32523	13735_0:003b54
26625at32523	13735_0:000d3a
266438at32523	13735_0:003682
266457at32523	13735_0:0002fb
26652at32523	13735_0:0023ac
266540at32523	13735_0:001cb4
266561at32523	13735_0:0008c2
266585at32523	13735_0:0040fe
266604at32523	13735_0:0031fd
266661at32523	13735_0:0011af
266685at32523	13735_0:002355
26671at32523	13735_0:0034ed
266737at32523	13735_0:0020f6
266836at32523	13735_0:002ef0
267057at32523	13735_0:001f00
267061at32523	13735_0:00402b
267079at32523	13735_0:002cdb
267079at32523	13735_0:002cdf
267085at32523	13735_0:00213b
267088at32523	13735_0:0021e2
267119at32523	13735_0:0000b1
267170at32523	13735_0:001626
267251at32523	13735_0:0005ad
267377at32523	13735_0:003d0a
267472at32523	13735_0:004a83
267504at32523	13735_0:002338
267520at32523	13735_0:0024a3
267537at32523	13735_0:000e9c
267545at32523	13735_0:00357d
267601at32523	13735_0:0027e3
267603at32523	13735_0:002770
267687at32523	13735_0:003d67
267689at32523	13735_0:003ddd
267767at32523	13735_0:00296d
267847at32523	13735_0:0020f2
267923at32523	13735_0:004556
267924at32523	13735_0:002af5
267926at32523	13735_0:001df7
268020at32523	13735_0:00121e
268141at32523	13735_0:003956
268208at32523	13735_0:002151
268290at32523	13735_0:000e6d
268496at32523	13735_0:003ad2
268617at32523	13735_0:003ecd
268682at32523	13735_0:002e72
268973at32523	13735_0:0019d1
268973at32523	13735_0:002b2f
269039at32523	13735_0:0009e3
269066at32523	13735_0:003860
269108at32523	13735_0:001bc7
269194at32523	13735_0:0007b7
269220at32523	13735_0:002e65
269391at32523	13735_0:002649
269416at32523	13735_0:00247d
269451at32523	13735_0:002213
2694at32523	13735_0:001e51
269512at32523	13735_0:00463c
26955at32523	13735_0:002816
269631at32523	13735_0:0028d6
269636at32523	13735_0:00485b
269649at32523	13735_0:000667
269666at32523	13735_0:003b25
269694at32523	13735_0:000c51
269746at32523	13735_0:004667
26974at32523	13735_0:004283
269758at32523	13735_0:00344e
269797at32523	13735_0:003e17
269887at32523	13735_0:0028c6
269922at32523	13735_0:004a7c
269965at32523	13735_0:003478
269984at32523	13735_0:0033aa
270003at32523	13735_0:001867
270073at32523	13735_0:001588
270074at32523	13735_0:00189a
270101at32523	13735_0:003827
270131at32523	13735_0:0037a3
270155at32523	13735_0:001258
270215at32523	13735_0:003678
27030at32523	13735_0:0037f2
270328at32523	13735_0:002e14
270377at32523	13735_0:004048
27041at32523	13735_0:003d41
270448at32523	13735_0:0024d3
270511at32523	13735_0:004ad4
270878at32523	13735_0:003325
270902at32523	13735_0:00113b
270902at32523	13735_0:003f36
270904at32523	13735_0:000099
270918at32523	13735_0:0028b7
271056at32523	13735_0:0036ff
271060at32523	13735_0:00154e
271071at32523	13735_0:002689
27117at32523	13735_0:00468c
271184at32523	13735_0:0036fb
271266at32523	13735_0:0004df
271272at32523	13735_0:000b6e
271337at32523	13735_0:0023fc
271339at32523	13735_0:004819
271350at32523	13735_0:003486
271521at32523	13735_0:004a0a
271564at32523	13735_0:004637
271569at32523	13735_0:00497d
271603at32523	13735_0:00171c
271809at32523	13735_0:0017c0
271984at32523	13735_0:000fab
272011at32523	13735_0:00336b
272037at32523	13735_0:004701
272040at32523	13735_0:0042e3
272098at32523	13735_0:0027d4
272286at32523	13735_0:002f39
272294at32523	13735_0:004685
272303at32523	13735_0:00029e
272313at32523	13735_0:0024df
272339at32523	13735_0:000331
272384at32523	13735_0:0007df
272493at32523	13735_0:0048a1
272583at32523	13735_0:000501
27287at32523	13735_0:0042f0
272959at32523	13735_0:004776
272967at32523	13735_0:0013d9
272975at32523	13735_0:002102
273025at32523	13735_0:0016cd
273183at32523	13735_0:002278
273227at32523	13735_0:000d4e
273232at32523	13735_0:001cdc
273260at32523	13735_0:001e6e
273391at32523	13735_0:0006bd
273398at32523	13735_0:00347e
273404at32523	13735_0:004512
273428at32523	13735_0:0043aa
273453at32523	13735_0:004a5d
273458at32523	13735_0:002d64
273481at32523	13735_0:0022d4
273519at32523	13735_0:001da2
273570at32523	13735_0:001af2
273646at32523	13735_0:000afe
27372at32523	13735_0:004781
273874at32523	13735_0:002405
274027at32523	13735_0:0017f2
274291at32523	13735_0:004699
274390at32523	13735_0:004071
274506at32523	13735_0:003f06
274527at32523	13735_0:0045c5
274796at32523	13735_0:003e1d
274833at32523	13735_0:0030d0
27485at32523	13735_0:003aba
274866at32523	13735_0:001bc8
275101at32523	13735_0:000ece
275198at32523	13735_0:002f59
275311at32523	13735_0:001eeb
275401at32523	13735_0:00368c
275418at32523	13735_0:00244c
275471at32523	13735_0:00302a
275532at32523	13735_0:001ec9
275814at32523	13735_0:000d14
275832at32523	13735_0:00384b
275846at32523	13735_0:002ceb
27592at32523	13735_0:004af6
27597at32523	13735_0:0048d1
276024at32523	13735_0:0010b2
276026at32523	13735_0:002842
276061at32523	13735_0:002f33
276072at32523	13735_0:002dff
276098at32523	13735_0:0034cc
276179at32523	13735_0:0025f8
276192at32523	13735_0:002149
276267at32523	13735_0:0025f0
27629at32523	13735_0:00125e
2762at32523	13735_0:00397a
276322at32523	13735_0:002a71
276378at32523	13735_0:002b19
276492at32523	13735_0:0024eb
27657at32523	13735_0:000bc6
276695at32523	13735_0:003014
276699at32523	13735_0:000dcd
27670at32523	13735_0:0002b7
276880at32523	13735_0:0030c8
276957at32523	13735_0:001afe
276964at32523	13735_0:000abd
277011at32523	13735_0:0001e8
277188at32523	13735_0:0011e5
277370at32523	13735_0:00475d
277398at32523	13735_0:002824
277442at32523	13735_0:004af7
277527at32523	13735_0:000e26
277530at32523	13735_0:0015f1
277586at32523	13735_0:004980
277625at32523	13735_0:003125
277691at32523	13735_0:000fd1
277695at32523	13735_0:00490b
277704at32523	13735_0:000d2c
277821at32523	13735_0:0034f7
277856at32523	13735_0:0035d5
277865at32523	13735_0:002397
277953at32523	13735_0:001a39
27802at32523	13735_0:0042ea
278087at32523	13735_0:002298
278185at32523	13735_0:004b1c
278190at32523	13735_0:0029da
278259at32523	13735_0:0044e2
278260at32523	13735_0:0045a7
278260at32523	13735_0:0045af
278412at32523	13735_0:001577
278445at32523	13735_0:002821
278452at32523	13735_0:0018c8
278501at32523	13735_0:003f74
278518at32523	13735_0:00306e
278634at32523	13735_0:00475a
27867at32523	13735_0:003ffb
278960at32523	13735_0:00131b
278988at32523	13735_0:0006fd
278997at32523	13735_0:004af3
279005at32523	13735_0:0011aa
279020at32523	13735_0:0042e0
279033at32523	13735_0:00099d
279181at32523	13735_0:004975
27920at32523	13735_0:002970
27927at32523	13735_0:0031b2
279422at32523	13735_0:00485a
279423at32523	13735_0:000430
279464at32523	13735_0:001c7c
279478at32523	13735_0:0019c8
279628at32523	13735_0:001060
279673at32523	13735_0:0035a6
279697at32523	13735_0:000a6f
279702at32523	13735_0:0033c3
279708at32523	13735_0:004482
279714at32523	13735_0:003d33
279818at32523	13735_0:0043d6
279857at32523	13735_0:0049fd
279891at32523	13735_0:00425c
279945at32523	13735_0:0017f8
279957at32523	13735_0:0015e6
280121at32523	13735_0:0048fa
280161at32523	13735_0:002728
280182at32523	13735_0:003fb8
28018at32523	13735_0:002f28
280269at32523	13735_0:0016df
280279at32523	13735_0:00464b
280313at32523	13735_0:001bc1
280319at32523	13735_0:0035b1
280322at32523	13735_0:002a64
280348at32523	13735_0:004793
280357at32523	13735_0:00006e
280382at32523	13735_0:001f65
280382at32523	13735_0:001f6a
280387at32523	13735_0:000df1
280394at32523	13735_0:0002c6
28063at32523	13735_0:003ff4
280714at32523	13735_0:0008a7
280763at32523	13735_0:000195
280777at32523	13735_0:00099c
280809at32523	13735_0:0020df
280929at32523	13735_0:002029
280931at32523	13735_0:000c75
280967at32523	13735_0:0034f4
28097at32523	13735_0:0024bd
281170at32523	13735_0:0036bf
281186at32523	13735_0:0045c6
281186at32523	13735_0:0045d2
281238at32523	13735_0:003cc3
281245at32523	13735_0:000ff5
281334at32523	13735_0:003bff
28139at32523	13735_0:002303
281414at32523	13735_0:000374
281544at32523	13735_0:00270d
28154at32523	13735_0:000c5e
281563at32523	13735_0:003fab
281633at32523	13735_0:0028d0
281656at32523	13735_0:00229b
281663at32523	13735_0:0016b0
281797at32523	13735_0:004a80
281823at32523	13735_0:000268
281830at32523	13735_0:001b6d
282226at32523	13735_0:003b79
282358at32523	13735_0:004911
282363at32523	13735_0:0024d1
282396at32523	13735_0:00389a
282407at32523	13735_0:0029ca
282456at32523	13735_0:0028d3
282478at32523	13735_0:003db5
282501at32523	13735_0:002417
282515at32523	13735_0:001c5a
282571at32523	13735_0:0042d1
282669at32523	13735_0:003d32
282804at32523	13735_0:00325b
282826at32523	13735_0:002413
282898at32523	13735_0:003f03
282905at32523	13735_0:0027c9
282917at32523	13735_0:001758
282956at32523	13735_0:000900
282964at32523	13735_0:00239e
283086at32523	13735_0:00141a
283138at32523	13735_0:000ef7
283153at32523	13735_0:0019ef
283164at32523	13735_0:003c08
283167at32523	13735_0:0017fb
283327at32523	13735_0:003709
283371at32523	13735_0:001a82
283389at32523	13735_0:001746
2833at32523	13735_0:000bec
283406at32523	13735_0:000e9f
283461at32523	13735_0:00301c
283521at32523	13735_0:0014c0
283541at32523	13735_0:004634
283568at32523	13735_0:001db1
283606at32523	13735_0:003a3b
283636at32523	13735_0:000587
283638at32523	13735_0:001abb
283660at32523	13735_0:0048a8
283671at32523	13735_0:0003ce
283734at32523	13735_0:002093
283748at32523	13735_0:000391
283757at32523	13735_0:002f48
283776at32523	13735_0:00024b
283782at32523	13735_0:0047b6
283801at32523	13735_0:002492
283815at32523	13735_0:004209
283853at32523	13735_0:001090
283973at32523	13735_0:0027f2
284004at32523	13735_0:0022ec
284008at32523	13735_0:004833
28404at32523	13735_0:001176
284081at32523	13735_0:002d94
284167at32523	13735_0:002e19
28417at32523	13735_0:0012e9
284317at32523	13735_0:002007
284319at32523	13735_0:003c20
284331at32523	13735_0:002a6a
284667at32523	13735_0:003315
284695at32523	13735_0:003895
284944at32523	13735_0:003cfd
284958at32523	13735_0:0048c7
285079at32523	13735_0:003cf2
285253at32523	13735_0:003b03
285282at32523	13735_0:003015
285455at32523	13735_0:00319d
285465at32523	13735_0:004ad1
285542at32523	13735_0:00439f
285644at32523	13735_0:0026e6
285659at32523	13735_0:000cda
285661at32523	13735_0:002f9a
28568at32523	13735_0:002b48
285773at32523	13735_0:000b11
285832at32523	13735_0:00014b
285845at32523	13735_0:003aee
286112at32523	13735_0:000dae
286233at32523	13735_0:004889
286258at32523	13735_0:0026ef
286324at32523	13735_0:004725
286422at32523	13735_0:00479e
286462at32523	13735_0:001cbb
286524at32523	13735_0:002d12
286526at32523	13735_0:00126a
286638at32523	13735_0:000f00
286647at32523	13735_0:0000a8
286719at32523	13735_0:003f3a
286748at32523	13735_0:0024b1
286785at32523	13735_0:00446c
286821at32523	13735_0:000e14
286959at32523	13735_0:003eba
287006at32523	13735_0:000011
287006at32523	13735_0:002222
287057at32523	13735_0:00381b
287262at32523	13735_0:002e2d
287339at32523	13735_0:001091
287359at32523	13735_0:002bbc
287415at32523	13735_0:000c4e
287557at32523	13735_0:004861
287570at32523	13735_0:0028d2
287649at32523	13735_0:00281f
287713at32523	13735_0:00104e
287818at32523	13735_0:001c4d
287852at32523	13735_0:000b9e
287864at32523	13735_0:004a9f
287872at32523	13735_0:000d5d
287965at32523	13735_0:0014a2
288030at32523	13735_0:002a03
288185at32523	13735_0:0036fe
28821at32523	13735_0:0001c0
28823at32523	13735_0:001690
288247at32523	13735_0:001d2c
288353at32523	13735_0:003f17
288365at32523	13735_0:00306b
288374at32523	13735_0:0019e6
288386at32523	13735_0:002bf6
288598at32523	13735_0:003609
288615at32523	13735_0:002742
288636at32523	13735_0:002d05
288646at32523	13735_0:000787
288701at32523	13735_0:00176a
288741at32523	13735_0:003ca7
288794at32523	13735_0:002433
288836at32523	13735_0:000ab4
288885at32523	13735_0:0012e5
288923at32523	13735_0:000a37
288987at32523	13735_0:003e32
289054at32523	13735_0:0021c4
289167at32523	13735_0:002735
289170at32523	13735_0:003ca4
289179at32523	13735_0:000b79
289300at32523	13735_0:00359d
289400at32523	13735_0:0025f7
289585at32523	13735_0:000444
289585at32523	13735_0:000c04
289591at32523	13735_0:003474
289619at32523	13735_0:000a43
289632at32523	13735_0:003579
289713at32523	13735_0:002caf
289719at32523	13735_0:000403
289741at32523	13735_0:002f88
28985at32523	13735_0:004289
289897at32523	13735_0:0007e6
289961at32523	13735_0:000d18
290018at32523	13735_0:00020d
290064at32523	13735_0:0006ae
290126at32523	13735_0:003e23
290185at32523	13735_0:001792
290216at32523	13735_0:001602
290236at32523	13735_0:002a5d
290488at32523	13735_0:004589
290548at32523	13735_0:002f98
29061at32523	13735_0:0043bd
290670at32523	13735_0:00173f
290800at32523	13735_0:00270e
290814at32523	13735_0:002d6e
290884at32523	13735_0:003711
29093at32523	13735_0:0047c0
29095at32523	13735_0:00344d
291099at32523	13735_0:0018a9
291175at32523	13735_0:004370
291212at32523	13735_0:003fe2
291252at32523	13735_0:001c12
291255at32523	13735_0:003493
291381at32523	13735_0:00060c
291434at32523	13735_0:00166b
291451at32523	13735_0:003e9b
291475at32523	13735_0:001721
291641at32523	13735_0:0033b2
291672at32523	13735_0:000ac9
291715at32523	13735_0:00459b
292000at32523	13735_0:0026cc
292062at32523	13735_0:001a75
292094at32523	13735_0:002779
292138at32523	13735_0:000a9f
292186at32523	13735_0:003a54
292189at32523	13735_0:00412f
292234at32523	13735_0:0044d1
292288at32523	13735_0:0028fb
292291at32523	13735_0:0039f1
29230at32523	13735_0:002de9
292367at32523	13735_0:001754
292469at32523	13735_0:003326
292567at32523	13735_0:00170f
292703at32523	13735_0:004768
292777at32523	13735_0:002a6f
293046at32523	13735_0:002b9e
293098at32523	13735_0:002fdd
293248at32523	13735_0:002e71
293250at32523	13735_0:0026fc
293253at32523	13735_0:00327f
293264at32523	13735_0:004687
293265at32523	13735_0:0014ba
293285at32523	13735_0:000a6a
293308at32523	13735_0:0025ab
293431at32523	13735_0:00304d
293550at32523	13735_0:002438
293628at32523	13735_0:00357f
293635at32523	13735_0:001be1
293808at32523	13735_0:002074
293833at32523	13735_0:002a84
293881at32523	13735_0:003f6f
293975at32523	13735_0:002f1f
29403at32523	13735_0:000565
294083at32523	13735_0:00022e
294091at32523	13735_0:0023b3
294122at32523	13735_0:0032dd
294199at32523	13735_0:003d7d
294368at32523	13735_0:003e1e
294369at32523	13735_0:003fd2
294423at32523	13735_0:004967
294624at32523	13735_0:000d34
