100073at32523	8478_0:000611
241607at32523	8478_0:005135
241615at32523	8478_0:000704
241639at32523	8478_0:0001e3
241651at32523	8478_0:001d7c
241750at32523	8478_0:000fc2
241769at32523	8478_0:0019f2
241794at32523	8478_0:0042b1
241812at32523	8478_0:004f4b
241876at32523	8478_0:0021d4
24191at32523	8478_0:0014bd
242028at32523	8478_0:0042d2
242032at32523	8478_0:0011a9
242048at32523	8478_0:000c63
242089at32523	8478_0:000700
242105at32523	8478_0:000da9
242120at32523	8478_0:001cfc
242152at32523	8478_0:004f25
242171at32523	8478_0:000d6e
242271at32523	8478_0:004aec
242304at32523	8478_0:001062
242341at32523	8478_0:000c9f
242374at32523	8478_0:001444
242386at32523	8478_0:000412
242480at32523	8478_0:004ba4
24250at32523	8478_0:002c74
242564at32523	8478_0:000d32
242587at32523	8478_0:000c88
242599at32523	8478_0:0028e4
242688at32523	8478_0:001390
242822at32523	8478_0:001611
242911at32523	8478_0:000e7d
24294at32523	8478_0:004f51
242965at32523	8478_0:002023
242973at32523	8478_0:0047a2
243139at32523	8478_0:004b41
243172at32523	8478_0:000a26
243263at32523	8478_0:001f62
243330at32523	8478_0:00278b
243385at32523	8478_0:001111
24340at32523	8478_0:0045ef
243426at32523	8478_0:000132
243433at32523	8478_0:004f37
24343at32523	8478_0:0042ee
243491at32523	8478_0:004d5b
243504at32523	8478_0:0040d0
243556at32523	8478_0:0046fe
243669at32523	8478_0:000367
243717at32523	8478_0:004dee
243842at32523	8478_0:001dba
244088at32523	8478_0:004160
244174at32523	8478_0:0008cf
244465at32523	8478_0:0051cd
244490at32523	8478_0:004409
244547at32523	8478_0:004bee
244680at32523	8478_0:001e5e
244751at32523	8478_0:005155
244874at32523	8478_0:0015ef
244937at32523	8478_0:000772
244942at32523	8478_0:0000ec
245015at32523	8478_0:004b62
245059at32523	8478_0:004caf
245069at32523	8478_0:001767
245153at32523	8478_0:000fb7
245290at32523	8478_0:001ec3
245334at32523	8478_0:0011c7
245369at32523	8478_0:002f79
245380at32523	8478_0:00162d
245388at32523	8478_0:000b22
245454at32523	8478_0:0021df
245466at32523	8478_0:001a7e
245583at32523	8478_0:00019a
24568at32523	8478_0:0013cb
245732at32523	8478_0:004bc8
245752at32523	8478_0:00449b
245795at32523	8478_0:00077f
245918at32523	8478_0:00241d
245997at32523	8478_0:0014e1
246229at32523	8478_0:00235c
246274at32523	8478_0:00173a
246399at32523	8478_0:004f34
246490at32523	8478_0:002252
246493at32523	8478_0:000273
24654at32523	8478_0:001b18
24655at32523	8478_0:00085d
246589at32523	8478_0:00442b
246636at32523	8478_0:0000d2
246738at32523	8478_0:000708
246864at32523	8478_0:0006ed
246867at32523	8478_0:000170
246874at32523	8478_0:004486
247062at32523	8478_0:004e2d
247071at32523	8478_0:005170
247289at32523	8478_0:000d7e
247336at32523	8478_0:003aeb
247435at32523	8478_0:0003ba
247446at32523	8478_0:0018e0
247461at32523	8478_0:00521f
247474at32523	8478_0:004239
247491at32523	8478_0:00058d
247494at32523	8478_0:00473c
247498at32523	8478_0:0022cd
247599at32523	8478_0:002a36
247638at32523	8478_0:0025b7
247662at32523	8478_0:0020e6
247680at32523	8478_0:002418
247784at32523	8478_0:0027b4
247795at32523	8478_0:004b8c
24779at32523	8478_0:00439f
247890at32523	8478_0:004d07
247934at32523	8478_0:0013e3
247942at32523	8478_0:00511f
247970at32523	8478_0:0030d3
248028at32523	8478_0:000f73
248117at32523	8478_0:004fbe
248181at32523	8478_0:0016cc
248186at32523	8478_0:004778
248205at32523	8478_0:002ab8
248210at32523	8478_0:000b97
248216at32523	8478_0:002ea9
248283at32523	8478_0:0022c1
248360at32523	8478_0:00175b
248464at32523	8478_0:004cbd
248597at32523	8478_0:004bfd
248684at32523	8478_0:001f26
248708at32523	8478_0:001aba
24887at32523	8478_0:005188
248911at32523	8478_0:0019ce
248987at32523	8478_0:0021d5
249062at32523	8478_0:00023f
249069at32523	8478_0:000c0e
249113at32523	8478_0:0023f0
249160at32523	8478_0:000cba
249219at32523	8478_0:001e91
249252at32523	8478_0:00318f
249321at32523	8478_0:001606
249327at32523	8478_0:003007
249342at32523	8478_0:000c58
249397at32523	8478_0:002c2b
249407at32523	8478_0:004ecc
249555at32523	8478_0:003bbf
249574at32523	8478_0:004660
249581at32523	8478_0:000570
249612at32523	8478_0:0026f3
249661at32523	8478_0:000f64
249702at32523	8478_0:0023bb
24974at32523	8478_0:0042f3
249802at32523	8478_0:00027e
250096at32523	8478_0:0025a9
250210at32523	8478_0:004f28
250302at32523	8478_0:005216
250310at32523	8478_0:000454
250327at32523	8478_0:004cbf
250362at32523	8478_0:001430
250470at32523	8478_0:001aac
250477at32523	8478_0:004b9f
250539at32523	8478_0:004d40
250555at32523	8478_0:002039
250566at32523	8478_0:0012a5
250574at32523	8478_0:0010b6
250587at32523	8478_0:004ab7
25058at32523	8478_0:0029bb
250601at32523	8478_0:000a90
250611at32523	8478_0:001e82
250658at32523	8478_0:0017d8
250688at32523	8478_0:001100
250834at32523	8478_0:002668
250844at32523	8478_0:00152e
250880at32523	8478_0:000137
250950at32523	8478_0:004695
250976at32523	8478_0:000402
25102at32523	8478_0:000c43
251071at32523	8478_0:000a5e
251133at32523	8478_0:001176
251159at32523	8478_0:0001d9
251245at32523	8478_0:0049c1
25134at32523	8478_0:000318
25136at32523	8478_0:00113f
251416at32523	8478_0:00475f
251531at32523	8478_0:000d23
251585at32523	8478_0:00505f
251673at32523	8478_0:001c24
251675at32523	8478_0:000146
251699at32523	8478_0:001470
2516at32523	8478_0:0009fe
251750at32523	8478_0:00501d
251854at32523	8478_0:001431
251873at32523	8478_0:00280a
251875at32523	8478_0:00260b
251946at32523	8478_0:00515b
251956at32523	8478_0:000340
252011at32523	8478_0:001474
252035at32523	8478_0:0004ee
252113at32523	8478_0:0044d5
252117at32523	8478_0:0043d1
252143at32523	8478_0:001fb8
252218at32523	8478_0:001af1
252232at32523	8478_0:000be1
252338at32523	8478_0:000edc
252355at32523	8478_0:002f78
25257at32523	8478_0:002c04
252686at32523	8478_0:00226a
252709at32523	8478_0:000e1a
252712at32523	8478_0:000eb8
25276at32523	8478_0:004720
252776at32523	8478_0:00116a
253004at32523	8478_0:000d28
253018at32523	8478_0:002083
253055at32523	8478_0:00302f
253069at32523	8478_0:000cc5
253166at32523	8478_0:0013fb
253171at32523	8478_0:00219b
253206at32523	8478_0:001e5f
253220at32523	8478_0:002356
253227at32523	8478_0:0011cc
253255at32523	8478_0:0045b3
253263at32523	8478_0:000912
253283at32523	8478_0:0027b9
253405at32523	8478_0:0010b1
25345at32523	8478_0:002561
253461at32523	8478_0:00275b
253490at32523	8478_0:0008c6
253493at32523	8478_0:0013ff
253504at32523	8478_0:002077
253522at32523	8478_0:0040fc
253541at32523	8478_0:000014
253557at32523	8478_0:004d70
253565at32523	8478_0:004ee3
253583at32523	8478_0:00508b
253621at32523	8478_0:0045c6
253631at32523	8478_0:002086
253693at32523	8478_0:000949
253752at32523	8478_0:001d6c
253762at32523	8478_0:001aef
253767at32523	8478_0:00010c
253877at32523	8478_0:004b60
253983at32523	8478_0:002915
253993at32523	8478_0:004e56
254021at32523	8478_0:004762
254060at32523	8478_0:003b30
254100at32523	8478_0:000b15
254179at32523	8478_0:000b62
254190at32523	8478_0:002684
254239at32523	8478_0:000b93
254245at32523	8478_0:00114e
254269at32523	8478_0:004691
254286at32523	8478_0:002b7d
254360at32523	8478_0:0026ff
254370at32523	8478_0:002682
254389at32523	8478_0:002106
254390at32523	8478_0:00041d
254458at32523	8478_0:000d9a
254544at32523	8478_0:000747
254638at32523	8478_0:0027fc
254666at32523	8478_0:002064
254681at32523	8478_0:0041b5
254860at32523	8478_0:000208
254887at32523	8478_0:0031bf
254900at32523	8478_0:0027b3
255001at32523	8478_0:0011f8
255018at32523	8478_0:000abc
255079at32523	8478_0:002c7a
255212at32523	8478_0:002471
255229at32523	8478_0:00246d
255234at32523	8478_0:004ff9
255236at32523	8478_0:0028ff
255336at32523	8478_0:00439b
255366at32523	8478_0:00173e
255377at32523	8478_0:0013da
255382at32523	8478_0:0040a7
255400at32523	8478_0:00169c
255474at32523	8478_0:001a4f
255510at32523	8478_0:00482b
255581at32523	8478_0:00106b
255601at32523	8478_0:004b5e
255663at32523	8478_0:00069e
255664at32523	8478_0:001a68
255697at32523	8478_0:0011b1
255751at32523	8478_0:004abf
255863at32523	8478_0:000e2a
255899at32523	8478_0:0025f7
255945at32523	8478_0:0022d0
255981at32523	8478_0:002714
256114at32523	8478_0:001182
256175at32523	8478_0:002b89
256220at32523	8478_0:004669
256267at32523	8478_0:002ea7
256292at32523	8478_0:001d0f
256441at32523	8478_0:001d9e
256685at32523	8478_0:004b08
256738at32523	8478_0:00205f
256772at32523	8478_0:000e0c
256818at32523	8478_0:002633
256818at32523	8478_0:003ddd
256820at32523	8478_0:00330c
256879at32523	8478_0:002710
257014at32523	8478_0:002338
257026at32523	8478_0:0043fc
257104at32523	8478_0:00146e
257110at32523	8478_0:000a05
257119at32523	8478_0:004921
257320at32523	8478_0:000a9f
257337at32523	8478_0:002750
257442at32523	8478_0:0043bb
257460at32523	8478_0:00166c
257480at32523	8478_0:002ba5
257488at32523	8478_0:0040f9
25748at32523	8478_0:001059
257507at32523	8478_0:001dc9
257560at32523	8478_0:000bef
257613at32523	8478_0:0030c3
257614at32523	8478_0:002179
257643at32523	8478_0:0051df
257713at32523	8478_0:001a9f
257713at32523	8478_0:001aa0
257811at32523	8478_0:0024c9
257812at32523	8478_0:003b7f
257821at32523	8478_0:0014f6
257936at32523	8478_0:00021f
257979at32523	8478_0:000ffe
258013at32523	8478_0:000e06
258116at32523	8478_0:001a81
258205at32523	8478_0:002cb8
258245at32523	8478_0:001eed
258332at32523	8478_0:004102
258368at32523	8478_0:000cb9
25837at32523	8478_0:0042a0
258414at32523	8478_0:002b94
258450at32523	8478_0:0018d9
258486at32523	8478_0:002176
258495at32523	8478_0:00145e
258591at32523	8478_0:0011e6
258655at32523	8478_0:001cdf
258666at32523	8478_0:0044a8
258710at32523	8478_0:004a0f
258786at32523	8478_0:00307b
258823at32523	8478_0:00157b
258902at32523	8478_0:004b99
258912at32523	8478_0:000d99
258987at32523	8478_0:0044a1
259026at32523	8478_0:000430
259061at32523	8478_0:0041f0
259095at32523	8478_0:000a49
259127at32523	8478_0:004d43
259170at32523	8478_0:004fde
259306at32523	8478_0:0019b9
259371at32523	8478_0:004bbd
259403at32523	8478_0:004a31
259445at32523	8478_0:0001b3
259599at32523	8478_0:004fe6
259614at32523	8478_0:001d2c
259622at32523	8478_0:002b77
259647at32523	8478_0:00005c
259661at32523	8478_0:0051d1
259694at32523	8478_0:004a48
25975at32523	8478_0:002b8d
25978at32523	8478_0:00166f
25979at32523	8478_0:001cca
259841at32523	8478_0:000e99
259841at32523	8478_0:004a4a
259941at32523	8478_0:004af5
259972at32523	8478_0:004186
2599at32523	8478_0:004220
260027at32523	8478_0:004965
260048at32523	8478_0:0019fb
260094at32523	8478_0:004d45
260156at32523	8478_0:001fc6
260175at32523	8478_0:003f0a
260322at32523	8478_0:001aa7
260323at32523	8478_0:001a27
260366at32523	8478_0:001626
260416at32523	8478_0:004397
260464at32523	8478_0:001e31
260465at32523	8478_0:001522
260469at32523	8478_0:002ef3
260603at32523	8478_0:002763
260715at32523	8478_0:001df7
260778at32523	8478_0:004ddb
260781at32523	8478_0:00222f
260825at32523	8478_0:00310c
260835at32523	8478_0:004a42
260839at32523	8478_0:000871
26094at32523	8478_0:000090
261039at32523	8478_0:004d35
261194at32523	8478_0:00142c
261228at32523	8478_0:001024
261243at32523	8478_0:003a5c
261311at32523	8478_0:000025
261329at32523	8478_0:000699
261382at32523	8478_0:002e55
261486at32523	8478_0:004326
261524at32523	8478_0:004a49
261555at32523	8478_0:000ca8
261563at32523	8478_0:00163a
261563at32523	8478_0:004042
261569at32523	8478_0:000be4
261584at32523	8478_0:004cb0
261659at32523	8478_0:000a16
261701at32523	8478_0:002ca3
261704at32523	8478_0:0000f2
261747at32523	8478_0:0022a8
261823at32523	8478_0:002395
261858at32523	8478_0:00506a
261859at32523	8478_0:0048c9
262005at32523	8478_0:00248e
262014at32523	8478_0:004a78
262036at32523	8478_0:004f1d
262044at32523	8478_0:00125b
262058at32523	8478_0:0019c1
262098at32523	8478_0:001b2b
262131at32523	8478_0:00294d
262158at32523	8478_0:001d69
262189at32523	8478_0:0030c5
262245at32523	8478_0:004235
262265at32523	8478_0:001857
262363at32523	8478_0:001963
262382at32523	8478_0:001670
262446at32523	8478_0:002445
262489at32523	8478_0:000d31
262549at32523	8478_0:004533
262601at32523	8478_0:001da6
262617at32523	8478_0:0003be
262758at32523	8478_0:0015f9
262824at32523	8478_0:000075
262918at32523	8478_0:0016cd
263118at32523	8478_0:00199a
263172at32523	8478_0:0026b2
263200at32523	8478_0:00045b
263246at32523	8478_0:002442
263440at32523	8478_0:0051db
263497at32523	8478_0:001d13
263513at32523	8478_0:001007
263531at32523	8478_0:00082d
263553at32523	8478_0:001bfb
263557at32523	8478_0:004a15
263558at32523	8478_0:0023ee
263559at32523	8478_0:0006d0
263792at32523	8478_0:002c9b
263818at32523	8478_0:005184
263835at32523	8478_0:000107
263856at32523	8478_0:002058
263885at32523	8478_0:000432
263902at32523	8478_0:002ba8
263924at32523	8478_0:000f26
263950at32523	8478_0:004a03
263953at32523	8478_0:004104
263986at32523	8478_0:0029a3
264039at32523	8478_0:001e3a
264193at32523	8478_0:002297
264194at32523	8478_0:0004f4
264266at32523	8478_0:001bce
264296at32523	8478_0:000756
264309at32523	8478_0:000a58
264313at32523	8478_0:004667
264332at32523	8478_0:0003f3
264354at32523	8478_0:0038c7
264361at32523	8478_0:004430
264362at32523	8478_0:004c66
264371at32523	8478_0:004170
264426at32523	8478_0:0019c9
264450at32523	8478_0:0018fb
264559at32523	8478_0:00071a
264604at32523	8478_0:00154a
264635at32523	8478_0:001d0e
264636at32523	8478_0:0043cd
264646at32523	8478_0:0027f5
26466at32523	8478_0:00008b
264730at32523	8478_0:004d77
264741at32523	8478_0:002178
264774at32523	8478_0:002d0e
264774at32523	8478_0:003c2c
264784at32523	8478_0:00086d
264963at32523	8478_0:004d76
264979at32523	8478_0:004775
265015at32523	8478_0:000fb9
265063at32523	8478_0:000972
265077at32523	8478_0:004e93
265128at32523	8478_0:000917
265137at32523	8478_0:00092e
265149at32523	8478_0:0009bf
26518at32523	8478_0:0019cb
265253at32523	8478_0:004634
265286at32523	8478_0:0029c0
265292at32523	8478_0:0048e3
265332at32523	8478_0:001fb9
265352at32523	8478_0:00264f
26562at32523	8478_0:0014d1
265709at32523	8478_0:001352
265778at32523	8478_0:002eb5
265809at32523	8478_0:000525
265834at32523	8478_0:0000b6
265855at32523	8478_0:000881
265941at32523	8478_0:001457
266157at32523	8478_0:001c40
266230at32523	8478_0:000261
26625at32523	8478_0:000553
266438at32523	8478_0:0003ff
266457at32523	8478_0:002169
26652at32523	8478_0:0043ac
266540at32523	8478_0:000ab9
266561at32523	8478_0:002239
266585at32523	8478_0:001692
266604at32523	8478_0:004554
266661at32523	8478_0:00006c
266685at32523	8478_0:004dc2
26671at32523	8478_0:005211
266737at32523	8478_0:004eef
266836at32523	8478_0:002351
267057at32523	8478_0:0015ec
267061at32523	8478_0:004468
267079at32523	8478_0:0001bb
267085at32523	8478_0:000a23
267088at32523	8478_0:004ed7
267119at32523	8478_0:0018cd
267170at32523	8478_0:00047c
267251at32523	8478_0:0000ce
267377at32523	8478_0:004e13
267472at32523	8478_0:001abb
267504at32523	8478_0:0013f3
267520at32523	8478_0:0001b0
267537at32523	8478_0:00431a
267545at32523	8478_0:004aa4
267601at32523	8478_0:001cb6
267603at32523	8478_0:000ada
267687at32523	8478_0:004cfa
267689at32523	8478_0:001d00
267767at32523	8478_0:00311e
267847at32523	8478_0:002011
267923at32523	8478_0:0022ff
267926at32523	8478_0:00215f
268020at32523	8478_0:0019e1
268141at32523	8478_0:004b63
268208at32523	8478_0:0008b4
268229at32523	8478_0:0015da
268290at32523	8478_0:004e1a
268496at32523	8478_0:00008e
268617at32523	8478_0:000a14
268682at32523	8478_0:0017a0
268973at32523	8478_0:004462
269039at32523	8478_0:000b14
269066at32523	8478_0:0037d9
269108at32523	8478_0:0014c7
269194at32523	8478_0:00100f
269220at32523	8478_0:0017b2
269391at32523	8478_0:000651
269416at32523	8478_0:000d2b
269451at32523	8478_0:004e8f
2694at32523	8478_0:0029b3
269512at32523	8478_0:0009be
26955at32523	8478_0:002ca2
269631at32523	8478_0:005005
269649at32523	8478_0:0017c7
269666at32523	8478_0:003af8
269694at32523	8478_0:00093e
269746at32523	8478_0:004fa6
26974at32523	8478_0:001ca1
269758at32523	8478_0:001b23
269797at32523	8478_0:001b3b
269887at32523	8478_0:000bb9
269922at32523	8478_0:001ac8
269965at32523	8478_0:002eba
269984at32523	8478_0:002238
270003at32523	8478_0:0040f1
270073at32523	8478_0:004718
270074at32523	8478_0:002514
270101at32523	8478_0:0051f7
270131at32523	8478_0:0045dd
270155at32523	8478_0:002104
270215at32523	8478_0:0004ea
27030at32523	8478_0:000508
270328at32523	8478_0:002b19
270377at32523	8478_0:0018aa
27041at32523	8478_0:000b09
270448at32523	8478_0:0005dd
270511at32523	8478_0:0004f6
270878at32523	8478_0:00283e
270902at32523	8478_0:004a0a
270904at32523	8478_0:002b2c
270918at32523	8478_0:000b95
270931at32523	8478_0:001029
271056at32523	8478_0:00501b
271060at32523	8478_0:004589
271071at32523	8478_0:00520b
27117at32523	8478_0:0048e4
271184at32523	8478_0:00503b
271255at32523	8478_0:003569
271266at32523	8478_0:0007f5
271272at32523	8478_0:001641
271337at32523	8478_0:0015b0
271339at32523	8478_0:001740
271350at32523	8478_0:00103f
271521at32523	8478_0:001b43
271564at32523	8478_0:0026fb
271569at32523	8478_0:000055
271603at32523	8478_0:0043b2
271809at32523	8478_0:00178f
271984at32523	8478_0:0026ae
272011at32523	8478_0:001078
272037at32523	8478_0:0013aa
272040at32523	8478_0:00079b
272098at32523	8478_0:001577
272286at32523	8478_0:001c0d
272294at32523	8478_0:0048d7
272303at32523	8478_0:002090
272313at32523	8478_0:000616
272339at32523	8478_0:001bb5
272384at32523	8478_0:0041c9
272493at32523	8478_0:001a03
272583at32523	8478_0:0012be
272864at32523	8478_0:003915
27287at32523	8478_0:0007be
272959at32523	8478_0:001e7b
272967at32523	8478_0:0005fe
272975at32523	8478_0:004f20
273024at32523	8478_0:004be6
273025at32523	8478_0:001215
273183at32523	8478_0:004f0b
273227at32523	8478_0:001644
273232at32523	8478_0:000ac6
273260at32523	8478_0:001499
273391at32523	8478_0:000b47
273398at32523	8478_0:002eb4
273404at32523	8478_0:00290b
273428at32523	8478_0:004b2a
273453at32523	8478_0:001ad0
273458at32523	8478_0:000a55
273481at32523	8478_0:004fb7
273519at32523	8478_0:00219e
273570at32523	8478_0:004714
273646at32523	8478_0:000773
27372at32523	8478_0:001e71
273874at32523	8478_0:00158f
274027at32523	8478_0:00276b
274291at32523	8478_0:0048ea
274390at32523	8478_0:004a82
274506at32523	8478_0:0012c5
274527at32523	8478_0:0022a2
274796at32523	8478_0:000b7d
274833at32523	8478_0:0023cc
27485at32523	8478_0:000f36
274866at32523	8478_0:0014ce
275101at32523	8478_0:002c26
275198at32523	8478_0:00167e
275311at32523	8478_0:0015f2
275401at32523	8478_0:000545
275418at32523	8478_0:000d06
275471at32523	8478_0:0045cc
275532at32523	8478_0:000473
275814at32523	8478_0:000471
275832at32523	8478_0:001ac0
275846at32523	8478_0:00073b
275885at32523	8478_0:002f6c
27592at32523	8478_0:00231e
27597at32523	8478_0:004254
276024at32523	8478_0:00036b
276026at32523	8478_0:002c94
276061at32523	8478_0:002daa
276072at32523	8478_0:000a6d
276098at32523	8478_0:0001fc
276179at32523	8478_0:001e47
276192at32523	8478_0:0008be
276267at32523	8478_0:001e55
27629at32523	8478_0:0020fe
2762at32523	8478_0:0016fa
276322at32523	8478_0:00334b
276378at32523	8478_0:001546
276492at32523	8478_0:000621
27657at32523	8478_0:00028d
276695at32523	8478_0:00066d
276699at32523	8478_0:001871
27670at32523	8478_0:002975
276880at32523	8478_0:0023c3
276957at32523	8478_0:0043ff
276964at32523	8478_0:001375
277011at32523	8478_0:004cca
277188at32523	8478_0:000fac
277370at32523	8478_0:001e74
277398at32523	8478_0:002c99
277442at32523	8478_0:0011f2
277527at32523	8478_0:0042be
277530at32523	8478_0:000123
277586at32523	8478_0:000010
277625at32523	8478_0:004e97
277691at32523	8478_0:00444d
277695at32523	8478_0:004251
277704at32523	8478_0:000481
277821at32523	8478_0:001011
277856at32523	8478_0:00496e
277865at32523	8478_0:00103a
277935at32523	8478_0:004957
277953at32523	8478_0:00020a
27802at32523	8478_0:000867
278042at32523	8478_0:0045e0
278087at32523	8478_0:004f1b
278185at32523	8478_0:0011f1
278190at32523	8478_0:000eb9
278259at32523	8478_0:000b3e
278260at32523	8478_0:00189e
278412at32523	8478_0:0041f5
278445at32523	8478_0:004192
278452at32523	8478_0:002b5a
278501at32523	8478_0:00277e
278518at32523	8478_0:00221a
278634at32523	8478_0:0043de
27867at32523	8478_0:002614
278960at32523	8478_0:002786
278988at32523	8478_0:0003c8
278997at32523	8478_0:0011d4
279005at32523	8478_0:0000a9
279020at32523	8478_0:000830
279033at32523	8478_0:004a60
279181at32523	8478_0:005073
27920at32523	8478_0:0027de
27927at32523	8478_0:0016d7
279351at32523	8478_0:003369
279422at32523	8478_0:001cd0
279423at32523	8478_0:001481
279464at32523	8478_0:0041c0
279478at32523	8478_0:00447a
279628at32523	8478_0:001106
279673at32523	8478_0:001dad
279697at32523	8478_0:000046
279702at32523	8478_0:002232
279708at32523	8478_0:0007ca
279714at32523	8478_0:001ea2
279818at32523	8478_0:004b29
279857at32523	8478_0:0046bf
279891at32523	8478_0:000768
279945at32523	8478_0:002767
279957at32523	8478_0:00013d
280121at32523	8478_0:00131e
280161at32523	8478_0:00523a
280182at32523	8478_0:00115e
28018at32523	8478_0:002da6
280269at32523	8478_0:001156
280279at32523	8478_0:004a89
280313at32523	8478_0:0014f0
280319at32523	8478_0:00069c
280322at32523	8478_0:004e30
280348at32523	8478_0:0044aa
280357at32523	8478_0:002414
280382at32523	8478_0:001335
280387at32523	8478_0:000942
280394at32523	8478_0:004942
28063at32523	8478_0:001014
280714at32523	8478_0:002fb7
280763at32523	8478_0:00147a
280777at32523	8478_0:004a5f
280809at32523	8478_0:002017
280929at32523	8478_0:0046a1
280931at32523	8478_0:001fde
280967at32523	8478_0:001da8
280970at32523	8478_0:00469e
28097at32523	8478_0:00084d
281170at32523	8478_0:004b26
281186at32523	8478_0:0022b9
281238at32523	8478_0:005192
281245at32523	8478_0:0010ff
281334at32523	8478_0:0004d9
28139at32523	8478_0:002259
281414at32523	8478_0:00262c
28142at32523	8478_0:0018ac
281544at32523	8478_0:000192
28154at32523	8478_0:002d6d
281563at32523	8478_0:00521c
281633at32523	8478_0:0050f8
281656at32523	8478_0:004f17
281663at32523	8478_0:001e2b
281797at32523	8478_0:0050c2
281823at32523	8478_0:004a9f
281830at32523	8478_0:0048cd
282226at32523	8478_0:002df6
282358at32523	8478_0:00421e
282363at32523	8478_0:0006a9
282396at32523	8478_0:00190b
282407at32523	8478_0:000e89
282456at32523	8478_0:00513c
282478at32523	8478_0:00146d
282501at32523	8478_0:0032ff
282515at32523	8478_0:00079c
282571at32523	8478_0:000802
282663at32523	8478_0:000a21
282663at32523	8478_0:001117
282669at32523	8478_0:001e92
282804at32523	8478_0:001a31
282826at32523	8478_0:002b9f
282898at32523	8478_0:00281f
282905at32523	8478_0:000269
282917at32523	8478_0:001404
282956at32523	8478_0:0005ef
282964at32523	8478_0:00104f
283086at32523	8478_0:00065d
283138at32523	8478_0:0046a9
283153at32523	8478_0:00145c
283164at32523	8478_0:000e72
283167at32523	8478_0:000d57
283327at32523	8478_0:00502f
283371at32523	8478_0:0028af
283389at32523	8478_0:0013f8
2833at32523	8478_0:00017b
283406at32523	8478_0:004316
283461at32523	8478_0:00067f
283521at32523	8478_0:0003fc
283541at32523	8478_0:0026f8
283568at32523	8478_0:00218e
283606at32523	8478_0:00063e
283636at32523	8478_0:000179
283638at32523	8478_0:00068d
283660at32523	8478_0:002729
283671at32523	8478_0:000588
283734at32523	8478_0:004d32
283748at32523	8478_0:000763
283757at32523	8478_0:001c95
283776at32523	8478_0:001e14
283782at32523	8478_0:0044c7
283801at32523	8478_0:000140
283815at32523	8478_0:003bc0
283853at32523	8478_0:0005c4
283973at32523	8478_0:001cc3
284004at32523	8478_0:004678
284008at32523	8478_0:00021b
28404at32523	8478_0:0027ed
284081at32523	8478_0:000c33
284167at32523	8478_0:002c5c
28417at32523	8478_0:001662
284317at32523	8478_0:004c21
284319at32523	8478_0:000eaa
284331at32523	8478_0:0041ba
284667at32523	8478_0:004231
284695at32523	8478_0:00191d
284944at32523	8478_0:0036c9
284958at32523	8478_0:00466d
285079at32523	8478_0:004354
285163at32523	8478_0:00299c
285253at32523	8478_0:003218
285282at32523	8478_0:0021a9
285455at32523	8478_0:0016e2
285465at32523	8478_0:0003d5
285542at32523	8478_0:004b47
285644at32523	8478_0:0048af
285659at32523	8478_0:000d92
285661at32523	8478_0:001685
28568at32523	8478_0:0009b8
285773at32523	8478_0:00288d
285832at32523	8478_0:0012a4
285845at32523	8478_0:00228b
286112at32523	8478_0:001855
286233at32523	8478_0:001a09
286258at32523	8478_0:0048d6
286324at32523	8478_0:001aec
286422at32523	8478_0:0044d7
286462at32523	8478_0:000ab7
286524at32523	8478_0:000829
286526at32523	8478_0:001f06
286638at32523	8478_0:003bdf
286647at32523	8478_0:0018d1
286719at32523	8478_0:004a33
286748at32523	8478_0:002675
286785at32523	8478_0:002f3e
286821at32523	8478_0:00429e
286959at32523	8478_0:000954
287006at32523	8478_0:004a06
287057at32523	8478_0:0020e7
287262at32523	8478_0:002b0c
287339at32523	8478_0:000614
287359at32523	8478_0:000be9
287415at32523	8478_0:000940
287486at32523	8478_0:00239f
287557at32523	8478_0:000282
287570at32523	8478_0:00511c
287649at32523	8478_0:002b27
287713at32523	8478_0:000513
287852at32523	8478_0:0049e0
287864at32523	8478_0:000904
287872at32523	8478_0:001643
287965at32523	8478_0:0011fd
288030at32523	8478_0:00050f
288185at32523	8478_0:000341
28821at32523	8478_0:002515
28823at32523	8478_0:001ddf
288247at32523	8478_0:004c2b
288353at32523	8478_0:0028c7
288365at32523	8478_0:003779
288374at32523	8478_0:000a03
288386at32523	8478_0:00121d
288598at32523	8478_0:002f12
288615at32523	8478_0:002649
288636at32523	8478_0:0045b0
288646at32523	8478_0:004dce
288701at32523	8478_0:0013d6
288741at32523	8478_0:005259
288794at32523	8478_0:0047ab
288836at32523	8478_0:0026b5
288885at32523	8478_0:003420
288923at32523	8478_0:001f30
288987at32523	8478_0:000bad
289054at32523	8478_0:004e7b
289167at32523	8478_0:002642
289170at32523	8478_0:00518a
289179at32523	8478_0:001bc4
289300at32523	8478_0:00520f
289400at32523	8478_0:001e59
289585at32523	8478_0:001ffc
289591at32523	8478_0:002eb7
289619at32523	8478_0:001824
289632at32523	8478_0:004add
289713at32523	8478_0:002042
289719at32523	8478_0:0015de
289741at32523	8478_0:0016ba
28985at32523	8478_0:000b44
289897at32523	8478_0:004283
289931at32523	8478_0:002ec2
289961at32523	8478_0:004b6a
290018at32523	8478_0:0050f1
290064at32523	8478_0:001571
290126at32523	8478_0:000bbe
290185at32523	8478_0:001493
290216at32523	8478_0:0048bc
290236at32523	8478_0:004e2c
290487at32523	8478_0:0046de
290488at32523	8478_0:0044ad
290548at32523	8478_0:001686
29061at32523	8478_0:004b71
290670at32523	8478_0:0013d1
290800at32523	8478_0:0001c9
