100073at32523	1415176_0:003aa1
228725at32523	1415176_0:0005b0
228725at32523	1415176_0:00305b
228745at32523	1415176_0:0026a2
228816at32523	1415176_0:0020d1
228822at32523	1415176_0:0023ce
228947at32523	1415176_0:00393d
228948at32523	1415176_0:004180
228949at32523	1415176_0:004fb7
229013at32523	1415176_0:000205
229115at32523	1415176_0:0033d3
229190at32523	1415176_0:000621
229237at32523	1415176_0:003c2e
229254at32523	1415176_0:002c6c
229254at32523	1415176_0:0046f1
229316at32523	1415176_0:000148
229324at32523	1415176_0:00092d
229340at32523	1415176_0:0019a4
22945at32523	1415176_0:003516
229484at32523	1415176_0:0037b6
229731at32523	1415176_0:00261f
22986at32523	1415176_0:0009de
22989at32523	1415176_0:0029a1
22990at32523	1415176_0:002eef
22990at32523	1415176_0:0046db
230017at32523	1415176_0:0003b9
230031at32523	1415176_0:000d1f
230037at32523	1415176_0:0015d8
230043at32523	1415176_0:001e53
230057at32523	1415176_0:001c61
230057at32523	1415176_0:0051ce
230130at32523	1415176_0:002f21
230230at32523	1415176_0:001021
230262at32523	1415176_0:000c20
230279at32523	1415176_0:003059
230300at32523	1415176_0:002c96
230348at32523	1415176_0:00398a
230361at32523	1415176_0:000dd7
230456at32523	1415176_0:00323b
230548at32523	1415176_0:0023a4
230581at32523	1415176_0:003536
230584at32523	1415176_0:001326
230603at32523	1415176_0:002982
230620at32523	1415176_0:004737
230665at32523	1415176_0:0002d8
230709at32523	1415176_0:002b1a
230716at32523	1415176_0:000cc8
230718at32523	1415176_0:000d6c
230754at32523	1415176_0:0026eb
230787at32523	1415176_0:0015e2
230802at32523	1415176_0:001722
230806at32523	1415176_0:00205d
230813at32523	1415176_0:001b90
230820at32523	1415176_0:001491
230821at32523	1415176_0:00148d
230860at32523	1415176_0:001c08
230953at32523	1415176_0:0051a4
231255at32523	1415176_0:00048e
231266at32523	1415176_0:0012ed
2312at32523	1415176_0:001fe5
231362at32523	1415176_0:000672
231389at32523	1415176_0:001d2f
231389at32523	1415176_0:00500f
231396at32523	1415176_0:001303
231432at32523	1415176_0:0013e8
231500at32523	1415176_0:00336c
23180at32523	1415176_0:003cce
231836at32523	1415176_0:000d85
231852at32523	1415176_0:000ab4
231882at32523	1415176_0:00035a
231884at32523	1415176_0:000272
231887at32523	1415176_0:000603
23197at32523	1415176_0:001f9d
232093at32523	1415176_0:002438
232250at32523	1415176_0:002b1c
232281at32523	1415176_0:0008d6
232302at32523	1415176_0:002f26
232312at32523	1415176_0:001e81
232313at32523	1415176_0:0024f1
232356at32523	1415176_0:00063f
232364at32523	1415176_0:001347
232374at32523	1415176_0:0018ec
232378at32523	1415176_0:004222
232416at32523	1415176_0:000fc3
232417at32523	1415176_0:002952
232531at32523	1415176_0:000c29
232542at32523	1415176_0:001ea3
232550at32523	1415176_0:001434
232639at32523	1415176_0:00143c
232746at32523	1415176_0:003eb5
232760at32523	1415176_0:00305d
233005at32523	1415176_0:000fcc
23307at32523	1415176_0:002ac8
233141at32523	1415176_0:002f8f
233149at32523	1415176_0:0026bb
233200at32523	1415176_0:000a45
233283at32523	1415176_0:00323a
233304at32523	1415176_0:001f30
233324at32523	1415176_0:003ddf
233383at32523	1415176_0:002b08
233557at32523	1415176_0:003710
233570at32523	1415176_0:003091
233591at32523	1415176_0:001d7b
233720at32523	1415176_0:0007ca
233720at32523	1415176_0:0007e1
233806at32523	1415176_0:003670
233812at32523	1415176_0:0041d4
233820at32523	1415176_0:001c27
233842at32523	1415176_0:002918
234005at32523	1415176_0:000c35
234299at32523	1415176_0:004072
234304at32523	1415176_0:0008ff
234330at32523	1415176_0:000489
234357at32523	1415176_0:00282f
234369at32523	1415176_0:003377
234376at32523	1415176_0:0044c2
234426at32523	1415176_0:001ebd
234428at32523	1415176_0:00256a
234435at32523	1415176_0:004078
234457at32523	1415176_0:002698
234468at32523	1415176_0:00404e
234493at32523	1415176_0:0037f6
234694at32523	1415176_0:000f24
234747at32523	1415176_0:001ed0
23478at32523	1415176_0:000fdb
234795at32523	1415176_0:00441a
23479at32523	1415176_0:000401
234885at32523	1415176_0:0049f0
234886at32523	1415176_0:000806
235003at32523	1415176_0:00237a
235004at32523	1415176_0:003b8c
235011at32523	1415176_0:0004a2
235016at32523	1415176_0:003b1b
235107at32523	1415176_0:00391e
235208at32523	1415176_0:001dfd
235208at32523	1415176_0:002690
235300at32523	1415176_0:003e46
235300at32523	1415176_0:004a4e
23533at32523	1415176_0:00046e
23538at32523	1415176_0:002827
235417at32523	1415176_0:00195a
235478at32523	1415176_0:004ed0
235673at32523	1415176_0:000587
235783at32523	1415176_0:001ba7
235809at32523	1415176_0:0018b1
235813at32523	1415176_0:0017b7
235818at32523	1415176_0:00027b
235866at32523	1415176_0:0030e1
23586at32523	1415176_0:002b18
236107at32523	1415176_0:001d79
236190at32523	1415176_0:001dd4
23620at32523	1415176_0:000b7e
236251at32523	1415176_0:00168e
236309at32523	1415176_0:0001a8
236309at32523	1415176_0:0001bd
236312at32523	1415176_0:001d83
236330at32523	1415176_0:000187
236330at32523	1415176_0:0001ba
236470at32523	1415176_0:002f38
236789at32523	1415176_0:001973
23679at32523	1415176_0:002499
236801at32523	1415176_0:00114e
236822at32523	1415176_0:000460
236823at32523	1415176_0:0005d9
236854at32523	1415176_0:002351
236869at32523	1415176_0:000ea5
236911at32523	1415176_0:003b62
236937at32523	1415176_0:0021b9
237046at32523	1415176_0:003942
237066at32523	1415176_0:003620
23710at32523	1415176_0:00295d
237255at32523	1415176_0:000b8a
237297at32523	1415176_0:00442e
237361at32523	1415176_0:00350e
237414at32523	1415176_0:003489
237466at32523	1415176_0:00070d
237509at32523	1415176_0:002416
237512at32523	1415176_0:00206d
237546at32523	1415176_0:004b1a
237577at32523	1415176_0:0017b4
237584at32523	1415176_0:000d72
237758at32523	1415176_0:00004d
237813at32523	1415176_0:00130f
237824at32523	1415176_0:003840
237844at32523	1415176_0:002d0a
237848at32523	1415176_0:0021db
237857at32523	1415176_0:0022a4
237983at32523	1415176_0:002a06
237986at32523	1415176_0:001492
238028at32523	1415176_0:000f6d
238070at32523	1415176_0:00440a
238128at32523	1415176_0:0038ca
238211at32523	1415176_0:0037d0
238297at32523	1415176_0:000fdc
23829at32523	1415176_0:0003dd
238302at32523	1415176_0:00204f
238323at32523	1415176_0:003662
238400at32523	1415176_0:000b48
238677at32523	1415176_0:000a54
238690at32523	1415176_0:0035bd
238757at32523	1415176_0:0044ec
238813at32523	1415176_0:001ecc
238821at32523	1415176_0:003f98
238827at32523	1415176_0:00201c
238843at32523	1415176_0:003585
238978at32523	1415176_0:002dd9
239042at32523	1415176_0:0028cb
239130at32523	1415176_0:0030de
239187at32523	1415176_0:0037d8
239227at32523	1415176_0:002855
239258at32523	1415176_0:00346d
239293at32523	1415176_0:002d42
239395at32523	1415176_0:00012c
239395at32523	1415176_0:000cc4
239496at32523	1415176_0:000579
239568at32523	1415176_0:0024e1
239575at32523	1415176_0:00183e
239641at32523	1415176_0:001c45
239729at32523	1415176_0:000c88
239803at32523	1415176_0:003900
239933at32523	1415176_0:001614
240061at32523	1415176_0:003202
240204at32523	1415176_0:001f8a
240257at32523	1415176_0:00085d
240332at32523	1415176_0:000508
240368at32523	1415176_0:002922
240397at32523	1415176_0:0021ca
240415at32523	1415176_0:00244c
240467at32523	1415176_0:00182d
240495at32523	1415176_0:00047b
240559at32523	1415176_0:000f8f
240592at32523	1415176_0:000115
240612at32523	1415176_0:001533
240680at32523	1415176_0:0015b9
24068at32523	1415176_0:00319c
240714at32523	1415176_0:00141a
240735at32523	1415176_0:002079
24081at32523	1415176_0:000afe
240915at32523	1415176_0:004440
240917at32523	1415176_0:001e05
240937at32523	1415176_0:003c38
241007at32523	1415176_0:003935
241165at32523	1415176_0:00427f
241231at32523	1415176_0:00036a
241247at32523	1415176_0:001ff7
241255at32523	1415176_0:00346b
241282at32523	1415176_0:001889
241327at32523	1415176_0:0014dc
241385at32523	1415176_0:000e00
241443at32523	1415176_0:001e88
24147at32523	1415176_0:000bc3
241495at32523	1415176_0:00090e
241551at32523	1415176_0:003283
241552at32523	1415176_0:00174f
241605at32523	1415176_0:001abf
241607at32523	1415176_0:0018cf
241607at32523	1415176_0:003cca
241607at32523	1415176_0:0050c5
241615at32523	1415176_0:000f02
241639at32523	1415176_0:000d22
241651at32523	1415176_0:000bf9
241750at32523	1415176_0:003e8d
241769at32523	1415176_0:000cfe
241794at32523	1415176_0:002874
241812at32523	1415176_0:0034b1
241876at32523	1415176_0:002346
24191at32523	1415176_0:0030eb
242028at32523	1415176_0:0035e0
242032at32523	1415176_0:001215
242048at32523	1415176_0:001b9f
242089at32523	1415176_0:003b6e
242105at32523	1415176_0:0009f5
242120at32523	1415176_0:003c67
242152at32523	1415176_0:001ec8
242171at32523	1415176_0:0033be
242271at32523	1415176_0:000185
242271at32523	1415176_0:0001c6
242304at32523	1415176_0:00015d
242341at32523	1415176_0:00055d
242374at32523	1415176_0:0030be
242386at32523	1415176_0:0006c1
242480at32523	1415176_0:0021d4
24250at32523	1415176_0:003e7d
242564at32523	1415176_0:004f95
242587at32523	1415176_0:000549
242599at32523	1415176_0:0001f5
242688at32523	1415176_0:002ead
242822at32523	1415176_0:0020c2
242911at32523	1415176_0:00440f
24294at32523	1415176_0:0013f0
242965at32523	1415176_0:000f25
242973at32523	1415176_0:0016d1
243139at32523	1415176_0:003785
243172at32523	1415176_0:002d51
243263at32523	1415176_0:00283c
243330at32523	1415176_0:0023d4
243385at32523	1415176_0:00243a
243426at32523	1415176_0:000ea1
243433at32523	1415176_0:000714
24343at32523	1415176_0:002566
243491at32523	1415176_0:002d8d
243504at32523	1415176_0:00006d
243556at32523	1415176_0:00208a
243556at32523	1415176_0:0048a4
243669at32523	1415176_0:00403d
243717at32523	1415176_0:003769
243842at32523	1415176_0:002c7f
244088at32523	1415176_0:000ceb
244174at32523	1415176_0:003245
244465at32523	1415176_0:003f9d
244490at32523	1415176_0:0018fb
244547at32523	1415176_0:002302
244680at32523	1415176_0:002630
244751at32523	1415176_0:00051e
244874at32523	1415176_0:002cf7
244937at32523	1415176_0:0021aa
244942at32523	1415176_0:000681
245015at32523	1415176_0:002140
245059at32523	1415176_0:003569
245069at32523	1415176_0:0026a9
245153at32523	1415176_0:002cfb
245290at32523	1415176_0:0035f0
245334at32523	1415176_0:002e92
245369at32523	1415176_0:00380e
245380at32523	1415176_0:002660
245388at32523	1415176_0:004361
245454at32523	1415176_0:00118c
245466at32523	1415176_0:003c50
245583at32523	1415176_0:00149b
24568at32523	1415176_0:00095a
245732at32523	1415176_0:002307
245752at32523	1415176_0:00267e
245795at32523	1415176_0:0004bc
245918at32523	1415176_0:000f37
245997at32523	1415176_0:0030f2
246229at32523	1415176_0:001236
246274at32523	1415176_0:002999
246399at32523	1415176_0:002d2e
246490at32523	1415176_0:00104c
246493at32523	1415176_0:0009e5
24654at32523	1415176_0:001f7d
24655at32523	1415176_0:003696
246589at32523	1415176_0:003d9e
246636at32523	1415176_0:001a63
246636at32523	1415176_0:0023d2
246864at32523	1415176_0:000fac
246867at32523	1415176_0:003c1a
246874at32523	1415176_0:001085
247062at32523	1415176_0:00397f
247071at32523	1415176_0:000524
247289at32523	1415176_0:003ea3
247336at32523	1415176_0:003d81
247435at32523	1415176_0:000ae2
247446at32523	1415176_0:000b63
247461at32523	1415176_0:003da5
247474at32523	1415176_0:003120
247491at32523	1415176_0:0005ae
247494at32523	1415176_0:002397
247498at32523	1415176_0:0052ce
247599at32523	1415176_0:002b41
247638at32523	1415176_0:002a1c
247662at32523	1415176_0:002160
247680at32523	1415176_0:002017
247784at32523	1415176_0:0038f2
247795at32523	1415176_0:003798
24779at32523	1415176_0:00182b
247890at32523	1415176_0:001403
247934at32523	1415176_0:000977
247942at32523	1415176_0:001e20
247970at32523	1415176_0:002efc
248028at32523	1415176_0:000c9a
248117at32523	1415176_0:000891
248181at32523	1415176_0:0004a3
248186at32523	1415176_0:002741
248205at32523	1415176_0:001657
248210at32523	1415176_0:00168b
248216at32523	1415176_0:0001da
248283at32523	1415176_0:003d8f
248360at32523	1415176_0:0037b7
248464at32523	1415176_0:001fde
248597at32523	1415176_0:0014e6
248684at32523	1415176_0:004b12
248708at32523	1415176_0:000b3e
24887at32523	1415176_0:002546
248911at32523	1415176_0:001636
248987at32523	1415176_0:0003a5
249062at32523	1415176_0:00124c
249069at32523	1415176_0:001b96
249113at32523	1415176_0:001198
249160at32523	1415176_0:00054b
249219at32523	1415176_0:00393a
249252at32523	1415176_0:004ff5
249321at32523	1415176_0:0014ca
249327at32523	1415176_0:0029e0
249342at32523	1415176_0:002faa
249397at32523	1415176_0:000643
249407at32523	1415176_0:001ddc
249555at32523	1415176_0:0012f1
249574at32523	1415176_0:002c6b
249581at32523	1415176_0:00142c
249612at32523	1415176_0:003c29
249661at32523	1415176_0:002429
249702at32523	1415176_0:001b36
249802at32523	1415176_0:000786
250096at32523	1415176_0:002a1d
250210at32523	1415176_0:000ec0
250302at32523	1415176_0:00072c
250310at32523	1415176_0:000d62
250327at32523	1415176_0:002449
250362at32523	1415176_0:00094d
250470at32523	1415176_0:003ce4
250477at32523	1415176_0:0039f1
250539at32523	1415176_0:00166c
250555at32523	1415176_0:0024af
250566at32523	1415176_0:0043ac
250574at32523	1415176_0:0009b0
250587at32523	1415176_0:003cf3
25058at32523	1415176_0:004975
250601at32523	1415176_0:0003cd
250611at32523	1415176_0:0026fb
250658at32523	1415176_0:00113e
250688at32523	1415176_0:000829
250834at32523	1415176_0:000d23
250844at32523	1415176_0:0021b1
250880at32523	1415176_0:0038b6
250950at32523	1415176_0:002360
250976at32523	1415176_0:00412f
25102at32523	1415176_0:002fbb
251071at32523	1415176_0:0036e5
251133at32523	1415176_0:003fac
251159at32523	1415176_0:002ed9
251245at32523	1415176_0:0010cd
25134at32523	1415176_0:0011a4
25136at32523	1415176_0:000e12
251416at32523	1415176_0:002081
251531at32523	1415176_0:000b9c
251585at32523	1415176_0:003f24
251673at32523	1415176_0:001b16
251675at32523	1415176_0:001d17
251699at32523	1415176_0:001929
2516at32523	1415176_0:00336d
251750at32523	1415176_0:0012ee
251796at32523	1415176_0:002d54
251854at32523	1415176_0:000974
251873at32523	1415176_0:0004ed
251875at32523	1415176_0:002279
251946at32523	1415176_0:00051d
251956at32523	1415176_0:0031a1
252011at32523	1415176_0:001b8d
252035at32523	1415176_0:000d16
252035at32523	1415176_0:004876
252113at32523	1415176_0:0016cc
252117at32523	1415176_0:001846
252143at32523	1415176_0:001c2a
252218at32523	1415176_0:0007c7
252218at32523	1415176_0:0007de
252232at32523	1415176_0:0021df
252338at32523	1415176_0:000d9d
252355at32523	1415176_0:00381b
25257at32523	1415176_0:00306b
252686at32523	1415176_0:002bb6
252709at32523	1415176_0:002078
252712at32523	1415176_0:000c0f
25276at32523	1415176_0:000a50
252776at32523	1415176_0:003fad
253004at32523	1415176_0:0003e7
253018at32523	1415176_0:001113
253018at32523	1415176_0:0052cb
253055at32523	1415176_0:001d4b
253069at32523	1415176_0:000559
253166at32523	1415176_0:00339b
253171at32523	1415176_0:00346c
253171at32523	1415176_0:004609
253206at32523	1415176_0:00262e
253220at32523	1415176_0:001239
253227at32523	1415176_0:001f15
253255at32523	1415176_0:002209
253263at32523	1415176_0:002d4c
253283at32523	1415176_0:0038dc
253405at32523	1415176_0:0030a0
25345at32523	1415176_0:003e16
253461at32523	1415176_0:002154
253461at32523	1415176_0:0031b3
253490at32523	1415176_0:00236b
253493at32523	1415176_0:003396
253504at32523	1415176_0:0027a6
253522at32523	1415176_0:000690
253541at32523	1415176_0:002b23
253557at32523	1415176_0:001555
253565at32523	1415176_0:004fba
253583at32523	1415176_0:002728
253621at32523	1415176_0:00496e
253631at32523	1415176_0:003a8a
253693at32523	1415176_0:0003c0
253752at32523	1415176_0:000bf1
253762at32523	1415176_0:0029ce
253767at32523	1415176_0:002b05
253877at32523	1415176_0:002603
253983at32523	1415176_0:00371d
253993at32523	1415176_0:002ac7
254021at32523	1415176_0:0022bd
254060at32523	1415176_0:003229
254100at32523	1415176_0:001d0f
254179at32523	1415176_0:00372e
254190at32523	1415176_0:002cb3
254239at32523	1415176_0:001e94
254245at32523	1415176_0:001e38
254269at32523	1415176_0:0002a6
254286at32523	1415176_0:003ed8
254360at32523	1415176_0:0013a3
254370at32523	1415176_0:00307b
254389at32523	1415176_0:003054
254390at32523	1415176_0:0009cd
254458at32523	1415176_0:000876
254544at32523	1415176_0:003e65
254638at32523	1415176_0:000626
254666at32523	1415176_0:0002f1
254681at32523	1415176_0:000a9c
254860at32523	1415176_0:004617
254860at32523	1415176_0:004be8
254887at32523	1415176_0:003bfc
254900at32523	1415176_0:0038e5
254990at32523	1415176_0:00331c
255001at32523	1415176_0:00122b
255018at32523	1415176_0:000f68
255079at32523	1415176_0:004618
255079at32523	1415176_0:004664
255194at32523	1415176_0:003b0c
255212at32523	1415176_0:00017c
255229at32523	1415176_0:00017b
255234at32523	1415176_0:0020dd
255236at32523	1415176_0:000208
255336at32523	1415176_0:0018f1
255366at32523	1415176_0:0037b3
255377at32523	1415176_0:00094a
255382at32523	1415176_0:0014d8
255400at32523	1415176_0:001bd9
255474at32523	1415176_0:00145f
255510at32523	1415176_0:003c14
255581at32523	1415176_0:00015e
255601at32523	1415176_0:003788
255663at32523	1415176_0:000903
255664at32523	1415176_0:002fe9
255697at32523	1415176_0:001ac8
255751at32523	1415176_0:003b5a
255791at32523	1415176_0:0009c9
255863at32523	1415176_0:003bb4
255899at32523	1415176_0:0017e1
255899at32523	1415176_0:0017e6
255945at32523	1415176_0:001916
255981at32523	1415176_0:002953
256114at32523	1415176_0:0011fd
256175at32523	1415176_0:003095
256267at32523	1415176_0:0001df
256292at32523	1415176_0:000eb8
256441at32523	1415176_0:003972
256685at32523	1415176_0:000bb9
256738at32523	1415176_0:00279f
256772at32523	1415176_0:0012cd
256818at32523	1415176_0:001a53
256820at32523	1415176_0:003090
256879at32523	1415176_0:002991
257014at32523	1415176_0:00150b
257026at32523	1415176_0:001900
257104at32523	1415176_0:001927
257110at32523	1415176_0:002dc2
257119at32523	1415176_0:002bf6
257320at32523	1415176_0:0018e1
257337at32523	1415176_0:002155
257442at32523	1415176_0:002b6d
257460at32523	1415176_0:00129e
257480at32523	1415176_0:001c96
257488at32523	1415176_0:00212d
25748at32523	1415176_0:000165
257507at32523	1415176_0:004807
257560at32523	1415176_0:001052
257613at32523	1415176_0:003603
257614at32523	1415176_0:000e74
257643at32523	1415176_0:0009c7
257713at32523	1415176_0:003420
257811at32523	1415176_0:00427a
257812at32523	1415176_0:0042ae
257821at32523	1415176_0:0026d1
257936at32523	1415176_0:000ed7
257979at32523	1415176_0:0038ad
258013at32523	1415176_0:0012d0
258116at32523	1415176_0:002576
258205at32523	1415176_0:0018a2
258245at32523	1415176_0:000310
258332at32523	1415176_0:000040
258368at32523	1415176_0:0002f3
25837at32523	1415176_0:001671
258414at32523	1415176_0:003085
258450at32523	1415176_0:000b5b
258486at32523	1415176_0:003461
258495at32523	1415176_0:001b89
258591at32523	1415176_0:001f13
258655at32523	1415176_0:0029d9
258666at32523	1415176_0:0032a2
258710at32523	1415176_0:000fda
258786at32523	1415176_0:003426
258823at32523	1415176_0:000539
258902at32523	1415176_0:003792
258912at32523	1415176_0:001cc7
258987at32523	1415176_0:0032aa
259026at32523	1415176_0:000411
259061at32523	1415176_0:000654
259095at32523	1415176_0:001a79
259127at32523	1415176_0:000457
259170at32523	1415176_0:0020db
259306at32523	1415176_0:000326
259371at32523	1415176_0:003ae7
259403at32523	1415176_0:004731
259445at32523	1415176_0:003c1f
259599at32523	1415176_0:0015ab
259614at32523	1415176_0:0042ce
259622at32523	1415176_0:000144
259647at32523	1415176_0:0019e4
259661at32523	1415176_0:003f92
259694at32523	1415176_0:001008
25975at32523	1415176_0:0032f2
25978at32523	1415176_0:00128d
25979at32523	1415176_0:002c4b
259841at32523	1415176_0:000ffd
259941at32523	1415176_0:0001b9
259941at32523	1415176_0:0001c3
259972at32523	1415176_0:001dfa
2599at32523	1415176_0:000e69
260027at32523	1415176_0:002b02
260048at32523	1415176_0:002aee
260094at32523	1415176_0:00044a
260156at32523	1415176_0:0013d9
260175at32523	1415176_0:0022d1
260322at32523	1415176_0:004432
260323at32523	1415176_0:002a50
260416at32523	1415176_0:0018e8
260464at32523	1415176_0:001c0d
260465at32523	1415176_0:0040f8
260469at32523	1415176_0:0000da
260603at32523	1415176_0:001663
260715at32523	1415176_0:002c86
260778at32523	1415176_0:003977
260781at32523	1415176_0:001510
260825at32523	1415176_0:002f5f
260835at32523	1415176_0:0052dc
260839at32523	1415176_0:0040bc
26094at32523	1415176_0:001d77
261039at32523	1415176_0:0021a8
261194at32523	1415176_0:002f4a
261228at32523	1415176_0:000377
261243at32523	1415176_0:002f29
261311at32523	1415176_0:001d1a
261329at32523	1415176_0:0005d7
261382at32523	1415176_0:000ac7
261486at32523	1415176_0:003c26
261524at32523	1415176_0:001000
261524at32523	1415176_0:00476f
261555at32523	1415176_0:002466
261563at32523	1415176_0:002657
261569at32523	1415176_0:002fae
261584at32523	1415176_0:003559
261659at32523	1415176_0:001cbd
261701at32523	1415176_0:000a41
261704at32523	1415176_0:002473
261747at32523	1415176_0:003d5b
261823at32523	1415176_0:002a69
261858at32523	1415176_0:0019ad
261859at32523	1415176_0:00194c
262014at32523	1415176_0:000fcf
262036at32523	1415176_0:001ecb
262044at32523	1415176_0:0023e6
262058at32523	1415176_0:001ebf
262098at32523	1415176_0:004ba1
262131at32523	1415176_0:000b1f
262158at32523	1415176_0:002eca
262189at32523	1415176_0:001b2b
262245at32523	1415176_0:002788
262265at32523	1415176_0:002175
262363at32523	1415176_0:002527
262382at32523	1415176_0:001bd8
262489at32523	1415176_0:001474
262549at32523	1415176_0:0007af
262601at32523	1415176_0:002b16
262617at32523	1415176_0:003c03
262758at32523	1415176_0:0014cb
262824at32523	1415176_0:000779
262918at32523	1415176_0:003215
263118at32523	1415176_0:0043f4
263172at32523	1415176_0:000431
263200at32523	1415176_0:000ad9
263246at32523	1415176_0:002292
263440at32523	1415176_0:0004cc
263497at32523	1415176_0:001763
263513at32523	1415176_0:0031d0
263553at32523	1415176_0:00062d
263557at32523	1415176_0:001065
263558at32523	1415176_0:001196
263559at32523	1415176_0:000f90
263792at32523	1415176_0:000a56
263818at32523	1415176_0:0011c7
263835at32523	1415176_0:002b09
263856at32523	1415176_0:0002e7
263885at32523	1415176_0:0006af
263902at32523	1415176_0:001c9f
263924at32523	1415176_0:0006e6
263950at32523	1415176_0:000fe9
263953at32523	1415176_0:000062
263986at32523	1415176_0:004865
264039at32523	1415176_0:001eee
264193at32523	1415176_0:001240
264194at32523	1415176_0:000425
264266at32523	1415176_0:002a0d
264296at32523	1415176_0:0025ed
264309at32523	1415176_0:0036dd
264313at32523	1415176_0:002c6d
264332at32523	1415176_0:0047b6
264361at32523	1415176_0:0027cf
264362at32523	1415176_0:00451a
264371at32523	1415176_0:0015f6
264426at32523	1415176_0:0049f5
264450at32523	1415176_0:0021ba
264559at32523	1415176_0:00056d
264604at32523	1415176_0:0027c6
264635at32523	1415176_0:000eaf
264636at32523	1415176_0:003ef0
264646at32523	1415176_0:001435
26466at32523	1415176_0:000607
264730at32523	1415176_0:001553
264741at32523	1415176_0:002aa7
264774at32523	1415176_0:00345a
264784at32523	1415176_0:00388d
264963at32523	1415176_0:0010da
264979at32523	1415176_0:0016dd
265015at32523	1415176_0:000c4f
265063at32523	1415176_0:0024fa
265077at32523	1415176_0:00400c
265128at32523	1415176_0:002b7a
265137at32523	1415176_0:003e2e
265149at32523	1415176_0:003e27
26518at32523	1415176_0:000349
265253at32523	1415176_0:003ba3
265286at32523	1415176_0:002a9a
265292at32523	1415176_0:002e7a
265332at32523	1415176_0:001c38
265352at32523	1415176_0:002380
26562at32523	1415176_0:0026d0
265709at32523	1415176_0:000c45
265709at32523	1415176_0:00453a
265778at32523	1415176_0:000f50
265809at32523	1415176_0:0034fc
265834at32523	1415176_0:00155c
265855at32523	1415176_0:001445
265941at32523	1415176_0:001922
266157at32523	1415176_0:0020b1
266230at32523	1415176_0:003bc4
26625at32523	1415176_0:00027e
26625at32523	1415176_0:0006ad
266438at32523	1415176_0:000d0e
266438at32523	1415176_0:0046f3
26652at32523	1415176_0:0018f4
266540at32523	1415176_0:00176c
266561at32523	1415176_0:001507
266585at32523	1415176_0:001281
266604at32523	1415176_0:0007b0
266661at32523	1415176_0:002b25
266685at32523	1415176_0:00229e
26671at32523	1415176_0:002720
266737at32523	1415176_0:002d27
266836at32523	1415176_0:003ffe
267057at32523	1415176_0:001986
267061at32523	1415176_0:0008db
267079at32523	1415176_0:00035f
267085at32523	1415176_0:00218d
267088at32523	1415176_0:001de1
267119at32523	1415176_0:000b4b
267170at32523	1415176_0:0027ac
267251at32523	1415176_0:0040ce
267377at32523	1415176_0:0033e2
267472at32523	1415176_0:000b3c
267504at32523	1415176_0:003395
267520at32523	1415176_0:00269a
267520at32523	1415176_0:003c4f
267537at32523	1415176_0:002cc1
267545at32523	1415176_0:003b63
267601at32523	1415176_0:001e56
267603at32523	1415176_0:0011f3
267687at32523	1415176_0:003486
267689at32523	1415176_0:001255
267767at32523	1415176_0:002ab1
267847at32523	1415176_0:003aaf
267923at32523	1415176_0:00354f
267926at32523	1415176_0:003cbf
268020at32523	1415176_0:000cfc
268141at32523	1415176_0:003f88
268141at32523	1415176_0:004e47
268208at32523	1415176_0:0011ed
268229at32523	1415176_0:001b3c
268290at32523	1415176_0:0033de
268496at32523	1415176_0:001d86
268617at32523	1415176_0:002b79
268682at32523	1415176_0:00223f
268973at32523	1415176_0:002da6
269039at32523	1415176_0:001d04
269066at32523	1415176_0:0011e7
269108at32523	1415176_0:0030f1
269194at32523	1415176_0:000d04
269220at32523	1415176_0:002243
269391at32523	1415176_0:002ecb
269416at32523	1415176_0:00009b
269416at32523	1415176_0:005164
269451at32523	1415176_0:003ad4
2694at32523	1415176_0:002389
269512at32523	1415176_0:003c30
26955at32523	1415176_0:000809
269631at32523	1415176_0:003e23
269636at32523	1415176_0:002c2b
269649at32523	1415176_0:001140
269666at32523	1415176_0:004b10
269694at32523	1415176_0:0028ad
269746at32523	1415176_0:002435
26974at32523	1415176_0:0041e7
269758at32523	1415176_0:00203d
269797at32523	1415176_0:001f96
269887at32523	1415176_0:00169b
269922at32523	1415176_0:000b3d
269965at32523	1415176_0:000f5a
269984at32523	1415176_0:004220
270003at32523	1415176_0:000043
270073at32523	1415176_0:00273c
270074at32523	1415176_0:00049a
270101at32523	1415176_0:0009c8
270131at32523	1415176_0:001ec2
270131at32523	1415176_0:0043dc
270155at32523	1415176_0:003055
270215at32523	1415176_0:000af0
27030at32523	1415176_0:0008a1
270328at32523	1415176_0:001ad4
270377at32523	1415176_0:000b59
27041at32523	1415176_0:001d11
270448at32523	1415176_0:000588
270511at32523	1415176_0:001e80
270878at32523	1415176_0:0042a3
270902at32523	1415176_0:001155
270904at32523	1415176_0:000200
270918at32523	1415176_0:001679
270931at32523	1415176_0:0002e2
271056at32523	1415176_0:0012fa
271060at32523	1415176_0:00156a
271071at32523	1415176_0:003da4
27117at32523	1415176_0:00152a
271255at32523	1415176_0:004454
271266at32523	1415176_0:00320a
271272at32523	1415176_0:002732
271337at32523	1415176_0:002dd3
271339at32523	1415176_0:0037b2
271350at32523	1415176_0:0002d1
271521at32523	1415176_0:001d9f
271564at32523	1415176_0:0013a4
271569at32523	1415176_0:000605
271603at32523	1415176_0:00352b
271809at32523	1415176_0:0026ac
271984at32523	1415176_0:00042f
272011at32523	1415176_0:000150
272037at32523	1415176_0:002eae
272040at32523	1415176_0:00291d
272098at32523	1415176_0:00052d
