100073at32523	8469_0:000944
238302at32523	8469_0:003f10
238323at32523	8469_0:003336
238400at32523	8469_0:001699
238677at32523	8469_0:0007b0
238690at32523	8469_0:00254a
238757at32523	8469_0:0019e6
238813at32523	8469_0:001057
238821at32523	8469_0:003d16
238826at32523	8469_0:001924
238827at32523	8469_0:001ef1
238843at32523	8469_0:002742
238978at32523	8469_0:001749
239042at32523	8469_0:001959
239130at32523	8469_0:001cd8
239181at32523	8469_0:0029ae
239187at32523	8469_0:000346
239227at32523	8469_0:00219c
239258at32523	8469_0:0007d2
239293at32523	8469_0:001acb
239395at32523	8469_0:000e77
239496at32523	8469_0:001f64
239568at32523	8469_0:0018de
239575at32523	8469_0:0038be
239641at32523	8469_0:0004bd
239729at32523	8469_0:003061
239784at32523	8469_0:0033dd
239803at32523	8469_0:00398d
239933at32523	8469_0:00292f
240061at32523	8469_0:0039b1
240204at32523	8469_0:002a1f
240257at32523	8469_0:000f60
240332at32523	8469_0:000715
240368at32523	8469_0:0031ed
240397at32523	8469_0:002edc
240415at32523	8469_0:002799
240467at32523	8469_0:002e68
240495at32523	8469_0:00325b
240551at32523	8469_0:0016da
240559at32523	8469_0:002b7d
240592at32523	8469_0:0022a7
240612at32523	8469_0:000ee7
240680at32523	8469_0:001100
24068at32523	8469_0:0034d1
240714at32523	8469_0:00076b
240735at32523	8469_0:001ae5
24081at32523	8469_0:002f6f
240915at32523	8469_0:003a3b
240917at32523	8469_0:000f31
240918at32523	8469_0:001091
240937at32523	8469_0:002704
241007at32523	8469_0:0023f6
241165at32523	8469_0:002a82
241231at32523	8469_0:003eed
241247at32523	8469_0:002371
241255at32523	8469_0:0007c9
241282at32523	8469_0:002565
241327at32523	8469_0:003b3e
241385at32523	8469_0:00089a
241443at32523	8469_0:003321
24147at32523	8469_0:002ecd
241495at32523	8469_0:002b76
241551at32523	8469_0:000f0a
241552at32523	8469_0:0038d3
241605at32523	8469_0:00158c
241607at32523	8469_0:001113
241607at32523	8469_0:001b0f
241615at32523	8469_0:000a62
241639at32523	8469_0:001ddf
241651at32523	8469_0:004391
241750at32523	8469_0:002376
241769at32523	8469_0:0009a1
241794at32523	8469_0:000c44
241812at32523	8469_0:0030b3
241876at32523	8469_0:003495
24191at32523	8469_0:001ca1
242028at32523	8469_0:000c75
242032at32523	8469_0:003610
242048at32523	8469_0:003ccb
242089at32523	8469_0:000d7f
242105at32523	8469_0:0008d9
242120at32523	8469_0:0042b2
242152at32523	8469_0:0010a7
242171at32523	8469_0:000c06
242271at32523	8469_0:000f83
242304at32523	8469_0:003706
242341at32523	8469_0:003856
242374at32523	8469_0:000328
242386at32523	8469_0:000cba
242480at32523	8469_0:0022f6
24250at32523	8469_0:0044a6
242564at32523	8469_0:0024e7
242587at32523	8469_0:003847
242599at32523	8469_0:0023a4
242599at32523	8469_0:002d2b
242688at32523	8469_0:0019f0
242750at32523	8469_0:001051
242822at32523	8469_0:003fb0
242911at32523	8469_0:0020f0
24294at32523	8469_0:00248b
242965at32523	8469_0:003dd1
242973at32523	8469_0:002069
243039at32523	8469_0:003183
243068at32523	8469_0:001ca0
243139at32523	8469_0:00453b
243172at32523	8469_0:001e84
243263at32523	8469_0:00344e
243330at32523	8469_0:0028e6
243357at32523	8469_0:000910
243385at32523	8469_0:0022b8
24340at32523	8469_0:001644
243426at32523	8469_0:00167b
243433at32523	8469_0:00314a
24343at32523	8469_0:00279b
243491at32523	8469_0:003033
243504at32523	8469_0:001b54
243556at32523	8469_0:00204a
243669at32523	8469_0:003e7b
243717at32523	8469_0:002bdd
243842at32523	8469_0:002ebb
244088at32523	8469_0:0018f9
244174at32523	8469_0:001db0
244465at32523	8469_0:003d15
244490at32523	8469_0:0002c1
244490at32523	8469_0:0002d1
244547at32523	8469_0:000d20
244680at32523	8469_0:000017
244751at32523	8469_0:002cc0
244874at32523	8469_0:0037ff
244937at32523	8469_0:000911
244942at32523	8469_0:000d0e
244942at32523	8469_0:0035fd
245015at32523	8469_0:0000ba
245059at32523	8469_0:000936
245069at32523	8469_0:000696
245153at32523	8469_0:0034e3
245290at32523	8469_0:003fb5
245334at32523	8469_0:0000f7
245369at32523	8469_0:0032cc
245380at32523	8469_0:00021f
245388at32523	8469_0:0014d8
245454at32523	8469_0:002661
245466at32523	8469_0:001022
245583at32523	8469_0:0020a0
24568at32523	8469_0:001ce4
245732at32523	8469_0:000d1e
245752at32523	8469_0:003768
245795at32523	8469_0:00019f
245810at32523	8469_0:00026b
245918at32523	8469_0:001660
245997at32523	8469_0:001cb1
246229at32523	8469_0:0019eb
246274at32523	8469_0:002238
246399at32523	8469_0:000a21
246490at32523	8469_0:003c8a
246493at32523	8469_0:002834
24654at32523	8469_0:002a07
24655at32523	8469_0:000912
246589at32523	8469_0:00229a
246636at32523	8469_0:001d8e
246738at32523	8469_0:000d82
246864at32523	8469_0:002b79
246867at32523	8469_0:001ed7
246874at32523	8469_0:002a70
247062at32523	8469_0:0022cd
247071at32523	8469_0:002cc8
247289at32523	8469_0:00048b
247336at32523	8469_0:002aec
247435at32523	8469_0:004222
247446at32523	8469_0:0016a9
247461at32523	8469_0:000025
247474at32523	8469_0:001159
247491at32523	8469_0:001bbe
247494at32523	8469_0:002072
247498at32523	8469_0:001079
247599at32523	8469_0:001765
247638at32523	8469_0:000eef
247662at32523	8469_0:001e32
247680at32523	8469_0:00165b
247784at32523	8469_0:0029a0
247795at32523	8469_0:00451a
24779at32523	8469_0:002e6e
247890at32523	8469_0:0026a8
247934at32523	8469_0:001042
247942at32523	8469_0:0023e4
247970at32523	8469_0:0012a5
248028at32523	8469_0:000fb2
248117at32523	8469_0:000b81
248181at32523	8469_0:001885
248186at32523	8469_0:002023
248205at32523	8469_0:002597
248210at32523	8469_0:001bd8
248216at32523	8469_0:002678
248283at32523	8469_0:002ae1
248360at32523	8469_0:001429
248360at32523	8469_0:003f55
248464at32523	8469_0:002304
248597at32523	8469_0:000d2a
248684at32523	8469_0:00345c
248708at32523	8469_0:003104
24887at32523	8469_0:0009ff
248911at32523	8469_0:0004c8
248987at32523	8469_0:0017dd
249062at32523	8469_0:00028a
249069at32523	8469_0:003ced
249113at32523	8469_0:00277d
249160at32523	8469_0:003852
249219at32523	8469_0:00198e
249252at32523	8469_0:002fa6
249321at32523	8469_0:003873
249327at32523	8469_0:003ad3
249342at32523	8469_0:000427
249342at32523	8469_0:00311f
249397at32523	8469_0:000627
249407at32523	8469_0:00109b
249555at32523	8469_0:000552
249574at32523	8469_0:000249
249581at32523	8469_0:00422a
249612at32523	8469_0:0026d4
249661at32523	8469_0:00327d
249702at32523	8469_0:002e48
24974at32523	8469_0:002915
249802at32523	8469_0:002e91
250096at32523	8469_0:000aad
250210at32523	8469_0:000a30
250302at32523	8469_0:002900
250310at32523	8469_0:0012e2
250327at32523	8469_0:001c41
250362at32523	8469_0:001049
250470at32523	8469_0:001b75
250477at32523	8469_0:000092
250539at32523	8469_0:003824
250555at32523	8469_0:001fce
250566at32523	8469_0:00083c
250566at32523	8469_0:000846
250574at32523	8469_0:001f16
250587at32523	8469_0:00191b
25058at32523	8469_0:002a91
250601at32523	8469_0:0042e8
250611at32523	8469_0:0028ad
250658at32523	8469_0:003de7
250688at32523	8469_0:002df5
250834at32523	8469_0:001dee
250844at32523	8469_0:000ba9
250880at32523	8469_0:001232
250950at32523	8469_0:00270f
250976at32523	8469_0:0027aa
25102at32523	8469_0:00041a
251071at32523	8469_0:000ae3
251071at32523	8469_0:000d64
251133at32523	8469_0:002f24
251159at32523	8469_0:003627
251245at32523	8469_0:001804
25134at32523	8469_0:000201
25136at32523	8469_0:001728
251416at32523	8469_0:00205f
251531at32523	8469_0:0028d3
251585at32523	8469_0:001576
251673at32523	8469_0:002248
251675at32523	8469_0:003486
251699at32523	8469_0:0015bb
251750at32523	8469_0:0025b0
251796at32523	8469_0:000282
251854at32523	8469_0:001cd4
251873at32523	8469_0:003eb4
251875at32523	8469_0:000a55
251946at32523	8469_0:002cc3
251956at32523	8469_0:003edc
252011at32523	8469_0:001f92
252035at32523	8469_0:00129f
252113at32523	8469_0:002168
252117at32523	8469_0:0038dc
252143at32523	8469_0:0030a3
252218at32523	8469_0:003440
252232at32523	8469_0:000419
252338at32523	8469_0:0020e2
252355at32523	8469_0:0032b6
25257at32523	8469_0:002c2f
252686at32523	8469_0:000c37
252709at32523	8469_0:001ae0
252712at32523	8469_0:001ec3
25276at32523	8469_0:00079f
252776at32523	8469_0:002f1c
253004at32523	8469_0:000562
253018at32523	8469_0:00340d
253055at32523	8469_0:002085
253069at32523	8469_0:00384e
253166at32523	8469_0:001cdc
253171at32523	8469_0:000b85
253206at32523	8469_0:00000c
253220at32523	8469_0:0019ef
253227at32523	8469_0:0000f5
253255at32523	8469_0:001f61
253263at32523	8469_0:001e86
253283at32523	8469_0:00299f
253405at32523	8469_0:002cb5
25345at32523	8469_0:0027ea
253461at32523	8469_0:002b19
253490at32523	8469_0:0009dd
253493at32523	8469_0:001d0e
253504at32523	8469_0:003272
253522at32523	8469_0:000e0a
253541at32523	8469_0:001117
253557at32523	8469_0:003166
253565at32523	8469_0:003206
253583at32523	8469_0:0027fa
253621at32523	8469_0:003587
253631at32523	8469_0:00222e
253693at32523	8469_0:00270e
253752at32523	8469_0:00439f
253762at32523	8469_0:003343
253767at32523	8469_0:00445a
253877at32523	8469_0:0044e9
253983at32523	8469_0:0009c9
253993at32523	8469_0:001b9c
254021at32523	8469_0:001ff6
254060at32523	8469_0:001453
254079at32523	8469_0:003a48
254100at32523	8469_0:000513
254179at32523	8469_0:0015d9
254190at32523	8469_0:000a90
254236at32523	8469_0:0039a7
254239at32523	8469_0:001bc4
254245at32523	8469_0:001738
254269at32523	8469_0:000059
254286at32523	8469_0:003076
254360at32523	8469_0:0026d9
254370at32523	8469_0:000ab0
254370at32523	8469_0:003581
254389at32523	8469_0:000dae
254390at32523	8469_0:0015a3
254458at32523	8469_0:0008f2
254544at32523	8469_0:003b2b
254634at32523	8469_0:00174a
254638at32523	8469_0:00080f
254666at32523	8469_0:003843
254681at32523	8469_0:001f94
254860at32523	8469_0:0027c5
254887at32523	8469_0:003733
254900at32523	8469_0:00298a
254990at32523	8469_0:001af3
255001at32523	8469_0:0000e7
255018at32523	8469_0:0014f0
255079at32523	8469_0:000700
255194at32523	8469_0:003ece
255212at32523	8469_0:0019d8
255229at32523	8469_0:0019fc
255234at32523	8469_0:0025c3
255236at32523	8469_0:002d36
255336at32523	8469_0:0002c0
255366at32523	8469_0:001422
255377at32523	8469_0:001cfc
255382at32523	8469_0:003b2f
255400at32523	8469_0:000b2b
255474at32523	8469_0:0006c9
255510at32523	8469_0:002ff1
255581at32523	8469_0:0006a8
255601at32523	8469_0:002ac4
255663at32523	8469_0:0037ce
255664at32523	8469_0:00230f
255687at32523	8469_0:002150
255697at32523	8469_0:002c4d
255751at32523	8469_0:000abb
255791at32523	8469_0:000026
255863at32523	8469_0:001ddb
255899at32523	8469_0:002b94
255945at32523	8469_0:000e98
255981at32523	8469_0:003cbd
256114at32523	8469_0:002c3a
256175at32523	8469_0:001e22
256220at32523	8469_0:000248
256267at32523	8469_0:002672
256292at32523	8469_0:004277
256441at32523	8469_0:00305c
256685at32523	8469_0:0044f3
256738at32523	8469_0:0018da
256772at32523	8469_0:00429b
256818at32523	8469_0:001d76
256820at32523	8469_0:003abf
256879at32523	8469_0:001a8e
257014at32523	8469_0:000619
257026at32523	8469_0:0002ca
257104at32523	8469_0:0015c6
257110at32523	8469_0:001d45
257119at32523	8469_0:000bec
257320at32523	8469_0:0042dc
257337at32523	8469_0:002af3
257442at32523	8469_0:0038d4
257460at32523	8469_0:000b2e
257480at32523	8469_0:0039da
257488at32523	8469_0:003b36
25748at32523	8469_0:00068c
257507at32523	8469_0:00182d
257560at32523	8469_0:0032f6
257613at32523	8469_0:0025cc
257614at32523	8469_0:002350
257643at32523	8469_0:001333
257713at32523	8469_0:001b84
257811at32523	8469_0:0031c5
257812at32523	8469_0:001a86
257821at32523	8469_0:001cad
257936at32523	8469_0:00034e
257979at32523	8469_0:002bc0
258013at32523	8469_0:004260
258116at32523	8469_0:00103f
258205at32523	8469_0:0033d4
258245at32523	8469_0:001261
258332at32523	8469_0:000dde
258368at32523	8469_0:00383e
25837at32523	8469_0:000c89
258414at32523	8469_0:001e25
258450at32523	8469_0:00169c
258486at32523	8469_0:002359
258495at32523	8469_0:001f9e
258591at32523	8469_0:0000f3
258655at32523	8469_0:002cfd
258666at32523	8469_0:001009
258710at32523	8469_0:0013b1
258786at32523	8469_0:002ad0
258823at32523	8469_0:000e82
258902at32523	8469_0:0044de
258912at32523	8469_0:00048a
258987at32523	8469_0:00100a
259026at32523	8469_0:0012db
259061at32523	8469_0:003933
259095at32523	8469_0:001dac
259127at32523	8469_0:00239b
259170at32523	8469_0:0025b7
259306at32523	8469_0:003089
259371at32523	8469_0:00207b
259371at32523	8469_0:004532
259403at32523	8469_0:0013ae
259445at32523	8469_0:001eef
259599at32523	8469_0:003ea1
259614at32523	8469_0:00432b
259622at32523	8469_0:0031b2
259647at32523	8469_0:003a9e
259661at32523	8469_0:002b36
259694at32523	8469_0:0013b4
25975at32523	8469_0:001e21
25978at32523	8469_0:000b26
25979at32523	8469_0:000dea
259841at32523	8469_0:001395
259941at32523	8469_0:000f7a
259972at32523	8469_0:000f3a
2599at32523	8469_0:0011b9
260027at32523	8469_0:0012bd
260048at32523	8469_0:00364a
260094at32523	8469_0:002397
260156at32523	8469_0:001eaa
260175at32523	8469_0:0029fd
260322at32523	8469_0:001b7b
260323at32523	8469_0:000a48
260366at32523	8469_0:0001dd
260416at32523	8469_0:0002b5
260464at32523	8469_0:001832
260465at32523	8469_0:00146a
260469at32523	8469_0:003351
260603at32523	8469_0:002571
260715at32523	8469_0:002eb9
260778at32523	8469_0:0022e1
260781at32523	8469_0:000640
260825at32523	8469_0:0004df
260835at32523	8469_0:0013a3
260835at32523	8469_0:0013b5
260839at32523	8469_0:002c7c
26094at32523	8469_0:0020bb
261039at32523	8469_0:0026a7
261194at32523	8469_0:001d10
261228at32523	8469_0:000bda
261243at32523	8469_0:003a79
261311at32523	8469_0:003481
261329at32523	8469_0:003feb
261382at32523	8469_0:0035f7
261486at32523	8469_0:0029b4
261524at32523	8469_0:0013f1
261524at32523	8469_0:001915
261555at32523	8469_0:002479
261563at32523	8469_0:0001ff
261569at32523	8469_0:00042a
261584at32523	8469_0:00092e
261659at32523	8469_0:0003b4
261701at32523	8469_0:00078a
261704at32523	8469_0:00110b
261747at32523	8469_0:002b01
261823at32523	8469_0:0036af
261858at32523	8469_0:00081c
261859at32523	8469_0:003c13
262005at32523	8469_0:002f5c
262014at32523	8469_0:0013a8
262036at32523	8469_0:0010a1
262044at32523	8469_0:00210e
262058at32523	8469_0:00225b
262098at32523	8469_0:003374
262131at32523	8469_0:002766
262158at32523	8469_0:00435c
262189at32523	8469_0:0038fa
262245at32523	8469_0:0005a7
262265at32523	8469_0:0000d7
262363at32523	8469_0:003260
262382at32523	8469_0:000b2a
262446at32523	8469_0:002862
262489at32523	8469_0:0008ed
262549at32523	8469_0:0035af
262601at32523	8469_0:00250f
262617at32523	8469_0:0041f0
262758at32523	8469_0:0037f4
262824at32523	8469_0:001240
262918at32523	8469_0:002f7e
263118at32523	8469_0:00418c
263137at32523	8469_0:001006
263172at32523	8469_0:00108c
263200at32523	8469_0:004206
263246at32523	8469_0:002867
263440at32523	8469_0:000872
263497at32523	8469_0:0042e1
263513at32523	8469_0:002ef2
263531at32523	8469_0:0031d6
263553at32523	8469_0:000831
263557at32523	8469_0:0013c1
263558at32523	8469_0:002779
263559at32523	8469_0:002b71
263792at32523	8469_0:00079a
263818at32523	8469_0:002523
263835at32523	8469_0:00445f
263856at32523	8469_0:003863
263885at32523	8469_0:000cc3
263902at32523	8469_0:0039e2
263924at32523	8469_0:001c02
263950at32523	8469_0:0013ec
263953at32523	8469_0:000e26
263986at32523	8469_0:002a94
263986at32523	8469_0:003c06
264039at32523	8469_0:0037e4
264193at32523	8469_0:000ee1
264194at32523	8469_0:0012da
264266at32523	8469_0:00440f
264296at32523	8469_0:0027e3
264309at32523	8469_0:001930
264313at32523	8469_0:00024a
264332at32523	8469_0:00244e
264354at32523	8469_0:003814
264361at32523	8469_0:002eb4
264362at32523	8469_0:003eff
264371at32523	8469_0:0018f6
264426at32523	8469_0:0004b5
264450at32523	8469_0:0016fa
264559at32523	8469_0:001f50
264604at32523	8469_0:00272b
264635at32523	8469_0:004275
264636at32523	8469_0:002286
264646at32523	8469_0:003132
26466at32523	8469_0:001674
264730at32523	8469_0:003155
264741at32523	8469_0:002351
264774at32523	8469_0:001c7f
264784at32523	8469_0:00090f
264963at32523	8469_0:003179
264979at32523	8469_0:001fe1
265015at32523	8469_0:002bbe
265063at32523	8469_0:0003ae
265077at32523	8469_0:0014aa
265128at32523	8469_0:0009d5
265137at32523	8469_0:004143
265149at32523	8469_0:0017b1
265149at32523	8469_0:004167
26518at32523	8469_0:001578
265253at32523	8469_0:0028b5
265286at32523	8469_0:004031
265292at32523	8469_0:000745
265332at32523	8469_0:00075f
265352at32523	8469_0:00233e
26562at32523	8469_0:001d21
265709at32523	8469_0:00113f
265778at32523	8469_0:0014ed
265809at32523	8469_0:000cd6
265834at32523	8469_0:001121
265855at32523	8469_0:004078
265941at32523	8469_0:0015c0
266157at32523	8469_0:003d9d
266230at32523	8469_0:00282f
26625at32523	8469_0:000f4a
266438at32523	8469_0:00129a
266457at32523	8469_0:00316c
26652at32523	8469_0:0002d9
266540at32523	8469_0:0014ee
266561at32523	8469_0:000639
266585at32523	8469_0:000b29
266604at32523	8469_0:0035a9
266661at32523	8469_0:001116
266685at32523	8469_0:001b9b
266711at32523	8469_0:002f8c
26671at32523	8469_0:0021e5
266737at32523	8469_0:000a2f
266836at32523	8469_0:001300
267057at32523	8469_0:0021b9
267061at32523	8469_0:002dc5
267079at32523	8469_0:00386e
267085at32523	8469_0:0023a9
267088at32523	8469_0:001058
267119at32523	8469_0:0016ab
267170at32523	8469_0:00244d
267251at32523	8469_0:001ee8
267377at32523	8469_0:0014af
267472at32523	8469_0:0030e2
267504at32523	8469_0:001cd6
267520at32523	8469_0:00153e
267537at32523	8469_0:0029ba
267545at32523	8469_0:001c56
267601at32523	8469_0:001f78
267603at32523	8469_0:003e1b
267687at32523	8469_0:001ace
267689at32523	8469_0:0042a8
267767at32523	8469_0:002d78
267847at32523	8469_0:001a28
267923at32523	8469_0:0033aa
267924at32523	8469_0:004325
267926at32523	8469_0:001b09
268020at32523	8469_0:001600
268141at32523	8469_0:004514
268208at32523	8469_0:002fe7
268229at32523	8469_0:002619
268290at32523	8469_0:0019a2
268496at32523	8469_0:00209f
268617at32523	8469_0:0009de
268682at32523	8469_0:000d8b
268973at32523	8469_0:001e62
269039at32523	8469_0:000516
269066at32523	8469_0:0044cc
269108at32523	8469_0:001ca8
269194at32523	8469_0:002b9c
269220at32523	8469_0:00238d
269391at32523	8469_0:00436b
269416at32523	8469_0:002f82
269451at32523	8469_0:002601
2694at32523	8469_0:002a80
269512at32523	8469_0:0026eb
26955at32523	8469_0:00079d
269631at32523	8469_0:0025bc
269636at32523	8469_0:003a3a
269649at32523	8469_0:003dd2
269666at32523	8469_0:001ae2
269694at32523	8469_0:003ab6
269746at32523	8469_0:003f24
26974at32523	8469_0:00026e
269758at32523	8469_0:003510
269797at32523	8469_0:0029e7
269887at32523	8469_0:001bd6
269922at32523	8469_0:0030cf
269965at32523	8469_0:0014e3
269984at32523	8469_0:000633
270003at32523	8469_0:001b4f
270073at32523	8469_0:001ff4
270074at32523	8469_0:001318
270101at32523	8469_0:001338
270131at32523	8469_0:003d14
270155at32523	8469_0:000da2
270215at32523	8469_0:00420a
27030at32523	8469_0:003aef
270328at32523	8469_0:00249a
270377at32523	8469_0:001a51
27041at32523	8469_0:000540
270448at32523	8469_0:001c09
270463at32523	8469_0:002d25
270511at32523	8469_0:002881
270878at32523	8469_0:0006e5
270902at32523	8469_0:003aa8
270904at32523	8469_0:004252
270918at32523	8469_0:001bfa
270931at32523	8469_0:00015f
271056at32523	8469_0:0025a8
271060at32523	8469_0:003d4e
271071at32523	8469_0:002905
27117at32523	8469_0:003c09
271184at32523	8469_0:0025a7
271255at32523	8469_0:0010dd
271266at32523	8469_0:003ff0
271272at32523	8469_0:002db1
271337at32523	8469_0:00151d
271339at32523	8469_0:00141a
271350at32523	8469_0:000bd3
271521at32523	8469_0:003376
271564at32523	8469_0:0026d3
271569at32523	8469_0:00166f
271603at32523	8469_0:002291
271809at32523	8469_0:000679
271984at32523	8469_0:00105b
272011at32523	8469_0:00066d
272037at32523	8469_0:001a34
272040at32523	8469_0:0005dc
272098at32523	8469_0:000e92
272134at32523	8469_0:000131
272286at32523	8469_0:0025c9
272294at32523	8469_0:003c08
272303at32523	8469_0:00340a
272313at32523	8469_0:0034b9
272339at32523	8469_0:002f43
272384at32523	8469_0:003e22
272493at32523	8469_0:000f1a
272583at32523	8469_0:002a0b
272864at32523	8469_0:004310
27287at32523	8469_0:0001a2
272959at32523	8469_0:00443b
272967at32523	8469_0:0027c1
272975at32523	8469_0:000a1e
273024at32523	8469_0:003c20
273025at32523	8469_0:002b4a
273183at32523	8469_0:002406
273232at32523	8469_0:001852
273260at32523	8469_0:004090
273391at32523	8469_0:0015e0
273398at32523	8469_0:0014fc
273404at32523	8469_0:0009c4
273428at32523	8469_0:00451d
273453at32523	8469_0:0030e8
273458at32523	8469_0:000d59
273481at32523	8469_0:002d1b
273519at32523	8469_0:0007d5
273570at32523	8469_0:00201e
273646at32523	8469_0:0005b3
27372at32523	8469_0:004415
273874at32523	8469_0:001744
274027at32523	8469_0:002588
274291at32523	8469_0:003c0e
274390at32523	8469_0:00139e
274506at32523	8469_0:002e52
274527at32523	8469_0:002aea
274796at32523	8469_0:001bf2
274833at32523	8469_0:0023aa
27485at32523	8469_0:001946
274866at32523	8469_0:001cc6
274890at32523	8469_0:002a3b
275101at32523	8469_0:003a8e
275198at32523	8469_0:000b22
275311at32523	8469_0:0037fe
275401at32523	8469_0:004215
275418at32523	8469_0:002f8b
275471at32523	8469_0:00312c
275532at32523	8469_0:003fe9
275814at32523	8469_0:001aa1
275832at32523	8469_0:001bb9
275846at32523	8469_0:001f66
275885at32523	8469_0:003e5a
27592at32523	8469_0:0004b9
27597at32523	8469_0:0011ce
276024at32523	8469_0:002836
276026at32523	8469_0:0007bd
276061at32523	8469_0:000655
276072at32523	8469_0:000d72
276098at32523	8469_0:001eea
276179at32523	8469_0:000f03
276192at32523	8469_0:0024c3
276267at32523	8469_0:0032b5
27629at32523	8469_0:000db0
2762at32523	8469_0:002208
276322at32523	8469_0:000e94
276378at32523	8469_0:00272c
276492at32523	8469_0:001bd9
27657at32523	8469_0:001a77
276695at32523	8469_0:0034b1
276699at32523	8469_0:0000d6
27670at32523	8469_0:00007f
276880at32523	8469_0:0023a8
276957at32523	8469_0:0002b0
276964at32523	8469_0:0015b1
277011at32523	8469_0:001c40
277370at32523	8469_0:00441d
277398at32523	8469_0:0007b8
277442at32523	8469_0:0000fd
277527at32523	8469_0:00373a
277530at32523	8469_0:001010
277586at32523	8469_0:001680
277625at32523	8469_0:0014ac
277691at32523	8469_0:0003b7
277695at32523	8469_0:00115e
277704at32523	8469_0:001aa2
277765at32523	8469_0:001d9a
277814at32523	8469_0:003432
277814at32523	8469_0:003437
277821at32523	8469_0:002ee7
277856at32523	8469_0:0012a8
277865at32523	8469_0:000bd4
277935at32523	8469_0:0012ba
277953at32523	8469_0:00027d
27802at32523	8469_0:0005c0
278042at32523	8469_0:003db1
278087at32523	8469_0:002404
278185at32523	8469_0:0000f1
278190at32523	8469_0:002109
278259at32523	8469_0:0015e2
278260at32523	8469_0:000ce6
278412at32523	8469_0:003942
278445at32523	8469_0:0007a0
278452at32523	8469_0:001407
278501at32523	8469_0:0033c7
278518at32523	8469_0:0042aa
278634at32523	8469_0:002273
27867at32523	8469_0:000a4c
278960at32523	8469_0:0033c8
278988at32523	8469_0:0012cb
278997at32523	8469_0:002d13
279005at32523	8469_0:001126
279020at32523	8469_0:0005a9
279033at32523	8469_0:0013ea
279181at32523	8469_0:00280a
27920at32523	8469_0:003821
27927at32523	8469_0:002f70
279351at32523	8469_0:003d22
279422at32523	8469_0:003a4d
279423at32523	8469_0:00408a
279464at32523	8469_0:003e1f
279478at32523	8469_0:001e66
279628at32523	8469_0:0022bb
279673at32523	8469_0:002ed0
279697at32523	8469_0:002aca
279702at32523	8469_0:000636
279708at32523	8469_0:00091e
279714at32523	8469_0:002fc9
279818at32523	8469_0:002ab6
279857at32523	8469_0:00047a
279891at32523	8469_0:002cbb
279945at32523	8469_0:002590
279957at32523	8469_0:00161a
280121at32523	8469_0:001136
280161at32523	8469_0:0018db
280182at32523	8469_0:001715
28018at32523	8469_0:000659
280269at32523	8469_0:0016e7
280279at32523	8469_0:00138a
280313at32523	8469_0:001d18
280319at32523	8469_0:0034c3
280322at32523	8469_0:0022da
280348at32523	8469_0:002185
280357at32523	8469_0:0034c2
280382at32523	8469_0:00113b
280387at32523	8469_0:00179a
280394at32523	8469_0:0007e9
28063at32523	8469_0:000c32
280714at32523	8469_0:003904
280763at32523	8469_0:0015c2
280777at32523	8469_0:00138c
280809at32523	8469_0:001a00
280929at32523	8469_0:003dfa
280931at32523	8469_0:001ebf
280967at32523	8469_0:002517
280967at32523	8469_0:002ee9
280970at32523	8469_0:000626
28097at32523	8469_0:002630
281170at32523	8469_0:004536
281186at32523	8469_0:002b25
281238at32523	8469_0:002a6f
281334at32523	8469_0:00422e
28139at32523	8469_0:001c2f
281414at32523	8469_0:002fa2
28142at32523	8469_0:001a4f
281544at32523	8469_0:0029ca
28154at32523	8469_0:00067b
281563at32523	8469_0:00133d
281633at32523	8469_0:0021a8
281645at32523	8469_0:0001cc
281656at32523	8469_0:00105a
281663at32523	8469_0:001817
281797at32523	8469_0:003108
281823at32523	8469_0:001918
281830at32523	8469_0:001f2f
282226at32523	8469_0:00328a
282358at32523	8469_0:001189
282363at32523	8469_0:000942
282396at32523	8469_0:0017da
282407at32523	8469_0:0020ec
282456at32523	8469_0:002198
282478at32523	8469_0:0015be
282501at32523	8469_0:003ac8
282515at32523	8469_0:000cff
282571at32523	8469_0:0005ac
282663at32523	8469_0:001e8d
282669at32523	8469_0:002da1
282804at32523	8469_0:0017ab
282826at32523	8469_0:001e2d
282898at32523	8469_0:003ebe
282905at32523	8469_0:002fae
282917at32523	8469_0:001030
282956at32523	8469_0:003fbd
282964at32523	8469_0:000bcb
283086at32523	8469_0:0037cc
283138at32523	8469_0:00060c
283153at32523	8469_0:001f8d
283164at32523	8469_0:0020f4
283167at32523	8469_0:000c17
283327at32523	8469_0:000147
283371at32523	8469_0:003a5d
283389at32523	8469_0:001d27
2833at32523	8469_0:000728
283406at32523	8469_0:0029bc
283461at32523	8469_0:0034a1
283521at32523	8469_0:0041d1
283541at32523	8469_0:0026d6
283568at32523	8469_0:002d65
283606at32523	8469_0:0039e7
283636at32523	8469_0:001ed3
283638at32523	8469_0:0028eb
283660at32523	8469_0:003c63
283671at32523	8469_0:0034b5
283734at32523	8469_0:002172
283748at32523	8469_0:0027de
283757at32523	8469_0:000308
283776at32523	8469_0:003680
283782at32523	8469_0:00218d
283801at32523	8469_0:00111e
283815at32523	8469_0:001242
283853at32523	8469_0:002611
283967at32523	8469_0:000cfe
283973at32523	8469_0:001f7e
284004at32523	8469_0:00023c
284008at32523	8469_0:003a46
28404at32523	8469_0:00313e
284081at32523	8469_0:000410
284167at32523	8469_0:000e93
28417at32523	8469_0:0040c4
284317at32523	8469_0:002ec6
284319at32523	8469_0:0020d4
284331at32523	8469_0:003e19
