gene_name	KO	thrshld	score	E-value KO definition
8478_0:0047c5	K25752	148.8	485.2	3.9e-146 zona pellucida-binding protein
8478_0:0047c7	K09303	199.03	535.3	1.1e-160 homeobox protein HoxA/B/D3
8478_0:0047c8	K26259	189.87	747	5.8e-225 elongin BC and Polycomb repressive complex 2-associated protein
8478_0:0047c9	K10285	861.27	1080.3	0 F-box and leucine-rich repeat protein 19
8478_0:0047ca	K16658	431.7	497.3	7.5e-150 neurexophilin-3
8478_0:0047cb	K07604	322.07	570.4	2.2e-171 type I keratin, acidic
8478_0:0047cc	K10321	117.77	775.4	6.7e-234 F-box protein 47
8478_0:0047cd	K06482	1202.83	1741	0 integrin alpha 3
8478_0:0047ce	K02128	94.43	274.4	3.4e-82 F-type H+-transporting ATPase subunit c
8478_0:0047cf	K14293	228.5	1504.8	0 importin subunit beta-1
8478_0:0047d0	K25605	60.73	161.3	1.3e-47 B-cell CLL/lymphoma 7 protein
8478_0:0047d1	K15275	304.1	560	8.4e-169 solute carrier family 35 (UDP-galactose transporter), member B1
8478_0:0047d2	K07604	322.07	738.3	3.5e-222 type I keratin, acidic
8478_0:0047d3	K07604	322.07	686.5	1.6e-206 type I keratin, acidic
8478_0:0047d4	K13163	143.9	518.6	8.6e-156 male-specific lethal 1
8478_0:0047d5	K10056	1242.07	1425.4	0 junction plakoglobin
8478_0:0047d6	K09301	165.4	346.4	1.1e-103 homeobox protein HoxA/B/D1
8478_0:0047d7	K11363	45.5	553.7	8.5e-167 SAGA-associated factor 11
8478_0:0047d9	K03108	120.23	978.7	7.5e-295 signal recognition particle subunit SRP72
8478_0:0047da	K03010	1410.5	2508	0 DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6]
8478_0:0047db	K28212	65.33	235.2	2e-70 OB-RGRP/VPS55 family protein
8478_0:0047dc	K19832	226.1	955.1	6.6e-288 nitric oxide-associated protein 1
8478_0:0047dd	K04594	2299.63	3022.5	0 adhesion G protein-coupled receptor L3
8478_0:0047de	K26410	104.17	447.9	1.7e-134 store-operated calcium entry-associated regulatory factor
8478_0:0047df	K07957	248.9	369.9	4e-111 ADP-ribosylation factor-like protein 9
8478_0:0047e0	K09222	274.33	1224.4	0 RE1-silencing transcription factor
8478_0:0047e1	K15361	231.6	1188.6	0 WD repeat-containing protein 48
8478_0:0047e2	K24744	259.67	926.2	1.4e-279 WD repeat-containing protein 37
8478_0:0047e3	K06560	1042.03	1296.2	0 mannose receptor, C type
8478_0:0047e4	K17583	214.73	979.8	5.1e-295 nucleolar MIF4G domain-containing protein 1
8478_0:0047e6	K06560	1042.03	1672.1	0 mannose receptor, C type
8478_0:0047e7	K24198	244.57	290.6	4.6e-87 sperm acrosome membrane-associated protein 3
8478_0:0047e7	K25707	247.5	272.7	1.7e-81 lysozyme [EC:3.2.1.17]
8478_0:0047e7	K13915	186.9	225.5	2.9e-67 lysozyme C [EC:3.2.1.17]
8478_0:0047e8	K07817	276.87	1302.8	0 receptor-type tyrosine-protein phosphatase N [EC:3.1.3.48]
8478_0:0047e9	K09275	83.4	719.4	8.4e-217 transcription factor CP2 and related proteins
8478_0:0047ea	K09073	178.73	323.7	5.1e-97 pancreas-specific transcription factor 1a
8478_0:0047eb	K09521	141.27	889.4	4.6e-268 DnaJ homolog subfamily C member 1
8478_0:0047ec	K16309	336.07	1004.7	1.3e-302 serine/threonine-protein kinase greatwall [EC:2.7.11.36]
8478_0:0047ed	K04579	675.83	767.8	1.2e-231 corticotropin releasing hormone receptor 2
8478_0:0047ee	K24178	2037	2492.7	0 tetratricopeptide repeat protein 21A
8478_0:0047ef	K04415	467.6	999.5	1.4e-301 mitogen-activated protein kinase kinase kinase 8 [EC:2.7.11.25]
8478_0:0047f0	K00710	93.6	743.8	9.3e-224 polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]
8478_0:0047f1	K04863	849.2	907.5	1.8e-273 voltage-dependent calcium channel beta-2
8478_0:0047f2	K23218	370.83	909.7	3.1e-274 zinc finger MYND domain-containing protein 11
8478_0:0047f3	K23027	359.47	776.4	9.6e-234 myocilin
8478_0:0047f4	K26797	111.6	489.7	2.6e-147 golgi reassembly-stacking protein
8478_0:0047f5	K05857	882.3	1128.8	0 phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]
8478_0:0047f6	K00854	313.73	745.1	2.4e-224 xylulokinase [EC:2.7.1.17]
8478_0:0047f7	K25548	291	2593.1	0 deleted in lung and esophageal cancer protein 1
8478_0:0047f8	K06560	1042.03	1769.6	0 mannose receptor, C type
8478_0:0047f9	K27905	173.1	733.5	8.9e-221 cyclin Y
8478_0:0047fa	K21803	251.73	422.9	2.6e-127 EEF1A lysine methyltransferase 3 [EC:2.1.1.-]
8478_0:0047fb	K06972	329.27	1679	0 presequence protease [EC:3.4.24.-]
8478_0:0047fc	K14972	184.5	1143.7	0 PAX-interacting protein 1
8478_0:0047fd	K15731	265.47	451.6	8.4e-136 carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
8478_0:0047ff	K04161	351.47	710	4.4e-214 5-hydroxytryptamine receptor 5
8478_0:004800	K09052	410.6	472.8	2.2e-142 cAMP response element modulator
8478_0:004801	K00710	93.6	356.7	1e-106 polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]
8478_0:004802	K08834	996	2226.2	0 myosin III [EC:2.7.11.1]
8478_0:004803	K13596	937.2	1138.2	0 activin receptor type-2B [EC:2.7.11.30]
8478_0:004803	K04670	851.9	864.1	1.3e-260 activin receptor type-2A [EC:2.7.11.30]
8478_0:004805	K07200	79.23	216.9	1.4e-64 5'-AMP-activated protein kinase, regulatory gamma subunit
8478_0:004808	K24682	732.2	1252.1	0 patched domain-containing protein
8478_0:00480c	K08513	139.53	316.1	6.6e-95 vesicle-associated membrane protein 4
8478_0:00480d	K10088	197.27	631.1	6.7e-190 protein OS-9
8478_0:00480e	K21398	504.67	705.5	1.6e-212 natural resistance-associated macrophage protein 2
8478_0:00480f	K00920	301.33	812.3	3.9e-245 1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]
8478_0:004810	K07910	258.87	416.2	2.2e-125 Ras-related protein Rab-18
8478_0:004811	K23884	69.87	638.2	6.4e-192 WW domain-containing adapter protein with coiled-coil
8478_0:004812	K09368	211.1	770.2	1.1e-231 POU domain transcription factor, class 6
8478_0:004813	K24125	368.87	1712.7	0 outer dynein arm-docking complex subunit 2
8478_0:004814	K09188	1607.37	5040.1	0 [histone H3]-lysine4 N-trimethyltransferase MLL3 [EC:2.1.1.354]
8478_0:004815	K04590	615.47	875.1	4.3e-264 vasoactive intestinal peptide receptor 2
8478_0:004817	K03439	59	293.1	1.5e-87 tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
8478_0:004818	K08017	1356.73	1508.3	0 advillin
8478_0:004818	K05761	916.57	1191.5	0 villin
8478_0:004819	K01880	289	1278.3	0 glycyl-tRNA synthetase [EC:6.1.1.14]
8478_0:00481a	K25078	103.77	1918.3	0 RNA-binding protein 33
8478_0:00481b	K23588	264.7	1357.4	0 protein AF-17/10
8478_0:00481c	K12504	418.8	736.9	3.8e-222 decaprenyl-diphosphate synthase subunit 1 [EC:2.5.1.91]
8478_0:00481d	K22936	76.3	324.5	2.5e-97 protein canopy 1/2
8478_0:00481e	K04863	849.2	899.4	5.3e-271 voltage-dependent calcium channel beta-2
8478_0:00481f	K27381	755.9	2460.8	0 xin actin-binding repeat-containing protein
8478_0:004820	K08955	818.37	969.6	4.8e-292 ATP-dependent metalloprotease [EC:3.4.24.-]
8478_0:004821	K25532	246.27	1173.3	0 sperm-associated antigen 6
8478_0:004822	K17356	130	375.8	8.9e-113 tetraspanin-13/31
8478_0:004823	K24124	248.57	1489.5	0 armadillo repeat-containing protein 3
8478_0:004824	K23483	188.2	279.9	6e-84 gamma-crystallin
8478_0:004825	K20315	372.03	1664.5	0 Rho GTPase-activating protein 21/23
8478_0:004827	K09195	313.7	348.3	2.9e-104 transcription factor Sp5
8478_0:004828	K10424	157.27	710.3	3.1e-214 dynactin 2
8478_0:004829	K01326	434.8	492.1	3.9e-148 pancreatic elastase I [EC:3.4.21.36]
8478_0:00482b	K04729	114.3	453.4	2.7e-136 myeloid differentiation primary response protein MyD88
8478_0:00482c	K03870	806.9	1529.3	0 cullin 2
8478_0:00482d	K06058	195.03	385.4	1.8e-115 deltex [EC:2.3.2.27]
8478_0:00482e	K15731	265.47	430.8	1.7e-129 carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
8478_0:004830	K00850	349.13	1133	0 6-phosphofructokinase 1 [EC:2.7.1.11]
8478_0:004831	K22559	86.93	372.3	5.5e-112 COMM domain containing 3
8478_0:004832	K25865	712.93	784.3	4.9e-236 nebulette
8478_0:004833	K00725	646.87	897.9	1.2e-270 (N-Acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase [EC:2.4.1.92]
8478_0:004835	K06724	1154.6	1787.2	0 neuropilin 1
8478_0:004836	K17800	49.17	68.1	1.7e-19 LETM1 and EF-hand domain-containing protein 1, mitochondrial
8478_0:004837	K26259	189.87	264.7	7.4e-79 elongin BC and Polycomb repressive complex 2-associated protein
8478_0:004838	K10703	70.03	392.2	1e-117 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
8478_0:004839	K07305	166.9	204.9	3.4e-61 peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
8478_0:00483b	K26681	59.37	454	9.7e-137 insulin-induced protein
8478_0:00483c	K14718	667.87	999.4	4.2e-301 solute carrier family 39 (zinc transporter), member 12
8478_0:00483d	K02375	767.53	1114.5	0 frizzled 5/8
8478_0:00483e	K00485	226.63	867.7	1.7e-261 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
8478_0:00483f	K25217	792.83	1058.2	0 limb region 1 protein
8478_0:00483f	K25215	771.67	772.4	6.4e-233 protein LMBR1L
8478_0:004840	K04421	741.17	857	4.2e-258 mitogen-activated protein kinase kinase kinase 3 [EC:2.7.11.25]
8478_0:004842	K17704	775.53	1074.1	0 amyloid beta A4 precursor protein-binding family B member 1-interacting protein
8478_0:004843	K18584	356.27	905.8	3.3e-273 actin-related protein 3
8478_0:004844	K08025	149.13	423.6	4.7e-127 homeobox protein HB9
8478_0:004845	K07513	558.03	788.2	2.6e-237 acetyl-CoA acyltransferase 1 [EC:2.3.1.16]
8478_0:004846	K06560	1042.03	1756.8	0 mannose receptor, C type
8478_0:004847	K01874	141.53	827.9	2.5e-249 methionyl-tRNA synthetase [EC:6.1.1.10]
8478_0:004848	K00825	469.03	783.7	2.4e-236 kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]
8478_0:004849	K10162	75.73	351.6	1.4e-105 BMP and activin membrane-bound inhibitor
8478_0:00484b	K00731	222.5	484.2	1e-145 glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase [EC:2.4.1.122]
8478_0:00484c	K24890	177.27	636.3	8.1e-192 homeobox protein Mohawk
8478_0:00484d	K08469	886.93	968.8	1.5e-291 G protein-coupled receptor 158
8478_0:00484e	K21971	267.6	701	2.8e-211 methyltransferase NSUN6 [EC:2.1.1.-]
8478_0:004850	K13194	534.43	1158.5	0 double stranded RNA-specific editase B [EC:3.5.-.-]
8478_0:004851	K10879	129.6	450.3	1.2e-135 DNA-repair protein XRCC2
8478_0:004852	K28063	179.47	949.4	5.3e-286 extended synaptotagmin
8478_0:004854	K01580	387.7	492.7	5.8e-148 glutamate decarboxylase [EC:4.1.1.15]
8478_0:004855	K26585	538.13	720.6	2e-216 methyl-CpG-binding domain protein 6
8478_0:004856	K00731	222.5	516.2	2e-155 glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase [EC:2.4.1.122]
8478_0:004859	K27288	139.93	495.3	7.6e-149 acyl-CoA-binding domain-containing protein 4/5
8478_0:00485a	K24682	732.2	1062.8	0 patched domain-containing protein
8478_0:00485b	K24907	3078.07	3108.4	0 disco-interacting protein 2 homolog A [EC:6.2.1.1]
8478_0:00485b	K24909	2717.9	3018.9	0 disco-interacting protein 2 homolog C
8478_0:00485d	K11322	75.2	908.2	1.7e-273 enhancer of polycomb-like protein
8478_0:00485e	K25647	94.17	390	1.8e-117 enkurin
8478_0:00485f	K07630	312.13	547.3	1.4e-164 gap junction delta-4 protein
8478_0:004860	K10396	522.87	941.1	3e-283 kinesin family member 5 (plus-end-directed kinesin ATPase) [EC:5.6.1.3]
8478_0:004861	K09228	360.37	837.9	2.7e-252 KRAB domain-containing zinc finger protein
8478_0:004861	K09191	325.1	326.3	1.6e-97 general transcription factor IIIA
8478_0:004862	K15050	323.53	662.8	8.8e-200 nuclease EXOG, mitochondrial
8478_0:004862	K01173	107.3	241.6	5.2e-72 endonuclease G, mitochondrial
8478_0:004863	K06560	1042.03	1709	0 mannose receptor, C type
8478_0:004864	K04237	285.9	1539.6	0 partitioning defective protein 3
8478_0:004865	K18763	133.6	1141	0 la-related protein 4
8478_0:004866	K08997	205.97	619.3	4.2e-186 protein adenylyltransferase [EC:2.7.7.108]
8478_0:004867	K05719	1022.23	1328.4	0 integrin beta 1
8478_0:004868	K24756	256.5	699.5	7e-211 WD repeat-containing protein 86
8478_0:00486a	K10589	788.9	1680.5	0 ubiquitin-protein ligase E3 C [EC:2.3.2.26]
8478_0:00486b	K05761	916.57	1329.7	0 villin
8478_0:00486c	K18617	101.33	135.8	6.7e-40 allograft inflammatory factor 1
8478_0:00486e	K11988	737.47	919.6	3.9e-277 sonic hedgehog
8478_0:00486f	K25656	378.87	805.3	1e-242 cryptochrome
8478_0:004872	K04838	3357.13	3633	0 voltage-gated sodium channel type V alpha
8478_0:004874	K17494	170.7	631.2	9.5e-190 cysteine/serine-rich nuclear protein
8478_0:004875	K14648	83.97	395.7	7e-119 poly(U)-specific endoribonuclease [EC:3.1.-.-]
8478_0:004876	K18060	432.47	814	3.2e-245 poly(A) RNA polymerase, mitochondrial [EC:2.7.7.19]
8478_0:004877	K07200	79.23	217.9	6.8e-65 5'-AMP-activated protein kinase, regulatory gamma subunit
8478_0:004878	K28216	88.53	188.5	3.8e-56 HIG1 domain family member 1A/C, mitochondrial
8478_0:004879	K02357	109.6	322.3	2.2e-96 elongation factor Ts
8478_0:00487a	K07208	270.17	404.7	4.6e-122 Ras homolog enriched in brain
8478_0:00487b	K10369	482.07	2677.8	0 supervillin
8478_0:00487c	K24196	420.63	490.4	4.6e-148 phosphoribosyltransferase domain-containing protein 1
8478_0:00487c	K00760	82.63	337.4	3.4e-101 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
8478_0:00487d	K17848	1372.73	1840.4	0 Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2
8478_0:00487d	K12491	1090.33	1126.5	0 Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1/3/4/5/6/9/11
8478_0:00487e	K02089	575.63	609.6	7e-184 cyclin-dependent kinase 4 [EC:2.7.11.22]
8478_0:00487f	K17494	170.7	610.6	1.6e-183 cysteine/serine-rich nuclear protein
8478_0:004880	K07950	313.7	388.4	9.1e-117 ADP-ribosylation factor-like protein 5B
8478_0:004881	K04705	314.6	812.2	1.6e-244 signal transducing adaptor molecule
8478_0:004882	K24049	710.37	1071.5	0 MAGUK p55 subfamily member 3/7
8478_0:004883	K20119	513.33	741.5	6.8e-223 bridging integrator 2
8478_0:004884	K09512	384.47	464.7	7.6e-140 DnaJ homolog subfamily B member 6
8478_0:004885	K00920	301.33	717.3	2.4e-216 1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]
8478_0:004886	K09207	273.47	437.1	2.9e-131 krueppel-like factor 6/7
8478_0:004887	K23013	1175.47	1587.8	0 dipeptidyl aminopeptidase-like protein 6
8478_0:004887	K23014	1046.9	1054	0 inactive dipeptidyl peptidase 10
8478_0:00488a	K10396	522.87	1747.5	0 kinesin family member 5 (plus-end-directed kinesin ATPase) [EC:5.6.1.3]
8478_0:00488b	K23649	786.07	1003.9	8.2e-303 abl interactor 1
8478_0:00488c	K04452	83.7	201.4	6e-60 DNA damage-inducible transcript 3
8478_0:00488d	K09319	99.4	354.9	1.4e-106 homeobox protein engrailed
8478_0:00488f	K08209	647.17	918	1.6e-276 MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 13
8478_0:00488f	K08202	602.5	626.5	2.1e-188 MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5
8478_0:004890	K14707	879.17	899.1	4.8e-271 solute carrier family 26, member 10
8478_0:004892	K07438	655.07	893.6	1.2e-269 calcidiol 1-monooxygenase (25-hydroxyvitamin D3 1alpha-hydroxylase) [EC:1.14.15.18]
8478_0:004893	K08835	403.23	881.5	1.4e-265 serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
8478_0:004894	K07200	79.23	216.4	2e-64 5'-AMP-activated protein kinase, regulatory gamma subunit
8478_0:004895	K11459	563.57	709.9	1.1e-213 polycomb group RING finger protein 4
8478_0:004896	K13716	290.7	616.6	2.6e-185 OTU domain-containing protein 1 [EC:3.4.19.12]
8478_0:004897	K09299	1050.13	1665.8	0 zinc finger homeobox protein 1
8478_0:004899	K13097	1328.23	2622.7	0 methylcytosine dioxygenase [EC:1.14.11.80]
8478_0:00489a	K09278	703.7	1024.8	0 runt-related transcription factor 2
8478_0:00489b	K14462	462.53	6732.4	0 apolipoprotein B
8478_0:00489c	K18466	104.4	638.4	1.6e-192 vacuolar protein sorting-associated protein 26A/B
8478_0:00489d	K19995	41.2	522	4.6e-157 secretory carrier-associated membrane protein
8478_0:00489e	K18424	616.6	740	3.4e-223 ectonucleotide pyrophosphatase/phosphodiesterase family member 4 [EC:3.6.1.29]
8478_0:00489f	K25827	385.23	1509.8	0 cell division cycle and apoptosis regulator protein 1
8478_0:0048a0	K10615	1458.73	1726.9	0 E3 ubiquitin-protein ligase HERC4 [EC:2.3.2.26]
8478_0:0048a2	K26812	469.7	989.4	6.7e-298 XK-related protein 5
8478_0:0048a3	K09178	524.8	1009.7	0 transcription factor AP-2 delta
8478_0:0048a4	K18405	275.4	1019.2	0 tudor domain-containing protein 1/4/6/7
8478_0:0048a5	K09083	120.3	152.1	6e-45 atonal protein 1/7
8478_0:0048a7	K05494	149.57	232.9	1.5e-69 interleukin 17F
8478_0:0048a7	K05489	209.93	211.5	3.2e-63 interleukin 17A
8478_0:0048a8	K16665	304.5	547.7	8.8e-165 leucine-rich repeat transmembrane neuronal protein 1/2
8478_0:0048aa	K24946	104.37	249.5	1.1e-74 tetratricopeptide repeat protein 32
8478_0:0048ab	K02265	29.43	165	8.9e-49 cytochrome c oxidase subunit 5b
8478_0:0048ac	K05494	149.57	226.7	1.2e-67 interleukin 17F
8478_0:0048ad	K07856	382.5	448.3	4.3e-135 Ras homolog gene family, member B
8478_0:0048ad	K04513	311.47	444.3	5.9e-134 Ras homolog gene family, member A
8478_0:0048ad	K07975	304.97	307.7	1.4e-92 Rho family, other
8478_0:0048ae	K05691	319.9	548.1	1.1e-164 catenin alpha
8478_0:0048af	K09532	104.1	279.6	5.1e-84 DnaJ homolog subfamily C member 12
8478_0:0048b0	K15112	348.77	575	1.7e-173 solute carrier family 25 (mitochondrial uncoupling protein), member 27
8478_0:0048b1	K19865	1716.13	6875.3	0 fibrocystin
8478_0:0048b2	K05759	31.8	83.7	4.7e-24 profilin
8478_0:0048b3	K23029	184.4	1053.2	0 EF-hand domain-containing protein 1
8478_0:0048b4	K23895	725.93	967.5	1.2e-291 major facilitator superfamily domain-containing protein 2B
8478_0:0048b5	K11313	113.6	560.5	8e-169 transcription initiation protein SPT3
8478_0:0048b6	K28389	83.6	610.5	2.7e-183 storkhead-box protein
8478_0:0048b7	K13738	617.7	1102.8	0 CD2-associated protein
8478_0:0048b8	K01062	145.7	573.3	1e-172 platelet-activating factor acetylhydrolase [EC:3.1.1.47]
8478_0:0048b9	K22531	458.13	1624.6	0 ATPase family AAA domain-containing protein 2 [EC:3.6.1.-]
8478_0:0048ba	K05691	319.9	514.4	1.6e-154 catenin alpha
8478_0:0048bb	K09568	174.5	265.8	1.3e-79 FK506-binding protein 1 [EC:5.2.1.8]
8478_0:0048bb	K01802	52.67	106.8	4.2e-31 peptidylprolyl isomerase [EC:5.2.1.8]
8478_0:0048bc	K12833	84.23	253.3	5.7e-76 pre-mRNA branch site protein p14
8478_0:0048bd	K08474	83.3	332.1	1.2e-99 taste receptor type 2
8478_0:0048be	K01395	829.93	1219.3	0 meprin A [EC:3.4.24.18]
8478_0:0048bf	K09176	748.23	852	6.2e-257 transcription factor AP-2 alpha/beta
8478_0:0048c0	K16911	557	1243.7	0 ATP-dependent RNA helicase DDX21 [EC:5.6.2.7]
8478_0:0048c1	K10133	391.43	699.4	1.4e-210 tumor protein p53-inducible protein 3 [EC:1.-.-.-]
8478_0:0048c1	K00344	274.63	313.6	9.6e-94 NADPH:quinone reductase [EC:1.6.5.5]
8478_0:0048c2	K20013	545.47	696.5	7.5e-210 growth differentiation factor 7
8478_0:0048c3	K27569	120.3	608.9	2.1e-183 protein eva-1
8478_0:0048c4	K02884	25.27	189.7	2.3e-56 large subunit ribosomal protein L19
8478_0:0048c5	K08458	775.3	1508.1	0 adhesion G-protein coupled receptor F5
8478_0:0048c6	K11411	509.47	976.3	3.4e-294 NAD-dependent protein deacetylase sirtuin 1 [EC:2.3.1.286]
8478_0:0048c7	K13868	660.8	826.6	3.3e-249 solute carrier family 7 (L-type amino acid transporter), member 9/15
8478_0:0048c8	K16911	557	1253.7	0 ATP-dependent RNA helicase DDX21 [EC:5.6.2.7]
8478_0:0048c9	K24094	113.13	553.3	1.6e-166 HCLS1-binding protein 3
8478_0:0048ca	K17943	454.57	1162	0 pumilio RNA-binding family
8478_0:0048cb	K18398	598.3	711	3.6e-214 ectonucleotide pyrophosphatase/phosphodiesterase family member 5 [EC:3.1.-.-]
8478_0:0048ce	K02541	597.93	1358.9	0 DNA replication licensing factor MCM3 [EC:5.6.2.3]
8478_0:0048cf	K17903	332.6	390.1	2.5e-117 calcipressin-2
8478_0:0048d0	K12482	820.9	1101.1	0 RUN and FYVE domain-containing protein 1/2
8478_0:0048d1	K05494	149.57	222.3	2.5e-66 interleukin 17F
8478_0:0048d3	K22028	983.63	1215	0 myopalladin
8478_0:0048d6	K06849	54.5	161.8	4.5e-48 proteoglycan peptide core protein
8478_0:0048d7	K12387	50.83	406.9	3.3e-122 lysosomal-associated transmembrane protein
8478_0:0048d8	K26402	587.6	781.1	8.9e-236 translocating chain-associated membrane protein 2
8478_0:0048d9	K10742	465.3	1460	0 DNA replication ATP-dependent helicase/nuclease Dna2 [EC:5.6.2.3 3.1.-.-]
8478_0:0048d9	K15084	355.93	469.2	3.8e-141 solute carrier family 25 (mitochondrial carrier protein), member 16
8478_0:0048da	K08385	333.97	571.7	7.9e-172 G0-opsin
8478_0:0048db	K18405	275.4	1163	0 tudor domain-containing protein 1/4/6/7
8478_0:0048dc	K05157	419.43	1049.8	0 tumor necrosis factor receptor superfamily member 21
8478_0:0048dd	K24349	274.7	466.4	1.3e-140 UBX domain-containing protein 2A
8478_0:0048de	K10465	609.97	1783.3	0 kelch-like protein 29
8478_0:0048df	K07439	388.1	881.7	5.4e-266 24-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.26]
8478_0:0048e0	K23845	220.43	942.9	2.8e-284 KIF-binding protein
8478_0:0048e1	K09061	767.57	1207.9	0 GC-rich sequence DNA-binding factor
8478_0:0048e1	K13211	627.87	647	1.7e-194 GC-rich sequence DNA-binding factor
8478_0:0048e2	K24682	732.2	950.6	2.8e-286 patched domain-containing protein
8478_0:0048e3	K12898	414.63	420.3	2.5e-126 heterogeneous nuclear ribonucleoprotein F/H
8478_0:0048e4	K19674	455.67	2365.6	0 WD repeat-containing protein 35
8478_0:0048e5	K25040	465.83	625.1	2.1e-188 membrane progestin receptor beta
8478_0:0048e7	K05025	538.17	586.7	9.1e-177 chloride intracellular channel protein 5
8478_0:0048e8	K20045	349.53	1721.7	0 intersectin
8478_0:0048e9	K21100	68.43	72.9	4.7e-21 beta-defensin 4
8478_0:0048ea	K06257	202.27	321.6	2.8e-96 syndecan 1
8478_0:0048ec	K07439	388.1	767.7	1.8e-231 24-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.26]
8478_0:0048ed	K24740	500.13	2483.3	0 WD repeat-containing protein 17
8478_0:0048ee	K12948	49.1	362.8	6.2e-109 signal peptidase complex subunit 3 [EC:3.4.-.-]
8478_0:0048f0	K25616	138.13	376.2	5.4e-113 spermatogenesis-associated protein 4
8478_0:0048f1	K10569	256.9	986.5	3e-297 endonuclease VIII-like 3 [EC:3.2.2.- 4.2.99.18]
8478_0:0048f2	K01024	436.43	518.6	3e-156 [heparan sulfate]-glucosamine 3-sulfotransferase 1 [EC:2.8.2.23]
8478_0:0048f2	K08104	438.87	440.1	2.6e-132 [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]
8478_0:0048f3	K24877	145.43	221.6	7.4e-66 homeobox protein VENTX
8478_0:0048f5	K24877	145.43	207.8	1.2e-61 homeobox protein VENTX
8478_0:0048f6	K17271	226.83	250.9	4.2e-75 myelin proteolipid protein
8478_0:0048f7	K05449	98.67	485.8	4e-146 vascular endothelial growth factor C/D
8478_0:0048f8	K01444	267.13	604.2	4.2e-182 N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]
8478_0:0048f9	K24877	145.43	192.2	6.3e-57 homeobox protein VENTX
8478_0:0048fa	K10327	537.27	705.6	7.1e-213 ankyrin repeat and SOCS box protein 5
8478_0:0048fc	K20994	3343.9	3496.7	0 Notch 2
8478_0:0048fd	K22904	117.9	355.7	9.3e-107 presqualene diphosphate phosphatase [EC:3.1.3.-]
8478_0:0048fe	K08517	157.87	408.5	6.2e-123 vesicle transport protein SEC22
8478_0:0048ff	K11188	364.03	480.2	9.6e-145 peroxiredoxin 6 [EC:1.11.1.7 1.11.1.27 3.1.1.-]
8478_0:004900	K11317	151.7	664.3	5e-200 transcriptional adapter 1
8478_0:004901	K07199	78.33	338.7	1.5e-101 5'-AMP-activated protein kinase, regulatory beta subunit
8478_0:004902	K00485	226.63	976.5	1.9e-294 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
8478_0:004904	K00058	322.57	521.2	7.1e-157 D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
8478_0:004905	K01641	279.93	809.2	8e-244 hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
8478_0:004906	K16549	847.9	2991.2	0 myomegalin
8478_0:004907	K00485	226.63	966.7	1.8e-291 dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
8478_0:004908	K23435	1276.8	1875.2	0 cytosolic carboxypeptidase protein 1 [EC:3.4.17.24]
8478_0:004909	K09606	419	1508.1	0 aminopeptidase O [EC:3.4.11.-]
8478_0:00490a	K20823	86.87	1211.7	0 N-alpha-acetyltransferase 35, NatC auxiliary subunit
8478_0:00490b	K04402	66.37	286.4	7.1e-86 growth arrest and DNA-damage-inducible protein
8478_0:00490d	K07841	403.07	420.4	1.4e-126 DIRAS family, GTP-binding Ras-like 2
8478_0:00490d	K07840	385.17	389.5	7.6e-118 DIRAS family, GTP-binding Ras-like 1
8478_0:00490e	K06232	109.23	404.9	2e-121 growth arrest-specific 1
8478_0:00490f	K24337	2131.17	2445	0 contactin associated protein-like 3/4
8478_0:00490f	K24338	2151.47	2189.5	0 contactin associated protein-like 5
