gene_name	KO	thrshld	score	E-value KO definition
8469_0:003c55	K25741	435.7	559.9	1.1e-168 transcobalamin-1
8469_0:003c56	K14822	31.77	182.1	7.5e-54 rRNA-processing protein CGR1
8469_0:003c57	K08486	217.47	468.9	7.7e-141 syntaxin 1B/2/3
8469_0:003c59	K19926	339.67	1235.9	0 zona pellucida sperm-binding protein 1
8469_0:003c5a	K02878	85.03	256.3	1.9e-76 large subunit ribosomal protein L16
8469_0:003c5b	K09228	360.37	1354.9	0 KRAB domain-containing zinc finger protein
8469_0:003c5b	K09191	325.1	378.7	2.9e-113 general transcription factor IIIA
8469_0:003c5c	K09228	360.37	641.5	9.5e-193 KRAB domain-containing zinc finger protein
8469_0:003c5c	K09191	325.1	347.1	1.1e-103 general transcription factor IIIA
8469_0:003c5d	K09228	360.37	526.5	5.7e-158 KRAB domain-containing zinc finger protein
8469_0:003c5e	K09228	360.37	874.6	3.2e-263 KRAB domain-containing zinc finger protein
8469_0:003c5e	K09191	325.1	346.7	1.4e-103 general transcription factor IIIA
8469_0:003c5f	K09228	360.37	751.7	4.4e-226 KRAB domain-containing zinc finger protein
8469_0:003c5f	K09191	325.1	359.8	1.5e-107 general transcription factor IIIA
8469_0:003c63	K13758	102.8	327.3	2.9e-98 retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
8469_0:003c64	K12180	101.3	440.5	2.3e-132 COP9 signalosome complex subunit 7
8469_0:003c65	K05052	452.1	535	8.3e-161 neuromedin U receptor 1
8469_0:003c66	K09228	360.37	601.2	1.5e-180 KRAB domain-containing zinc finger protein
8469_0:003c66	K09191	325.1	351.8	3.9e-105 general transcription factor IIIA
8469_0:003c67	K09228	360.37	456.4	9.4e-137 KRAB domain-containing zinc finger protein
8469_0:003c68	K06712	262.2	601	9.6e-181 butyrophilin
8469_0:003c6d	K10753	48.37	281	5.1e-84 histone chaperone ASF1
8469_0:003c6e	K04592	2435.4	2635.4	0 adhesion G protein-coupled receptor L1
8469_0:003c6f	K11252	23.5	294.1	8.3e-88 histone H2B
8469_0:003c70	K11252	23.5	293.5	1.2e-87 histone H2B
8469_0:003c71	K11253	223.83	416.9	9.6e-125 histone H3
8469_0:003c73	K13186	240.83	287.6	3.8e-86 RNA-binding protein 3
8469_0:003c73	K13195	165	225.3	4.2e-67 cold-inducible RNA-binding protein
8469_0:003c74	K14946	108.73	129.2	1.3e-37 RNA binding protein fox-1
8469_0:003c74	K06989	69.4	120.4	5.1e-35 aspartate dehydrogenase [EC:1.4.1.21]
8469_0:003c75	K11251	43.83	264.4	6.6e-79 histone H2A
8469_0:003c76	K11251	43.83	316.4	9.5e-95 histone H2A
8469_0:003c77	K11251	43.83	316.4	9.5e-95 histone H2A
8469_0:003c78	K09228	360.37	911	3e-274 KRAB domain-containing zinc finger protein
8469_0:003c78	K09191	325.1	351.5	5e-105 general transcription factor IIIA
8469_0:003c79	K13915	186.9	203.9	1.6e-60 lysozyme C [EC:3.2.1.17]
8469_0:003c7a	K11252	23.5	293.5	1.2e-87 histone H2B
8469_0:003c7b	K09327	164	185.4	1.4e-54 homeobox protein prophet of Pit-1
8469_0:003c7c	K13195	165	191.6	7.8e-57 cold-inducible RNA-binding protein
8469_0:003c7d	K09228	360.37	1094.7	0 KRAB domain-containing zinc finger protein
8469_0:003c7d	K09191	325.1	344.4	6.7e-103 general transcription factor IIIA
8469_0:003c7f	K09228	360.37	437.1	6.2e-131 KRAB domain-containing zinc finger protein
8469_0:003c80	K09230	389.63	484.6	3.1e-145 SCAN domain-containing zinc finger protein
8469_0:003c82	K24069	510.9	1045.3	0 membrane-associated phosphatidylinositol transfer protein
8469_0:003c83	K18665	169.87	344.8	1.5e-103 nudix motif 8 [EC:3.6.1.-]
8469_0:003c85	K23790	185.67	291.9	2e-87 glutathione S-transferase P [EC:2.5.1.18]
8469_0:003c85	K00799	60.37	64.2	6.1e-18 glutathione S-transferase [EC:2.5.1.18]
8469_0:003c86	K23531	174.17	368.5	1.1e-110 calcium-binding protein 1/2/4/5
8469_0:003c89	K09230	389.63	503.6	5.6e-151 SCAN domain-containing zinc finger protein
8469_0:003c8a	K07945	260.73	443.7	2.8e-133 ADP-ribosylation factor-like protein 4
8469_0:003c8d	K02311	153.43	546.7	1.6e-164 DNA fragmentation factor, 40 kD, beta subunit [EC:3.-.-.-]
8469_0:003c8e	K24402	373.4	811.7	1e-244 matrix remodeling-associated protein 8
8469_0:003c8f	K26503	582.43	1171	0 Ski oncogene
8469_0:003c90	K04826	786.83	961.2	2.1e-289 amiloride-sensitive sodium channel subunit delta
8469_0:003c91	K20688	814.9	1219.2	0 Rho guanine nucleotide exchange factor 16
8469_0:003c92	K02353	166.3	1260.1	0 segment polarity protein dishevelled
8469_0:003c94	K10645	265.2	1471.5	0 E3 ubiquitin-protein ligase mind-bomb [EC:2.3.2.27]
8469_0:003c95	K04676	996.37	1068.5	0 mothers against decapentaplegic homolog 1
8469_0:003c95	K16791	915.27	965.5	4.5e-291 mothers against decapentaplegic homolog 9
8469_0:003c96	K06055	123.43	261.7	4.3e-78 hairy and enhancer of split 5
8469_0:003c97	K19934	204.23	636.5	1.3e-191 calcium-binding protein
8469_0:003c98	K06947	146.57	350	1.1e-104 polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
8469_0:003c99	K05692	866.17	1096	0 actin beta/gamma 1
8469_0:003c9a	K17681	196.5	1081.3	0 ATPase family AAA domain-containing protein 3A/B
8469_0:003c9b	K25607	241.1	2503.2	0 cilia- and flagella-associated protein 74
8469_0:003c9d	K13346	89.1	493.1	3.1e-148 peroxin-10
8469_0:003c9e	K10148	847.13	1308.4	0 tumor protein p73
8469_0:003c9f	K00858	35.3	500.6	1.6e-150 NAD+ kinase [EC:2.7.1.23]
8469_0:003ca0	K07588	260.93	660.9	1.6e-198 GTPase [EC:3.6.5.-]
8469_0:003ca2	K04882	804.2	805.2	1e-242 potassium voltage-gated channel Shaker-related subfamily A, beta member 1
8469_0:003ca2	K04883	715.53	776.5	8.5e-234 potassium voltage-gated channel Shaker-related subfamily A, beta member 2
8469_0:003ca3	K19464	646.2	1145.1	0 pleckstrin homology domain-containing family G member 5
8469_0:003ca6	K16458	130.93	1413.1	0 centrosomal protein CEP104
8469_0:003ca7	K06174	293.23	1321.1	0 ATP-binding cassette, sub-family E, member 1
8469_0:003ca8	K08818	526.6	774	5.1e-233 cell division cycle 2-like [EC:2.7.11.22]
8469_0:003ca9	K24047	203.73	737.8	9e-222 espin
8469_0:003caa	K05154	123.87	223.5	1.3e-66 tumor necrosis factor receptor superfamily member 18
8469_0:003cab	K05184	470.63	922.6	1.9e-278 gamma-aminobutyric acid receptor subunit delta
8469_0:003cad	K25164	131.77	838.2	1.1e-252 WD repeat-containing protein WRAP73
8469_0:003cae	K26738	185.4	273	3.9e-81 PGC-1 and ERR-induced regulator in muscle protein 1
8469_0:003caf	K15717	102	355.2	1.2e-106 prostamide/prostaglandin F2alpha synthase [EC:1.11.1.20]
8469_0:003cb0	K13148	547.07	1134.9	0 integrator complex subunit 11 [EC:3.1.27.-]
8469_0:003cb1	K21387	159.53	642.7	1.9e-193 adherens junction-associated protein 1
8469_0:003cb3	K01672	289.3	378.8	1.4e-113 carbonic anhydrase [EC:4.2.1.1]
8469_0:003cb9	K06055	123.43	256.8	1.3e-76 hairy and enhancer of split 5
8469_0:003cba	K06254	567	1756	0 agrin
8469_0:003cbb	K24265	700.93	1456	0 bifunctional damage-control phosphatase, subfamily II, fusion protein
8469_0:003cbd	K00587	132.07	387.7	1.9e-116 protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]
8469_0:003cc1	K19006	890.17	2220.3	0 phosphatidylinositol phospholipase C, eta [EC:3.1.4.11]
8469_0:003cc2	K12489	367.17	1324.3	0 Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein
8469_0:003cc3	K17360	318.67	708	1.3e-213 acyl-coenzyme A thioesterase 7 [EC:3.1.2.2]
8469_0:003cc4	K18952	1065.87	1325.4	0 atypical protein kinase C zeta type [EC:2.7.11.13]
8469_0:003cc5	K06055	123.43	266.7	1.2e-79 hairy and enhancer of split 5
8469_0:003cc6	K03357	81.93	383.5	5.9e-115 anaphase-promoting complex subunit 10
8469_0:003cc7	K07293	903.47	1096.7	0 tyrosine-protein phosphatase non-receptor type 11 [EC:3.1.3.48]
8469_0:003cc8	K27582	343.47	814.9	5.8e-245 sterile alpha motif domain-containing protein 11
8469_0:003cc9	K02891	46.93	287	4.6e-86 large subunit ribosomal protein L22e
8469_0:003ccb	K04554	209.5	414	1.9e-124 ubiquitin-conjugating enzyme E2 J2 [EC:2.3.2.23]
8469_0:003ccc	K05142	150.9	265.3	3.5e-79 tumor necrosis factor receptor superfamily member 4
8469_0:003ccd	K24507	356.5	864.3	5.8e-260 von Willebrand factor A domain-containing protein 1
8469_0:003cce	K10454	795.4	1190.7	0 kelch-like protein 17 (actinfilin)
8469_0:003ccf	K05152	213.87	280.5	1.1e-83 tumor necrosis factor receptor superfamily member 14
8469_0:003cd0	K16830	50.23	283.6	1e-84 aurora kinase A-interacting protein
8469_0:003cd1	K05628	570.07	1880.9	0 arginine-glutamic acid dipeptide repeats protein
8469_0:003cd2	K22410	1664.07	2479.7	0 [histone H3]-lysine9 N-methyltransferase [EC:2.1.1.367]
8469_0:003cd3	K15544	96.87	291	6.4e-87 RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]
8469_0:003cd6	K08635	979.47	1044.2	0 neprilysin [EC:3.4.24.11]
8469_0:003cd7	K00734	217.17	504.6	4.3e-152 galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134]
8469_0:003cd8	K08001	336.83	732.3	1.3e-220 matrix metalloproteinase-23 (CA-MMP) [EC:3.4.24.-]
8469_0:003cd9	K16478	314.8	2349.2	0 nephrocystin-4
8469_0:003cdc	K21410	335.8	539	4.5e-162 adipolin
8469_0:003cdd	K15284	294.73	792.2	9.1e-239 solute carrier family 35, member E2
8469_0:003ce0	K24947	560.83	1764.4	0 tetratricopeptide repeat protein 34
8469_0:003ce1	K13718	612.63	901.9	2.8e-271 OTU domain-containing protein 4 [EC:3.4.19.12]
8469_0:003ce1	K07432	120.07	174.3	2.1e-51 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
8469_0:003ce4	K27909	126.23	296.3	1.2e-88 ceramide-1-phosphate transfer protein
8469_0:003ce6	K23966	256	585.5	4e-176 cyclin L
8469_0:003ce7	K02887	42.27	172.9	5.2e-51 large subunit ribosomal protein L20
8469_0:003ce8	K02875	24.47	281.7	3.7e-84 large subunit ribosomal protein L14e
8469_0:003ce9	K05160	251.87	335.1	2.9e-100 tumor necrosis factor receptor superfamily member 25
8469_0:003cea	K06231	813.63	1530.5	0 hedgehog interacting protein
8469_0:003cec	K08437	710.33	1106.8	0 G protein-coupled receptor 153
8469_0:003ced	K24870	107.7	448	1.1e-134 transmembrane protein 240
8469_0:003cef	K14833	105.57	1079.9	0 nucleolar complex protein 2
8469_0:003cf0	K06054	258.47	362.7	7.7e-109 hairy and enhancer of split 1
8469_0:003cf1	K01689	258.3	934.3	1.6e-281 enolase 1/2/3 [EC:4.2.1.11]
8469_0:003cf2	K04537	770.93	805.5	1e-242 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2
8469_0:003cf2	K07825	688.27	689.4	3.2e-208 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3
8469_0:003cf2	K04536	667.03	677.8	1.3e-204 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
8469_0:003cf4	K09228	360.37	443	1.1e-132 KRAB domain-containing zinc finger protein
8469_0:003cf5	K09228	360.37	1014.7	0 KRAB domain-containing zinc finger protein
8469_0:003cf5	K09191	325.1	353	1.8e-105 general transcription factor IIIA
8469_0:003cf6	K06712	262.2	586.6	2.2e-176 butyrophilin
8469_0:003cf7	K09228	360.37	475.8	1.3e-142 KRAB domain-containing zinc finger protein
8469_0:003cf8	K10406	606.3	790.3	1.5e-237 kinesin family member C2/C3
8469_0:003cfa	K09400	191.57	331.2	6.5e-99 forkhead box protein H
8469_0:003cfb	K12184	73.43	364.3	3e-109 ESCRT-I complex subunit VPS28
8469_0:003cfc	K04799	248.83	271.7	5.6e-81 flap endonuclease-1 [EC:3.1.-.-]
8469_0:003cfd	K09257	362.3	477.1	5.1e-143 NF-kappa-B inhibitor-like protein 2
8469_0:003cfe	K09228	360.37	914.1	3.5e-275 KRAB domain-containing zinc finger protein
8469_0:003cfe	K09191	325.1	357.7	6.5e-107 general transcription factor IIIA
8469_0:003cff	K12000	718.63	734.7	3.6e-221 tripartite motif-containing protein 7
8469_0:003cff	K12011	364.97	424.6	2.5e-127 tripartite motif-containing protein 31 [EC:2.3.2.27]
8469_0:003d02	K09228	360.37	408.7	2.4e-122 KRAB domain-containing zinc finger protein
8469_0:003d02	K09191	325.1	368.3	4.1e-110 general transcription factor IIIA
8469_0:003d03	K09228	360.37	503.7	4.4e-151 KRAB domain-containing zinc finger protein
8469_0:003d03	K09191	325.1	366	2e-109 general transcription factor IIIA
8469_0:003d05	K04257	107.23	523.5	2.2e-157 olfactory receptor
8469_0:003d09	K06712	262.2	305.2	3.9e-91 butyrophilin
8469_0:003d0a	K09228	360.37	420.5	6.6e-126 KRAB domain-containing zinc finger protein
8469_0:003d0b	K12000	718.63	729.2	1.7e-219 tripartite motif-containing protein 7
8469_0:003d0c	K12000	718.63	736.7	9.3e-222 tripartite motif-containing protein 7
8469_0:003d0d	K09228	360.37	903.7	4.8e-272 KRAB domain-containing zinc finger protein
8469_0:003d0e	K14753	179.9	674.2	7.3e-203 guanine nucleotide-binding protein subunit beta-2-like 1 protein
8469_0:003d0f	K09228	360.37	789.7	1.5e-237 KRAB domain-containing zinc finger protein
8469_0:003d0f	K09191	325.1	352.7	2.2e-105 general transcription factor IIIA
8469_0:003d10	K12017	557.73	1220.3	0 tripartite motif-containing protein 41 [EC:2.3.2.27]
8469_0:003d11	K12871	43.9	236.5	2.3e-70 coiled-coil domain-containing protein 12
8469_0:003d12	K10262	176.87	658	3.6e-198 F-box and WD-40 domain protein 4
8469_0:003d13	K03512	473.67	842.3	1.3e-253 DNA polymerase lambda [EC:2.7.7.7 4.2.99.-]
8469_0:003d14	K20800	166.6	314.5	5.4e-94 protein DPCD
8469_0:003d16	K01764	60.47	473.2	6.1e-142 cytochrome c heme-lyase [EC:4.4.1.17]
8469_0:003d18	K14948	630.83	685.5	3.4e-206 polypyrimidine tract-binding protein 2
8469_0:003d1a	K10320	509.53	855	2.3e-257 F-box protein 46
8469_0:003d1b	K23166	34.7	151.9	1.3e-44 optic atrophy 3 protein
8469_0:003d1d	K04312	402.73	540.1	9.8e-163 G protein-coupled receptor 4
8469_0:003d1f	K00683	135.4	356.4	8.9e-107 glutaminyl-peptide cyclotransferase [EC:2.3.2.5]
8469_0:003d20	K24523	829.6	1064.8	0 copine 5/8/9
8469_0:003d22	K12733	266.77	359.4	7.8e-108 peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]
8469_0:003d23	K21443	139.43	238.6	7.7e-71 proline/serine-rich coiled-coil protein 1
8469_0:003d25	K04358	176.83	233.4	1.8e-69 fibroblast growth factor
8469_0:003d26	K20797	139.33	326.7	2.5e-97 PR domain zinc finger protein 8 [EC:2.1.1.-]
8469_0:003d27	K20909	191.1	745.2	2.3e-224 anthrax toxin receptor
8469_0:003d28	K16362	463.87	1146.8	0 leucine-rich repeat transmembrane protein FLRT
8469_0:003d29	K23932	4167	4572.8	0 spectrin beta, non-erythrocytic 2
8469_0:003d29	K06115	3255.43	3285.4	0 spectrin beta, non-erythrocytic 1/4/5
8469_0:003d2a	K08869	316.23	363.2	9.7e-109 aarF domain-containing kinase
8469_0:003d2b	K08203	874.43	999.6	2.6e-301 MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 6
8469_0:003d2c	K11584	121.23	886.2	1.1e-266 serine/threonine-protein phosphatase 2A regulatory subunit B'
8469_0:003d2d	K25483	58.57	218.7	3e-65 glycoprotein hormone alpha-2
8469_0:003d2e	K00911	192.93	569.3	5.5e-171 1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]
8469_0:003d2f	K20794	70.97	432.7	3.8e-130 N-alpha-acetyltransferase 40 [EC:2.3.1.257]
8469_0:003d31	K13217	132.17	860.5	4.4e-259 pre-mRNA-processing factor 39
8469_0:003d32	K04129	674.9	729.4	8.5e-220 muscarinic acetylcholine receptor M1
8469_0:003d32	K04131	592.5	603.6	1.8e-181 muscarinic acetylcholine receptor M3
8469_0:003d34	K02983	66.07	290.7	4.7e-87 small subunit ribosomal protein S30e
8469_0:003d35	K16817	153.63	267.1	7.8e-80 HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
8469_0:003d37	K09228	360.37	539.1	8.9e-162 KRAB domain-containing zinc finger protein
8469_0:003d37	K09191	325.1	388.7	2.7e-116 general transcription factor IIIA
8469_0:003d38	K21073	1926.77	2061.4	0 actinin alpha 2/3
8469_0:003d39	K10669	171.7	324.2	4.8e-97 2'-phosphotransferase [EC:2.7.1.160]
8469_0:003d3a	K08203	874.43	993.7	1.6e-299 MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 6
8469_0:003d3b	K06519	352.13	709.4	1.5e-213 solute carrier family 3, member 2
8469_0:003d3d	K02158	84.83	164.6	1.9e-48 Bcl-2-antagonist of cell death
8469_0:003d3e	K16817	153.63	280.8	5.2e-84 HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
8469_0:003d3f	K08490	123.57	491.1	1e-147 syntaxin 5
8469_0:003d40	K09034	98.43	136.9	3.8e-40 ATF-like basic leucine zipper transcriptional factor
8469_0:003d41	K10168	493.07	594.4	1.3e-178 toll-like receptor 5
8469_0:003d42	K20296	95.43	1145.9	0 vacuolar protein sorting-associated protein 51
8469_0:003d43	K15123	402.1	471	1.3e-141 solute carrier family 25, member 45/47
8469_0:003d44	K20723	315.97	391.7	6e-118 reticulon-3
8469_0:003d45	K13187	262.67	494.7	1.3e-148 RNA-binding protein 4
8469_0:003d46	K16734	333.73	458.1	8.5e-138 SAC3 domain-containing protein 1
8469_0:003d47	K23518	205	253.7	1.6e-75 O-acetyl-ADP-ribose deacetylase [EC:3.1.1.106]
8469_0:003d48	K10601	262.23	897.1	3.1e-270 E3 ubiquitin-protein ligase synoviolin [EC:2.3.2.27]
8469_0:003d49	K17084	1074.03	1249.3	0 kindlin 3
8469_0:003d4a	K08203	874.43	956.9	2.3e-288 MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 6
8469_0:003d4b	K14284	79.5	917	5.3e-276 nuclear RNA export factor
8469_0:003d4c	K08552	698.6	700.9	2.9e-211 estrogen-related receptor alpha
8469_0:003d4d	K16817	153.63	191.7	7.4e-57 HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
8469_0:003d4e	K27342	74.9	188.5	7.5e-56 transmembrane protein 223
8469_0:003d4f	K09602	304.33	487.6	2.1e-146 ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12]
8469_0:003d50	K08798	600	1143.7	0 MAP/microtubule affinity-regulating kinase [EC:2.7.11.1]
8469_0:003d52	K01512	72.8	113.6	5.7e-33 acylphosphatase [EC:3.6.1.7]
8469_0:003d53	K09553	224.37	1035.9	0 stress-induced-phosphoprotein 1
8469_0:003d54	K13187	262.67	482.1	8.8e-145 RNA-binding protein 4
8469_0:003d55	K01301	512.2	878.1	2.5e-264 N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]
8469_0:003d57	K08694	57.9	311.7	3.9e-93 speedy
8469_0:003d58	K14841	106.8	550.8	1.8e-165 ribosome biogenesis protein NSA1
8469_0:003d59	K23222	115.57	397.3	4.7e-119 nuclease HARBI1 [EC:3.1.-.-]
8469_0:003d5a	K26242	662.5	709.1	2.6e-213 REST corepressor 2/3
8469_0:003d5b	K13095	160.2	608.8	4.4e-183 splicing factor 1
8469_0:003d5c	K08658	84.43	464.7	1.3e-139 intramembrane prenyl-peptidase [EC:3.4.26.1]
8469_0:003d5c	K24789	360.3	363	1.3e-108 type 2 DNA topoisomerase 6 subunit B-like
8469_0:003d5c	K07052	32.8	64.9	2.7e-18 CAAX protease family protein
8469_0:003d5d	K16817	153.63	237.5	8.1e-71 HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
8469_0:003d5e	K28396	111.97	2520.3	0 pecanex-like protein
8469_0:003d60	K13196	543.83	652.7	1.6e-196 zinc finger protein ubi-d4
8469_0:003d61	K00222	723.43	765.7	1.3e-230 Delta14-sterol reductase [EC:1.3.1.70]
8469_0:003d62	K10095	296.67	540.9	7.6e-163 galectin-12
8469_0:003d63	K02183	201.03	343.7	2.9e-103 calmodulin
8469_0:003d63	K13448	137.27	192.9	3.2e-57 calcium-binding protein CML
8469_0:003d63	K13974	34.57	50.7	8.2e-14 calcium-binding protein
8469_0:003d64	K17927	370.67	458.1	1.7e-137 sorting nexin-15
8469_0:003d67	K11187	218.87	305.3	1.4e-91 peroxiredoxin 5 [EC:1.11.1.24]
8469_0:003d68	K23972	230.9	620.4	1.2e-186 FERM domain-containing protein 8
8469_0:003d69	K17906	258.53	1965.8	0 autophagy-related protein 2
8469_0:003d6a	K15448	52.47	216.9	1.1e-64 multifunctional methyltransferase subunit TRM112
8469_0:003d6c	K07377	278.4	2475	0 neurexin
8469_0:003d6d	K05448	222	284.5	1.2e-84 vascular endothelial growth factor A
8469_0:003d6e	K20216	336.73	498.4	1.3e-149 dual specificity phosphatase 10 [EC:3.1.3.16 3.1.3.48]
8469_0:003d6e	K14165	151.57	151.8	1.2e-44 atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
8469_0:003d6f	K06070	577.43	1260	0 protein kinase D [EC:2.7.11.13]
8469_0:003d70	K17390	95.03	274	9e-82 sororin
8469_0:003d71	K16510	1325.03	1397.1	0 ribosomal protein S6 kinase alpha-4 [EC:2.7.11.1]
8469_0:003d72	K17339	322.43	872.4	7.8e-263 atlastin [EC:3.6.5.-]
8469_0:003d73	K08876	303.37	907.6	4.5e-273 SCY1-like protein 1
8469_0:003d74	K02321	106.6	802.6	2.4e-241 DNA polymerase alpha subunit B
8469_0:003d75	K01367	1260.93	1441.9	0 calpain-1 [EC:3.4.22.52]
8469_0:003d76	K17555	199	222.2	3.3e-66 protein phosphatase 1 regulatory subunit 14B
8469_0:003d77	K09569	223.57	273.2	6.5e-82 FK506-binding protein 2 [EC:5.2.1.8]
8469_0:003d77	K01802	52.67	128.4	1.7e-37 peptidylprolyl isomerase [EC:5.2.1.8]
8469_0:003d7b	K16307	1007.63	2241.3	0 serine/threonine-protein kinase MRCK [EC:2.7.11.1]
8469_0:003d7c	K27703	223.03	314.3	8.3e-94 spindlin interactor and repressor of chromatin-binding protein
8469_0:003d7d	K26954	220.97	524.3	6.8e-158 UDP-sugar diphosphatase [EC:3.6.1.45]
8469_0:003d80	K04414	1337.7	1535.5	0 mitogen-activated protein kinase kinase kinase kinase 2 [EC:2.7.11.1]
8469_0:003d81	K25573	643.67	851.9	5.1e-256 EH domain-binding protein 1-like protein 1
8469_0:003d82	K04569	201.2	474.9	8.3e-143 copper chaperone for superoxide dismutase
8469_0:003d82	K04565	84.5	191.2	1e-56 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
8469_0:003d83	K12483	724.13	1118.8	0 EH domain-containing protein 1
8469_0:003d83	K12469	956.07	973	2.6e-293 EH domain-containing protein 2
8469_0:003d84	K08203	874.43	1024.5	0 MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 6
8469_0:003d84	K08216	896.3	906.8	2.9e-273 MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 20
8469_0:003d85	K04419	1144.9	1348.3	0 mitogen-activated protein kinase kinase kinase 11 [EC:2.7.11.25]
8469_0:003d86	K07943	281.7	396.3	2.9e-119 ADP-ribosylation factor-like protein 2
8469_0:003d87	K22989	200	599	6.2e-180 integral membrane protein GPR137
8469_0:003d88	K05858	666.43	1660.1	0 phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]
8469_0:003d89	K13189	287.43	324.1	1.3e-96 RNA-binding protein 14
8469_0:003d8a	K14970	144.87	571.2	1.9e-171 menin
8469_0:003d8c	K17430	50.53	238.6	3.8e-71 large subunit ribosomal protein L49
8469_0:003d8e	K00688	81.5	1526.4	0 glycogen phosphorylase [EC:2.4.1.1]
8469_0:003d8f	K09524	122.9	328	4.6e-98 DnaJ homolog subfamily C member 4
8469_0:003d90	K01873	581.77	728.6	6.2e-219 valyl-tRNA synthetase [EC:6.1.1.9]
8469_0:003d92	K01482	101.57	254.4	1e-75 dimethylargininase [EC:3.5.3.18]
8469_0:003d94	K25824	677.27	950	6.8e-286 abhydrolase domain-containing protein 16A [EC:3.1.1.23 3.1.-.-]
8469_0:003d95	K19894	88.23	103	7.2e-30 sperm acrosome membrane-associated protein 4
8469_0:003d96	K19894	88.23	110.3	4.3e-32 sperm acrosome membrane-associated protein 4
8469_0:003d98	K05125	1040.67	1197.7	0 discoidin domain receptor family member 2 [EC:2.7.10.1]
8469_0:003d9a	K24021	150.83	252.5	1.4e-75 pleckstrin homology domain-containing family J
8469_0:003d9c	K11427	121.37	1297.2	0 [histone H3]-lysine79 N-trimethyltransferase [EC:2.1.1.360]
8469_0:003d9d	K12826	73.63	617.8	7.6e-186 splicing factor 3A subunit 2
8469_0:003d9e	K16548	226.63	276	1.9e-82 ornithine decarboxylase antizyme 1
8469_0:003d9f	K04665	251.43	715	4.9e-215 anti-mullerian hormone
8469_0:003da0	K23533	371.2	553.5	2.2e-166 leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein
8469_0:003da2	K23533	371.2	900.5	2.3e-271 leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein
8469_0:003da4	K28326	45.93	178.3	1.1e-52 protein FAM177
8469_0:003da5	K23704	494.6	1552	0 transport and golgi organization protein 1
8469_0:003da6	K24680	1207.43	1656.1	0 protein dispatched 1
8469_0:003da7	K15212	81.27	676.7	1.2e-203 TATA box-binding protein-associated factor RNA polymerase I subunit A
8469_0:003da9	K10168	493.07	1205	0 toll-like receptor 5
8469_0:003daa	K23822	349.3	1020.9	0 sushi domain-containing protein 4
8469_0:003dac	K23088	139.73	863.4	6.9e-260 vitamin A receptor/transporter (stra6) family protein
8469_0:003dae	K04358	176.83	230.7	1.2e-68 fibroblast growth factor
8469_0:003daf	K23855	252.6	353.8	3.4e-106 Kv channel-interacting protein
8469_0:003db0	K15719	470.87	1317.2	0 protein O-GlcNAcase / histone acetyltransferase [EC:3.2.1.169 2.3.1.48]
8469_0:003db1	K11278	158.07	240.3	6.6e-72 nucleophosmin 3
8469_0:003db2	K05514	99.37	126.9	1.8e-37 C-C motif chemokine 1
8469_0:003db4	K17599	227.93	411.8	2.7e-123 transmembrane protein 132
8469_0:003db5	K16631	154	162.4	6.3e-48 angiogenin [EC:3.1.27.-]
8469_0:003db7	K10333	435.07	521.3	4.1e-157 ankyrin repeat and SOCS box protein 11
8469_0:003db8	K10752	282.5	752.3	1.1e-226 histone-binding protein RBBP4
8469_0:003db9	K11465	957.1	1117.4	0 sex comb on midleg-like protein 2
8469_0:003dba	K09452	233.57	403.7	6.2e-121 homeobox protein aristaless-related
8469_0:003dbb	K20068	153.13	621.7	1.1e-186 RalBP1-associated Eps domain-containing protein
8469_0:003dbc	K24209	73	173.8	9.8e-52 small muscular protein
8469_0:003dbd	K27846	145.97	913.2	7.8e-275 BEN domain-containing protein 2
