gene_name	KO	thrshld	score	E-value KO definition
1415176_0:003bb2	K18037	1219.13	1510.7	0 tyrosine-protein phosphatase non-receptor type 4 [EC:3.1.3.48]
1415176_0:003bb4	K07831	336.2	486.2	1.7e-146 Ras-related protein M-Ras
1415176_0:003bb6	K23963	813.83	1001.5	1.8e-301 band 4.1-like protein 5
1415176_0:003bb7	K04180	533.77	581.8	3.4e-175 C-C chemokine receptor type 5
1415176_0:003bb7	K04179	459.97	470.6	3.3e-141 C-C chemokine receptor type 4
1415176_0:003bb8	K06732	367.67	1058.5	0 CUB domain-containing protein 1
1415176_0:003bb9	K10379	305.33	337.8	7.1e-101 phakinin
1415176_0:003bba	K04184	458.33	609.2	3.3e-183 C-C chemokine receptor type 9
1415176_0:003bbb	K12589	222.77	424.9	2.1e-127 exosome complex component RRP42
1415176_0:003bbc	K16682	379.17	434.3	5.5e-130 LIM domain-containing protein
1415176_0:003bbd	K01869	396.07	1013.5	0 leucyl-tRNA synthetase [EC:6.1.1.4]
1415176_0:003bbe	K04180	533.77	557.1	1.1e-167 C-C chemokine receptor type 5
1415176_0:003bbf	K11087	81.7	247.7	2.8e-74 small nuclear ribonucleoprotein D1
1415176_0:003bc1	K17520	248.43	357.5	1.5e-107 C-type lectin domain family 3 member B
1415176_0:003bc2	K04184	458.33	623.3	1.8e-187 C-C chemokine receptor type 9
1415176_0:003bc3	K05048	936.57	991	2.4e-298 solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20
1415176_0:003bc4	K04193	376.93	432.1	1.1e-129 XC chemokine receptor 1
1415176_0:003bc5	K21954	218.6	1700.3	0 FYVE and coiled-coil domain-containing protein 1
1415176_0:003bc6	K20029	213.93	493.3	2e-148 palmitoyltransferase ZDHHC3/7/25 [EC:2.3.1.225]
1415176_0:003bc8	K19400	90.2	571.6	7.4e-172 leucine zipper transcription factor-like protein 1
1415176_0:003bc9	K04180	533.77	582.5	2.1e-175 C-C chemokine receptor type 5
1415176_0:003bc9	K04179	459.97	476.7	4.7e-143 C-C chemokine receptor type 4
1415176_0:003bca	K04191	439.23	555.8	1.7e-167 C-X-C chemokine receptor type 6
1415176_0:003bcb	K21797	578.27	871.2	3.2e-262 phosphatidylinositol 4-phosphatase [EC:3.1.3.-]
1415176_0:003bcc	K10728	276.6	1041.4	0 topoisomerase (DNA) II binding protein 1
1415176_0:003bcd	K03010	1410.5	2503.6	0 DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6]
1415176_0:003bce	K28212	65.33	235.2	3.7e-70 OB-RGRP/VPS55 family protein
1415176_0:003bd0	K09222	274.33	1225.3	0 RE1-silencing transcription factor
1415176_0:003bd2	K19832	226.1	509.7	6e-153 nitric oxide-associated protein 1
1415176_0:003bd3	K03108	120.23	886.1	1.5e-266 signal recognition particle subunit SRP72
1415176_0:003bd4	K04257	107.23	297	1.5e-88 olfactory receptor
1415176_0:003bd6	K25647	94.17	391.5	1.2e-117 enkurin
1415176_0:003bd9	K24196	420.63	492.5	2e-148 phosphoribosyltransferase domain-containing protein 1
1415176_0:003bd9	K00760	82.63	342.5	1.8e-102 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
1415176_0:003bda	K20315	372.03	1667.9	0 Rho GTPase-activating protein 21/23
1415176_0:003bdb	K04257	107.23	288.8	4.2e-86 olfactory receptor
1415176_0:003bdc	K04257	107.23	289.4	2.9e-86 olfactory receptor
1415176_0:003bde	K04257	107.23	284.9	6.6e-85 olfactory receptor
1415176_0:003bdf	K04257	107.23	302.6	2.8e-90 olfactory receptor
1415176_0:003be4	K08187	608.43	705.7	3.4e-212 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10
1415176_0:003be5	K05703	997.33	1089.4	0 tyrosine-protein kinase Fyn [EC:2.7.10.2]
1415176_0:003be6	K10391	424.3	993.2	2.8e-299 tubulin epsilon
1415176_0:003be7	K15203	46	279.7	1.8e-83 general transcription factor 3C polypeptide 6
1415176_0:003be8	K02350	697.5	2523.5	0 DNA polymerase zeta [EC:2.7.7.7]
1415176_0:003be9	K02208	346	524.6	1.9e-157 cyclin-dependent kinase 8/11 [EC:2.7.11.22 2.7.11.23]
1415176_0:003bea	K14847	85.67	560.1	8.1e-169 ribosome production factor 2
1415176_0:003beb	K01611	15.33	493.1	4.2e-148 S-adenosylmethionine decarboxylase [EC:4.1.1.50]
1415176_0:003bec	K21124	42.43	583.1	6.1e-175 adaptor protein CIKS
1415176_0:003bee	K06241	1984.8	2888.7	0 laminin, alpha 4
1415176_0:003bef	K23090	489.43	706.2	1.5e-212 CCN family member 6
1415176_0:003bf0	K08175	143.5	706.5	1.2e-212 MFS transporter, FHS family, Na+ dependent glucose transporter 1
1415176_0:003bf1	K27755	268.17	890.4	1.1e-267 FAST kinase domain-containing protein 3
1415176_0:003bf2	K28109	36.23	253.2	2e-75 cilia- and flagella-associated protein 90
1415176_0:003bf3	K06841	523.2	838.4	6.2e-252 semaphorin 5
1415176_0:003bf4	K00597	440.6	699.4	2.8e-210 methionine synthase reductase [EC:1.16.1.8]
1415176_0:003bf7	K27998	53.7	717.1	2e-215 regulator of DNA class I crossover intermediates 1
1415176_0:003bf8	K08150	496.73	847.7	2.9e-255 MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
1415176_0:003bfa	K06027	332.8	1349.9	0 vesicle-fusing ATPase [EC:3.6.4.6]
1415176_0:003bfb	K07937	413.3	450.2	2e-135 ADP-ribosylation factor 1/2
1415176_0:003bfc	K08496	73.73	196.6	3.3e-58 golgi SNAP receptor complex member 2
1415176_0:003bfd	K01064	345.87	557.8	9e-168 wingless-type MMTV integration site family, member 9
1415176_0:003bfe	K00312	479.03	861.5	1.6e-259 wingless-type MMTV integration site family, member 3
1415176_0:003bff	K00727	533.73	597.7	1.1e-179 beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase [EC:2.4.1.102]
1415176_0:003c00	K08654	999.9	1803.1	0 proprotein convertase subtilisin/kexin type 5 [EC:3.4.21.-]
1415176_0:003c03	K01759	76.5	222.4	3.5e-66 lactoylglutathione lyase [EC:4.4.1.5]
1415176_0:003c04	K10481	194.37	813.5	1.2e-244 BTB/POZ domain-containing protein 9
1415176_0:003c05	K07375	515.53	1019.1	0 tubulin beta
1415176_0:003c08	K08835	403.23	535	1.9e-160 serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
1415176_0:003c09	K04421	741.17	857.3	6.1e-258 mitogen-activated protein kinase kinase kinase 3 [EC:2.7.11.25]
1415176_0:003c0b	K17494	170.7	632.9	5.5e-190 cysteine/serine-rich nuclear protein
1415176_0:003c0c	K25548	291	1735.5	0 deleted in lung and esophageal cancer protein 1
1415176_0:003c0d	K25656	378.87	651.7	6.3e-196 cryptochrome
1415176_0:003c0e	K05761	916.57	1330.7	0 villin
1415176_0:003c0f	K15365	51.77	122.8	5.4e-36 RecQ-mediated genome instability protein 2
1415176_0:003c10	K27381	755.9	2481	0 xin actin-binding repeat-containing protein
1415176_0:003c12	K24178	2037	2410.7	0 tetratricopeptide repeat protein 21A
1415176_0:003c14	K04729	114.3	254.6	1e-75 myeloid differentiation primary response protein MyD88
1415176_0:003c15	K08209	647.17	920.1	6.7e-277 MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 13
1415176_0:003c15	K08202	602.5	626.5	3.7e-188 MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5
1415176_0:003c16	K02685	96.07	599.1	7.5e-180 DNA primase large subunit
1415176_0:003c17	K17843	542.23	638.4	5.9e-192 KH domain-containing, RNA-binding, signal transduction-associated protein 2
1415176_0:003c18	K22555	245.33	1283.1	0 TBC1 domain family member 23
1415176_0:003c19	K08464	362.17	891.5	2.8e-268 adhesion G-protein coupled receptor G7
1415176_0:003c1a	K09292	94.73	558.2	9.4e-168 protein TFG
1415176_0:003c1b	K13566	278.7	406.9	5e-122 omega-amidase [EC:3.5.1.3]
1415176_0:003c1c	K17768	161.5	898.8	9.3e-271 mitochondrial import receptor subunit TOM70
1415176_0:003c1e	K27698	1218.13	1228.7	0 filamin-A-interacting protein 1
1415176_0:003c1f	K14784	80.6	327.6	4.5e-98 protein CMS1
1415176_0:003c21	K26935	95.87	330.5	1.2e-98 cell cycle control protein 50
1415176_0:003c22	K24477	691.93	1138.4	0 target of Nesh-SH3
1415176_0:003c23	K09228	360.37	794.7	5.8e-239 KRAB domain-containing zinc finger protein
1415176_0:003c24	K09228	360.37	655.9	5.8e-197 KRAB domain-containing zinc finger protein
1415176_0:003c25	K09228	360.37	463	1.2e-138 KRAB domain-containing zinc finger protein
1415176_0:003c26	K06999	87.23	254	1.5e-75 phospholipase/carboxylesterase
1415176_0:003c27	K19408	608.47	846.3	4e-255 sushi repeat-containing protein SRPX2
1415176_0:003c28	K17780	67.2	177.9	1e-52 mitochondrial import inner membrane translocase subunit TIM8
1415176_0:003c29	K07900	404.2	466.9	8.3e-141 Ras-related protein Rab-9B
1415176_0:003c2a	K16499	1075.9	1287.7	0 protocadherin delta 2
1415176_0:003c2b	K07055	196.73	615.1	7.6e-185 tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]
1415176_0:003c2c	K17767	228.6	700.4	1.7e-210 AH receptor-interacting protein
1415176_0:003c2d	K14407	104.4	487.2	2.6e-146 cleavage stimulation factor subunit 2
1415176_0:003c2e	K17271	226.83	498.5	2.2e-150 myelin proteolipid protein
1415176_0:003c31	K07961	351.37	397	8e-119 ADP-ribosylation factor-like protein 13A
1415176_0:003c32	K22733	49.97	496.6	4.3e-149 magnesium transporter
1415176_0:003c33	K11501	89.5	1048.6	0 centromere protein I
1415176_0:003c34	K17598	266.33	742.5	2.7e-223 synaptotagmin-like protein
1415176_0:003c35	K07370	1055.23	1340.4	0 Bruton agammaglobulinemia tyrosine kinase [EC:2.7.10.2]
1415176_0:003c36	K01189	619.57	813.4	1.6e-245 alpha-galactosidase [EC:3.2.1.22]
1415176_0:003c36	K07407	69.8	363.3	1.5e-108 alpha-galactosidase [EC:3.2.1.22]
1415176_0:003c37	K15331	493.2	795.8	2.2e-239 tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]
1415176_0:003c38	K03132	50.17	447.2	4.1e-134 transcription initiation factor TFIID subunit 7
1415176_0:003c39	K26241	82.27	236.7	1.9e-70 novel acetylcholine receptor chaperone
1415176_0:003c3a	K26675	78.53	230	2.8e-68 fibrous sheath-interacting protein 2
1415176_0:003c3c	K02929	22.63	281.6	4.6e-84 large subunit ribosomal protein L44e
1415176_0:003c3d	K26809	638.7	801.8	1.2e-241 XK-related protein 2
1415176_0:003c3e	K17295	364.87	402.5	7.3e-121 tetraspanin-6
1415176_0:003c3e	K06571	281.8	371.1	2.4e-111 tetraspanin-7
1415176_0:003c3f	K08008	949.3	1027.3	0 NADPH oxidase 1
1415176_0:003c43	K04328	446	473.6	3.8e-142 free fatty acid receptor 2
1415176_0:003c44	K01510	622.83	697	1.2e-209 apyrase [EC:3.6.1.5]
1415176_0:003c46	K23844	149.13	845.9	1.2e-254 NMDA receptor synaptonuclear signaling and neuronal migration factor
1415176_0:003c49	K01510	622.83	719.8	1.5e-216 apyrase [EC:3.6.1.5]
1415176_0:003c4b	K24629	152.5	486.2	9.3e-146 ubiquitin-associated protein 1
1415176_0:003c4e	K14137	112.3	474.6	1.7e-142 protein prenyltransferase alpha subunit repeat containing protein 1
1415176_0:003c4f	K23308	71.47	295.9	3.8e-88 nuclear fragile X mental retardation-interacting protein 1
1415176_0:003c50	K05478	166.5	271.8	5.1e-81 tumor necrosis factor ligand superfamily member 15
1415176_0:003c53	K15209	110.13	113.4	8.1e-33 snRNA-activating protein complex subunit 2
1415176_0:003c56	K02866	89.97	476.9	1.7e-143 large subunit ribosomal protein L10e
1415176_0:003c57	K11995	429.67	437.4	2.7e-131 deoxyribonuclease-1-like protein [EC:3.1.21.-]
1415176_0:003c5b	K09627	143.67	591.5	5.6e-178 serine protease 23 [EC:3.4.21.-]
1415176_0:003c5c	K09511	618.73	757.5	1e-227 DnaJ homolog subfamily B member 5
1415176_0:003c5d	K04591	852.97	880.6	6.1e-265 adhesion G protein-coupled receptor E1
1415176_0:003c5d	K08444	727.9	799.9	1.2e-240 adhesion G protein-coupled receptor E3
1415176_0:003c5e	K12812	427.67	730.8	6.4e-220 ATP-dependent RNA helicase UAP56/SUB2 [EC:5.6.2.7]
1415176_0:003c5f	K02320	484.3	1962.1	0 DNA polymerase alpha subunit A [EC:2.7.7.7]
1415176_0:003c61	K27541	1103.27	1437	0 zinc finger X/Y-chromosomal protein
1415176_0:003c62	K03242	200.27	1002.7	2.2e-302 translation initiation factor 2 subunit 3
1415176_0:003c63	K09452	233.57	441.6	2.7e-132 homeobox protein aristaless-related
1415176_0:003c64	K00968	226.37	635.1	6.4e-191 choline-phosphate cytidylyltransferase [EC:2.7.7.15]
1415176_0:003c65	K14360	95.23	425.3	1.2e-127 organic solute transporter subunit alpha
1415176_0:003c67	K19201	235.17	667.6	4.4e-201 Sin3 histone deacetylase corepressor complex component SDS3
1415176_0:003c68	K04429	530.8	1752.3	0 thousand and one amino acid protein kinase [EC:2.7.11.1]
1415176_0:003c69	K06910	167.97	252.2	5.9e-75 phosphatidylethanolamine-binding protein
1415176_0:003c6a	K04257	107.23	296.4	2.2e-88 olfactory receptor
1415176_0:003c6d	K00699	158.67	249.7	3.6e-74 glucuronosyltransferase [EC:2.4.1.17]
1415176_0:003c6e	K19680	163.53	418.3	3.3e-125 TRAF3-interacting protein 1
1415176_0:003c6f	K11869	385.97	1376.6	0 ubiquitin carboxyl-terminal hydrolase 40 [EC:3.4.19.12]
1415176_0:003c70	K09228	360.37	1060.4	0 KRAB domain-containing zinc finger protein
1415176_0:003c70	K09191	325.1	370.2	1.4e-110 general transcription factor IIIA
1415176_0:003c73	K16500	762.2	1903.1	0 protocadherin-15
1415176_0:003c74	K02165	79.03	325.6	2.7e-97 dickkopf 1/2/4
1415176_0:003c75	K16659	566.63	857.4	2.3e-258 reticulon-4 receptor
1415176_0:003c79	K20242	451.8	1091.3	0 ecotropic viral integration site 5 protein
1415176_0:003c7a	K09223	201.7	295.4	6.7e-88 growth factor independent 1
1415176_0:003c7f	K09228	360.37	1016.8	0 KRAB domain-containing zinc finger protein
1415176_0:003c7f	K09191	325.1	341.7	6e-102 general transcription factor IIIA
1415176_0:003c80	K09229	548.93	569.1	1.2e-170 KRAB and SCAN domains-containing zinc finger protein
1415176_0:003c80	K09228	360.37	465.2	2.7e-139 KRAB domain-containing zinc finger protein
1415176_0:003c80	K09191	325.1	413.3	1.2e-123 general transcription factor IIIA
1415176_0:003c81	K08810	4989.1	5592.5	0 triple functional domain protein [EC:2.7.11.1]
1415176_0:003c82	K04257	107.23	435.2	1.7e-130 olfactory receptor
1415176_0:003c83	K04257	107.23	436.6	6.4e-131 olfactory receptor
1415176_0:003c84	K04257	107.23	446	9.4e-134 olfactory receptor
1415176_0:003c85	K04257	107.23	449	1.1e-134 olfactory receptor
1415176_0:003c86	K04257	107.23	427.5	3.7e-128 olfactory receptor
1415176_0:003c87	K04257	107.23	458.8	1.2e-137 olfactory receptor
1415176_0:003c88	K07906	385.4	471.5	9.6e-142 Ras-related protein Rab-25
1415176_0:003c89	K20398	57.8	242.5	1.7e-72 ragulator complex protein LAMTOR2
1415176_0:003c8b	K05767	370.13	1536.9	0 Ras GTPase-activating-like protein IQGAP2/3
1415176_0:003c8c	K07904	407.63	435.3	5.4e-131 Ras-related protein Rab-11A
1415176_0:003c8d	K09262	725.4	811.6	2.2e-244 MADS-box transcription enhancer factor 2D
1415176_0:003c8e	K04523	406.93	889.4	2.1e-267 ubiquilin
1415176_0:003c90	K15686	108.13	570.5	2.9e-171 RNA-binding protein MEX3 [EC:2.3.2.27]
1415176_0:003c93	K13024	447.43	1883	0 inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase [EC:2.7.4.24]
1415176_0:003c94	K10429	400.93	2085.2	0 microtubule-associated protein 1
1415176_0:003c95	K14709	111.5	260.5	2.3e-77 solute carrier family 39 (zinc transporter), member 1/2/3
1415176_0:003c96	K25453	54.93	157.7	2e-46 cocaine- and amphetamine-regulated transcript protein
1415176_0:003c97	K08056	565.6	884.8	1.1e-266 protein disulfide-isomerase A3 [EC:5.3.4.1]
1415176_0:003c98	K16890	232.63	741.2	4.3e-223 cation channel sperm-associated protein 2
1415176_0:003c99	K16571	303.13	1140.5	0 gamma-tubulin complex component 4
1415176_0:003c9b	K13110	37.4	425.8	2.3e-127 pre-mRNA-splicing factor MFAP1/SPP381
1415176_0:003c9c	K15183	135.5	433.5	1.2e-129 RNA polymerase II elongation factor ELL
1415176_0:003c9d	K20915	149.23	1804.7	0 tumor suppressor p53-binding protein 1
1415176_0:003c9e	K00933	781.23	804.4	3e-242 creatine kinase [EC:2.7.3.2]
1415176_0:003c9f	K09574	245.33	379.1	1.4e-113 FK506-binding protein 8 [EC:5.2.1.8]
1415176_0:003ca0	K05767	370.13	1728.2	0 Ras GTPase-activating-like protein IQGAP2/3
1415176_0:003ca1	K24177	684.13	822.5	3.1e-247 serine incorporator 4
1415176_0:003ca2	K09228	360.37	912.1	1.9e-274 KRAB domain-containing zinc finger protein
1415176_0:003ca2	K09191	325.1	358.6	4.5e-107 general transcription factor IIIA
1415176_0:003ca3	K26584	517.9	1799.3	0 zinc finger protein 541
1415176_0:003ca4	K09337	450.5	515.2	1e-154 cone-rod homeobox protein
1415176_0:003ca4	K18490	446.97	448.4	1.6e-134 homeobox protein OTX2
1415176_0:003ca5	K23295	80.83	799.2	2.1e-240 KICSTOR complex protein kaptin
1415176_0:003ca6	K11253	223.83	285.1	1.1e-84 histone H3
1415176_0:003ca7	K25612	438.67	2222.6	0 BRD4-interacting chromatin-remodeling complex-associated protein
1415176_0:003ca8	K09665	488.07	601.2	1.1e-180 beta-1,3-N-acetylglucosaminyltransferase 8 [EC:2.4.1.-]
1415176_0:003ca9	K04740	972.73	1006.6	4.6e-303 calpain-12 [EC:3.4.22.-]
1415176_0:003caa	K00166	421.57	833.6	7.6e-251 2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4]
1415176_0:003cac	K05849	332.63	974.8	2.6e-293 solute carrier family 8 (sodium/calcium exchanger)
1415176_0:003cad	K24637	431.77	555.2	1.7e-166 zinc finger BED domain-containing protein 1 (E3 SUMO-protein ligase ZBED1) [EC:2.3.2.-]
1415176_0:003cb0	K15296	112.9	514.5	1.3e-154 alpha-soluble NSF attachment protein
1415176_0:003cb1	K15133	165.03	1073.5	0 mediator of RNA polymerase II transcription subunit 17
1415176_0:003cb3	K16763	162.4	274.3	1.2e-81 centrosomal protein CEP63
1415176_0:003cb5	K26251	174.87	1674.3	0 centrosomal protein CEP295
1415176_0:003cb6	K15215	189.33	347.1	1.1e-103 TATA box-binding protein-associated factor RNA polymerase I subunit D
1415176_0:003cb7	K20526	111.3	300	1.3e-89 transgelin
1415176_0:003cb8	K10055	234.83	581.9	1.5e-174 zinc finger and BTB domain-containing protein 16
1415176_0:003cb9	K08760	210.97	424.6	3.4e-127 apolipoprotein A-IV
1415176_0:003cba	K04819	345.33	485	1.9e-145 5-hydroxytryptamine receptor 3
1415176_0:003cbb	K08759	56.3	126.4	7.7e-37 apolipoprotein C-III
1415176_0:003cbc	K06874	60.97	394.6	3.5e-118 zinc finger protein ZPR1
1415176_0:003cbd	K06087	63.4	178.4	1e-52 claudin
1415176_0:003cbf	K13288	62.03	382.7	5.3e-115 oligoribonuclease [EC:3.1.-.-]
1415176_0:003cc0	K13106	58.23	591.9	7.8e-178 pre-mRNA-splicing factor CWC26
1415176_0:003cc2	K08757	198.97	344.5	5e-103 apolipoprotein A-I
1415176_0:003cc3	K21122	1600.7	2041	0 ubiquitin carboxyl-terminal hydrolase 28 [EC:3.4.19.12]
1415176_0:003cc4	K06781	515.2	897.8	1.7e-270 cell adhesion molecule 1
1415176_0:003cc5	K04521	599.53	620.7	1.1e-186 beta-site APP-cleaving enzyme 1 (memapsin 2) [EC:3.4.23.46]
1415176_0:003cc7	K16795	230.7	500.1	2.4e-150 platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47]
1415176_0:003cc8	K08673	762.43	1337.3	0 proprotein convertase subtilisin/kexin type 7 [EC:3.4.21.-]
1415176_0:003cca	K13702	279.2	360.6	8e-108 abhydrolase domain-containing protein 10 [EC:3.1.1.93]
1415176_0:003ccb	K00541	299.47	434.2	2e-130 nicotinamide N-methyltransferase [EC:2.1.1.1]
1415176_0:003ccc	K04819	345.33	596.1	4.3e-179 5-hydroxytryptamine receptor 3
1415176_0:003ccd	K09025	351.4	626.8	7.9e-189 apolipoprotein A-V
1415176_0:003cce	K19009	752.73	1493.9	0 serine/threonine-protein kinase SIK3 [EC:2.7.11.1]
1415176_0:003cd2	K19024	79.43	327.8	2.9e-98 AP-5 complex subunit sigma-1
1415176_0:003cd3	K06645	626.83	633.5	2.5e-190 M-phase inducer phosphatase 1 [EC:3.1.3.48]
1415176_0:003cd3	K05866	492	594.4	1.8e-178 M-phase inducer phosphatase 2 [EC:3.1.3.48]
1415176_0:003cd4	K25614	103.43	357.6	4e-107 sperm flagellar protein 1
1415176_0:003cd7	K23896	81.1	239.8	3.1e-71 proline-rich transmembrane protein 1
1415176_0:003cd8	K16655	191.1	277.2	6.5e-83 melanoma inhibitory activity protein
1415176_0:003cda	K04975	644.8	880	1.2e-264 transient receptor potential cation channel subfamily V member 6
1415176_0:003cdc	K04975	644.8	959.9	8.2e-289 transient receptor potential cation channel subfamily V member 6
1415176_0:003cdd	K05114	1580.4	1909.6	0 Eph receptor B6 [EC:2.7.10.1]
1415176_0:003cde	K18498	583.23	603.7	1.4e-181 dual specificity phosphatase 9 [EC:3.1.3.16 3.1.3.48]
1415176_0:003cde	K04459	312.7	335.4	2.7e-100 dual specificity MAP kinase phosphatase [EC:3.1.3.16 3.1.3.48]
1415176_0:003cdf	K25386	1082.8	1558.8	0 BMP/retinoic acid-inducible neural-specific protein 2/3
1415176_0:003ce3	K01285	596.53	782.2	2.6e-235 lysosomal Pro-X carboxypeptidase [EC:3.4.16.2]
1415176_0:003ce4	K07917	282.1	446.7	1.6e-134 Ras-related protein Rab-30
1415176_0:003ce5	K17593	224.83	390.1	1.9e-116 ankyrin repeat domain-containing protein 42
1415176_0:003ce7	K14400	388.83	438.1	3.7e-131 pre-mRNA cleavage complex 2 protein Pcf11
1415176_0:003ce9	K24156	189	584.9	7.5e-176 GDNF family receptor alpha-like
1415176_0:003cea	K23930	377.7	385	3.9e-115 protein FAM83
1415176_0:003ceb	K04663	684.47	811.7	1.2e-244 bone morphogenetic protein 5
1415176_0:003ceb	K16621	642.57	646.3	2.5e-194 bone morphogenetic protein 7
1415176_0:003ced	K01640	138.93	525	2e-157 hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
1415176_0:003cee	K09556	99.5	338.6	1.5e-101 BCL2-associated athanogene 2
1415176_0:003cef	K16629	767	1613.5	0 collagen type XXI alpha
1415176_0:003cf0	K27847	119.3	590.1	2.5e-177 BEN domain-containing protein 6
1415176_0:003cf1	K04239	352.37	632.6	2.5e-190 hypocretin (orexin) receptor 2
1415176_0:003cf2	K25176	218.33	1706	0 E3 SUMO-protein ligase ZNF451 [EC:2.3.2.-]
1415176_0:003cf3	K06234	271.47	447.2	1e-134 Ras-related protein Rab-23
1415176_0:003cf4	K02685	96.07	140.6	4.1e-41 DNA primase large subunit
1415176_0:003cf7	K19017	832.8	1492.4	0 interphotoreceptor matrix proteoglycan 2
1415176_0:003cf8	K10498	245.07	1895.8	0 zinc finger and BTB domain-containing protein 11
1415176_0:003cf9	K02896	28.63	217.8	8.8e-65 large subunit ribosomal protein L24e
1415176_0:003cfb	K08596	507.33	529.6	1e-158 sentrin-specific protease 7 [EC:3.4.22.68]
1415176_0:003cfd	K14242	345.93	871.8	2.2e-262 NF-kappa-B inhibitor zeta
1415176_0:003cfe	K16717	165.2	1043.4	0 centrosomal protein CEP97
1415176_0:003cff	K09680	543.97	682.6	2.2e-205 type II pantothenate kinase [EC:2.7.1.33]
1415176_0:003d00	K06850	2717.67	2840.6	0 slit 3
1415176_0:003d01	K10668	215.77	476.3	3e-143 E3 ubiquitin-protein ligase RNF138 [EC:2.3.2.27]
1415176_0:003d04	K08606	810.13	1193.6	0 meprin B [EC:3.4.24.63]
1415176_0:003d05	K16895	352	992.4	1e-298 cation channel sperm-associated protein subunit delta
1415176_0:003d06	K20305	169.47	1438.9	0 trafficking protein particle complex subunit 8
1415176_0:003d08	K12170	212.13	327.6	3e-98 E3 ubiquitin-protein ligase RNF125 [EC:2.3.2.27]
1415176_0:003d09	K25794	193.33	480.4	4e-144 histone H4 transcription factor
1415176_0:003d0a	K24805	870.53	1808.2	0 zinc finger and BTB domain-containing protein 21
1415176_0:003d0b	K24499	672.93	1665.6	0 uromodulin-like 1
1415176_0:003d0c	K24647	336.27	2250	0 PR domain zinc finger protein 15 [EC:2.1.1.-]
1415176_0:003d0d	K26240	218.17	923.3	9.1e-278 phospholipid transfer protein
1415176_0:003d0e	K04828	714.9	811.2	2.1e-244 acid-sensing ion channel 2
1415176_0:003d0f	K10694	51.43	81.8	3.4e-23 E3 ubiquitin-protein ligase ZNRF1/2 [EC:2.3.2.27]
1415176_0:003d10	K15691	399.7	797.7	7.1e-240 E3 ubiquitin-protein ligase RFWD3 [EC:2.3.2.27]
1415176_0:003d12	K08849	229	758.1	3e-228 mixed lineage kinase domain-like [EC:2.7.11.1]
1415176_0:003d13	K20409	430.97	1101.8	0 SEA/GATOR complex protein SEA3/WDR59
1415176_0:003d14	K19703	337.57	588.6	4.7e-177 4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase [EC:1.14.18.6]
1415176_0:003d15	K10072	212.27	271.9	4.4e-81 C-type lectin domain family 2 member D
1415176_0:003d16	K10072	212.27	261.7	5.8e-78 C-type lectin domain family 2 member D
1415176_0:003d17	K10075	210.27	220.4	2.6e-65 killer cell lectin-like receptor subfamily F member 1
1415176_0:003d19	K02267	48.37	144.2	2e-42 cytochrome c oxidase subunit 6b
1415176_0:003d1a	K04257	107.23	162	1.2e-47 olfactory receptor
1415176_0:003d1b	K04257	107.23	292.7	2.8e-87 olfactory receptor
1415176_0:003d1c	K04257	107.23	295.9	3e-88 olfactory receptor
1415176_0:003d1f	K14938	303.67	615	1.3e-184 cholesterol 7-desaturase [EC:1.14.19.21]
1415176_0:003d21	K23603	87.5	122.4	1.4e-35 serine protease inhibitor Kazal-type 6/7/9
1415176_0:003d22	K05425	149.33	358.1	3.4e-107 interleukin 12B
1415176_0:003d23	K10313	508.73	1865.9	0 F-box protein 38
1415176_0:003d24	K23603	87.5	90.1	1e-25 serine protease inhibitor Kazal-type 6/7/9
1415176_0:003d25	K04160	383.03	714.3	3.5e-215 5-hydroxytryptamine receptor 4
1415176_0:003d28	K02920	46.23	178.8	8.3e-53 large subunit ribosomal protein L36e
1415176_0:003d29	K08675	1166.2	1673.3	0 ATP-dependent Lon protease [EC:3.4.21.53]
1415176_0:003d2b	K17781	67.23	197	1.8e-58 mitochondrial import inner membrane translocase subunit TIM13
1415176_0:003d2c	K03956	66.63	213.8	1.2e-63 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11
1415176_0:003d2d	K15304	118.53	414.7	4.5e-124 Ran-binding protein 3
1415176_0:003d2e	K05617	908.87	971.2	9.2e-293 solute carrier family 1 (high affinity glutamate/aspartate transporter), member 6
1415176_0:003d2e	K05614	876.13	876.6	4.9e-264 solute carrier family 1 (glial high affinity glutamate transporter), member 3
