gene_name	KO	thrshld	score	E-value KO definition
13735_0:004458	K08056	565.6	823.5	3.3e-248 protein disulfide-isomerase A3 [EC:5.3.4.1]
13735_0:004459	K15183	135.5	166.7	5.5e-49 RNA polymerase II elongation factor ELL
13735_0:00445a	K28128	49.1	108.8	1.2e-31 huntingtin-interacting protein K
13735_0:00445b	K14709	111.5	197.7	1.9e-58 solute carrier family 39 (zinc transporter), member 1/2/3
13735_0:00445c	K16890	232.63	736.6	8.7e-222 cation channel sperm-associated protein 2
13735_0:00445e	K04257	107.23	275	5.7e-82 olfactory receptor
13735_0:00445f	K04257	107.23	290.1	1.5e-86 olfactory receptor
13735_0:004460	K04257	107.23	229.9	2.7e-68 olfactory receptor
13735_0:004462	K04257	107.23	411.1	3e-123 olfactory receptor
13735_0:004463	K04257	107.23	291.1	7.1e-87 olfactory receptor
13735_0:004464	K09228	360.37	571.4	1.7e-171 KRAB domain-containing zinc finger protein
13735_0:004465	K18082	633.1	1599.4	0 myotubularin-related protein 3/4 [EC:3.1.3.48 3.1.3.64 3.1.3.95]
13735_0:004466	K05419	105.4	169.6	3.3e-50 leukemia inhibitory factor
13735_0:004467	K09228	360.37	717.8	9.1e-216 KRAB domain-containing zinc finger protein
13735_0:004468	K24135	163.87	548.3	1.5e-164 MORC family CW-type zinc finger protein
13735_0:00446a	K09456	288.93	363	1.6e-108 putative acyl-CoA dehydrogenase
13735_0:00446b	K12778	77.83	425.7	1.6e-127 meiosis-specific protein
13735_0:00446c	K15031	19.33	88.7	1.5e-25 mitochondrial transcription termination factor family protein
13735_0:00446d	K08801	682.93	1527.8	0 PAS domain containing serine/threonine kinase [EC:2.7.11.1]
13735_0:00446e	K17550	189.2	507.5	2.2e-152 protein phosphatase 1 regulatory subunit 7
13735_0:004473	K00709	450	591.7	4.4e-178 histo-blood group ABO system transferase [EC:2.4.1.40 2.4.1.37]
13735_0:004474	K06173	219.5	388.5	2.2e-116 tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
13735_0:00447b	K15164	98.07	422.6	1.7e-126 mediator of RNA polymerase II transcription subunit 13
13735_0:00447e	K16352	115.53	442.8	5.8e-133 sialic acid binding Ig-like lectin 15
13735_0:00447f	K16063	869.3	1202	0 E3 SUMO-protein ligase PIAS2 [EC:2.3.2.-]
13735_0:004480	K04501	359.93	1055.9	0 mothers against decapentaplegic homolog 4
13735_0:004481	K24225	215.73	738.9	2.9e-222 cilia- and flagella-associated protein 53
13735_0:004482	K16584	66.13	388.9	8.9e-117 HAUS augmin-like complex subunit 1
13735_0:004483	K04500	980.9	1095.7	0 mothers against decapentaplegic homolog 2
13735_0:004483	K23605	980.3	996.2	3.6e-300 mothers against decapentaplegic homolog 3
13735_0:004485	K07508	529.37	891.4	3.1e-268 acetyl-CoA acyltransferase 2 [EC:2.3.1.16]
13735_0:004485	K00626	503.6	514.8	2.3e-154 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
13735_0:004486	K08716	226.87	776.3	4.2e-234 solute carrier family 14 (urea transporter)
13735_0:004487	K28352	37.87	138	1.2e-40 UPF0729 protein C18orf32
13735_0:004488	K02132	981.7	1098.9	0 F-type H+-transporting ATPase subunit alpha
13735_0:004488	K02111	418.73	871	3e-262 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
13735_0:004489	K07767	446.37	642.4	4.2e-193 katanin p60 ATPase-containing subunit A1 [EC:5.6.1.1]
13735_0:00448b	K02880	160.43	453.8	1.6e-136 large subunit ribosomal protein L17e
13735_0:00448c	K22284	694.87	983.5	2.9e-296 endothelial lipase [EC:3.1.1.3]
13735_0:00448d	K15686	108.13	666.1	2.6e-200 RNA-binding protein MEX3 [EC:2.3.2.27]
13735_0:00448e	K23217	1150.3	2461.5	0 SET-binding protein
13735_0:00448f	K23951	321.3	1138	0 dymeclin
13735_0:004490	K06855	500.33	997.1	5.1e-300 mitogen-activated protein kinase 4/6 [EC:2.7.11.24]
13735_0:004491	K08716	226.87	742.5	7.3e-224 solute carrier family 14 (urea transporter)
13735_0:004492	K10357	1084.03	1891.5	0 myosin V
13735_0:004493	K00914	505.83	1438.2	0 phosphatidylinositol 3-kinase [EC:2.7.1.137]
13735_0:004495	K24822	530.2	3790.1	0 lipoxygenase homology domain-containing protein 1
13735_0:004496	K22939	36.23	92.9	8.7e-27 immediate early response 3-interacting protein 1
13735_0:004497	K00029	287.57	841.6	1.9e-253 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
13735_0:004498	K11725	220.63	264.4	7e-79 phospholysine phosphohistidine inorganic pyrophosphate phosphatase [EC:3.6.1.1 3.1.3.-]
13735_0:004499	K17293	215.73	401.3	1.7e-120 tetraspanin-3
13735_0:00449a	K17821	340.43	786.3	9.9e-237 E3 ubiquitin-protein ligase RNF165 [EC:2.3.2.27]
13735_0:00449b	K00784	71.2	337.5	6.9e-101 ribonuclease Z [EC:3.1.26.11]
13735_0:00449c	K26094	97.83	365.6	1.2e-109 spindle and kinetochore-associated protein 1
13735_0:00449d	K07833	367.17	431.6	3.5e-130 Ras-like without CAAX 2
13735_0:00449e	K03369	438.3	914.8	5.6e-276 alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8E) [EC:2.4.3.-]
13735_0:00449f	K19904	512.23	621.3	6.9e-187 synaptotagmin-4
13735_0:0044a0	K19631	497.1	843	3.7e-254 mothers against decapentaplegic homolog 7
13735_0:0044a1	K20124	486.27	674.3	3.6e-203 proline-serine-threonine phosphatase interacting protein 2
13735_0:0044a2	K10494	267.83	651.1	1.2e-195 zinc finger and BTB domain-containing protein 7
13735_0:0044a4	K23883	186.5	3128.5	0 ectopic P granules protein 5
13735_0:0044a5	K28400	292.9	672	3.8e-202 U6 snRNA (guanine-N(2))-methyltransferase THUMPD2 [EC:2.1.1.-]
13735_0:0044a7	K09554	46.97	719.3	1.2e-216 cell division cycle protein 37
13735_0:0044a9	K16359	882.97	1138	0 netrin-G2
13735_0:0044aa	K08732	986.87	1578.7	0 ral guanine nucleotide dissociation stimulator
13735_0:0044aa	K17635	877.67	936.7	7.4e-282 ral guanine nucleotide dissociation stimulator-like 1
13735_0:0044ab	K28054	110.07	357.1	6.4e-107 cilia- and flagella-associated protein 77
13735_0:0044ac	K10706	489.9	1472.4	0 ATP-dependent RNA/DNA helicase, senataxin [EC:5.6.2.5 5.6.2.3]
13735_0:0044ad	K09223	201.7	484.6	2.4e-145 growth factor independent 1
13735_0:0044ae	K15225	325.53	807.5	7.5e-243 transcription termination factor 1
13735_0:0044af	K11310	150.83	1021.8	0 general transcription factor 3C polypeptide 4 [EC:2.3.1.48]
13735_0:0044b0	K25516	108.13	407.6	1.9e-122 sperm acrosome membrane-associated protein 9
13735_0:0044b1	K15202	114.07	510.8	3.5e-153 general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)
13735_0:0044b2	K09360	161.5	409.2	2e-122 BarH-like
13735_0:0044b4	K14806	535.1	1069.2	0 ATP-dependent RNA helicase DDX31/DBP7 [EC:5.6.2.7]
13735_0:0044b5	K00722	468.6	534.9	5.9e-161 globoside alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.88]
13735_0:0044b6	K07206	271.57	1395	0 tuberous sclerosis 1
13735_0:0044b7	K12298	558.27	1023	0 bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13]
13735_0:0044b8	K04257	107.23	242.5	3.9e-72 olfactory receptor
13735_0:0044be	K04257	107.23	245.1	6.7e-73 olfactory receptor
13735_0:0044c5	K04257	107.23	440	5e-132 olfactory receptor
13735_0:0044c6	K04257	107.23	318.9	2.8e-95 olfactory receptor
13735_0:0044cc	K04976	1724.83	3090.3	0 transient receptor potential cation channel subfamily M member 1
13735_0:0044cc	K04978	1918.23	1921.5	0 transient receptor potential cation channel subfamily M member 3
13735_0:0044cd	K05606	75.67	289	7.7e-87 methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]
13735_0:0044ce	K11860	293.8	1312.1	0 OTU domain-containing protein 7 [EC:3.4.19.12]
13735_0:0044cf	K18733	216.67	607.4	1.6e-182 la-related protein 6
13735_0:0044d0	K18085	406.5	994.6	1.6e-299 myotubularin-related protein 10/11/12
13735_0:0044d1	K03123	41.3	214.8	2.7e-64 transcription initiation factor TFIIA small subunit
13735_0:0044d2	K14559	51.63	668.9	4e-201 U3 small nucleolar RNA-associated protein MPP10
13735_0:0044d3	K17092	475.87	635.1	2.1e-191 annexin A2
13735_0:0044d4	K08532	747.7	1006.4	4.1e-303 RAR-related orphan receptor alpha
13735_0:0044d5	K20055	1040.33	1446.9	0 amyloid beta A4 precursor protein-binding family A member 2
13735_0:0044d6	K09208	220.53	343	1.1e-102 krueppel-like factor 9/13/14/16
13735_0:0044d7	K01868	155.53	1264.4	0 threonyl-tRNA synthetase [EC:6.1.1.3]
13735_0:0044d8	K05701	1040.13	1637.1	0 tight junction protein 1
13735_0:0044d9	K26144	263.7	994.9	2e-299 little elongation complex subunit 2
13735_0:0044db	K18448	497.9	593.3	1.7e-178 BCL2/adenovirus E1B 19 kDa protein-interacting protein 2
13735_0:0044dc	K15363	162.47	999.4	7.8e-301 fanconi-associated nuclease 1 [EC:3.1.21.- 3.1.4.1]
13735_0:0044dd	K16606	334.93	1012.1	0 leucine-rich repeat-containing protein 49
13735_0:0044de	K09662	674.57	691.1	5.6e-208 N-acetylglucosaminyltransferase 3, mucin type [EC:2.4.1.-]
13735_0:0044e0	K23399	610.6	630.1	5.3e-189 MAX gene-associated protein
13735_0:0044e2	K13903	136.2	216.8	1.4e-64 cystatin-F
13735_0:0044e3	K21407	291.83	645.8	3e-194 adipocyte plasma membrane-associated protein
13735_0:0044e4	K10732	65.4	369.2	6.7e-111 GINS complex subunit 1
13735_0:0044e5	K13704	450.83	648.5	2.7e-195 abhydrolase domain-containing protein 12 [EC:3.1.1.23]
13735_0:0044e6	K01895	771.73	1000.2	4e-301 acetyl-CoA synthetase [EC:6.2.1.1]
13735_0:0044e7	K01511	383.67	648.4	3.2e-195 ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
13735_0:0044e9	K24678	361.9	836	6.2e-252 protein-cysteine N-palmitoyltransferase HHAT [EC:2.3.1.-]
13735_0:0044ec	K19328	220.33	759.7	1.3e-228 synaptotagmin-14/16
13735_0:0044ed	K23482	213.7	394.1	2.2e-118 beta-crystallin
13735_0:0044ef	K09228	360.37	515.2	1.7e-154 KRAB domain-containing zinc finger protein
13735_0:0044f3	K01569	96.6	212.7	3.8e-63 oxalate decarboxylase [EC:4.1.1.2]
13735_0:0044f4	K03510	329.2	773.4	9.2e-233 DNA polymerase iota [EC:2.7.7.7]
13735_0:0044f5	K11590	483.73	485.2	6.3e-146 methyl-CpG-binding domain protein 2
13735_0:0044f7	K09228	360.37	582.3	8.8e-175 KRAB domain-containing zinc finger protein
13735_0:0044fb	K19404	437.23	811.6	1.9e-244 phosphatidic acid-selective phospholipase A1 [EC:3.1.1.-]
13735_0:0044fc	K17965	587.93	1282.3	0 nuclear receptor-interacting protein 1
13735_0:0044fd	K09491	475.7	843.7	3.5e-254 heat shock 70kDa protein 13
13735_0:0044fe	K00700	316.4	843.6	1.2e-253 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
13735_0:0044ff	K06754	1350.87	1539.6	0 roundabout, axon guidance receptor 2
13735_0:004500	K06753	1991.4	2962.7	0 roundabout, axon guidance receptor 1
13735_0:004501	K23707	440.23	799.5	1.5e-240 SAM domain-containing protein SAMSN-1
13735_0:004502	K05670	1753.4	2357.6	0 ATP-binding cassette, subfamily C (CFTR/MRP), member 13
13735_0:004504	K06238	435.97	1250	0 collagen type VI alpha
13735_0:004505	K11142	479.47	890.9	2.7e-268 cytosol aminopeptidase [EC:3.4.11.1 3.4.11.5]
13735_0:004505	K01255	418.73	482.6	1e-144 leucyl aminopeptidase [EC:3.4.11.1]
13735_0:004506	K24143	713.63	761.3	2.5e-229 LIM domain-binding protein 2
13735_0:004507	K24218	439.6	559.2	1.6e-168 complement C1q and tumor necrosis factor-related protein 7
13735_0:004508	K18152	406.93	534.9	6.7e-161 ADP-ribosyl cyclase 2 [EC:3.2.2.6 2.4.99.20]
13735_0:00450a	K07945	260.73	440.6	2.7e-132 ADP-ribosylation factor-like protein 4
13735_0:00450b	K23841	69.23	235.8	3.5e-70 clarin
13735_0:00450c	K00901	94.97	201.2	1e-59 diacylglycerol kinase (ATP) [EC:2.7.1.107]
13735_0:00450d	K23404	236	833.1	9.5e-251 transmembrane anterior posterior transformation protein 1
13735_0:00450e	K25535	55.47	217.1	1.9e-64 fibroblast growth factor-binding protein
13735_0:00450f	K01242	323.63	447.1	2.1e-134 ADP-ribosyl cyclase 1 [EC:3.2.2.6 2.4.99.20]
13735_0:004510	K19352	277.07	2373.2	0 coiled-coil and C2 domain-containing protein 2A
13735_0:004511	K06532	652.67	1116.7	0 prominin 1
13735_0:004512	K00357	97.3	494.5	5.7e-149 dihydropteridine reductase [EC:1.5.1.34]
13735_0:004513	K09431	641.57	808	3.2e-243 ets translocation variant 1
13735_0:004513	K15593	525.9	535.6	1e-160 ets translocation variant 5
13735_0:004514	K15141	40.3	259.3	1.3e-77 mediator of RNA polymerase II transcription subunit 28
13735_0:004516	K25535	55.47	215.2	7.1e-64 fibroblast growth factor-binding protein
13735_0:004517	K06678	113.2	1229.9	0 condensin complex subunit 3
13735_0:004518	K10271	283.97	999.7	3.5e-301 F-box and leucine-rich repeat protein 5
13735_0:004519	K02602	77.5	660.1	1.2e-198 cytoplasmic polyadenylation element-binding protein
13735_0:00451a	K05758	95.37	487.3	1.9e-146 actin related protein 2/3 complex, subunit 2
13735_0:00451b	K05050	420.8	604	7.8e-182 C-X-C chemokine receptor type 2
13735_0:00451d	K24205	139.87	172.3	6.4e-51 protein lifeguard
13735_0:00451e	K21398	504.67	572.2	5.6e-172 natural resistance-associated macrophage protein 2
13735_0:00451e	K25788	90.67	125.9	9.9e-37 ciliogenesis-associated TTC17-interacting protein
13735_0:004523	K19919	209.83	420.9	2.6e-126 cysteine-rich secretory protein 1/2/3
13735_0:004525	K05494	149.57	219.5	2.9e-65 interleukin 17F
13735_0:004526	K19865	1716.13	6622.1	0 fibrocystin
13735_0:004527	K21100	68.43	83.5	3.8e-24 beta-defensin 4
13735_0:004528	K26812	469.7	859.4	1.9e-258 XK-related protein 5
13735_0:00452b	K02541	597.93	1351.9	0 DNA replication licensing factor MCM3 [EC:5.6.2.3]
13735_0:00452c	K19919	209.83	363.4	7.5e-109 cysteine-rich secretory protein 1/2/3
13735_0:00452d	K17854	707.5	865.9	9.4e-261 cytochrome P450 family 2 subfamily K [EC:1.14.-.-]
13735_0:00452e	K19919	209.83	366.4	9.6e-110 cysteine-rich secretory protein 1/2/3
13735_0:00452f	K11509	50.67	252.3	3.7e-75 centromere protein Q
13735_0:004530	K13575	1792	2172.4	0 solute carrier family 4 (sodium bicarbonate cotransporter), member 4
13735_0:004532	K19919	209.83	373.1	8.6e-112 cysteine-rich secretory protein 1/2/3
13735_0:004533	K19919	209.83	413.7	3.9e-124 cysteine-rich secretory protein 1/2/3
13735_0:004534	K25040	465.83	593.7	1.1e-178 membrane progestin receptor beta
13735_0:004535	K05494	149.57	225	5.9e-67 interleukin 17F
13735_0:004536	K06580	475.43	693.8	9.3e-209 ammonium transporter Rh
13735_0:004537	K23029	184.4	1014.1	0 EF-hand domain-containing protein 1
13735_0:004538	K09176	748.23	852.6	6.4e-257 transcription factor AP-2 alpha/beta
13735_0:004539	K26402	587.6	775.4	7.3e-234 translocating chain-associated membrane protein 2
13735_0:00453a	K06685	153.27	507.2	9.6e-153 MOB kinase activator 1
13735_0:00453b	K19919	209.83	288.7	3.7e-86 cysteine-rich secretory protein 1/2/3
13735_0:00453c	K17854	707.5	843.2	6.8e-254 cytochrome P450 family 2 subfamily K [EC:1.14.-.-]
13735_0:00453d	K09178	524.8	1012.4	0 transcription factor AP-2 delta
13735_0:00453f	K26600	120.2	165.2	9.7e-49 TLC domain-containing protein 3
13735_0:004540	K06087	63.4	128.1	1.6e-37 claudin
13735_0:004541	K06087	63.4	312.8	1.2e-93 claudin
13735_0:004544	K04723	506.87	864.4	2.5e-260 interleukin 1 receptor accessory protein
13735_0:004545	K25949	93.2	317	1.3e-94 coiled-coil domain-containing protein 50
13735_0:004547	K21415	993.7	1406.4	0 ankyrin repeat and SAM domain-containing protein 6
13735_0:004548	K24889	122.17	357.8	7.9e-107 iroquois-class homeodomain protein IRX
13735_0:004549	K24889	122.17	438.8	2.3e-131 iroquois-class homeodomain protein IRX
13735_0:00454a	K03939	43.77	165.4	9.2e-49 NADH dehydrogenase (ubiquinone) Fe-S protein 6
13735_0:00454c	K05334	1037.67	1279.7	0 solute carrier family 6 (neurotransmitter transporter) member 19
13735_0:00454e	K00710	93.6	790.2	1.3e-237 polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]
13735_0:00454f	K05048	936.57	1007.6	1.8e-303 solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20
13735_0:004550	K24889	122.17	376	2.4e-112 iroquois-class homeodomain protein IRX
13735_0:004551	K11126	114.6	1223.2	0 telomerase reverse transcriptase [EC:2.7.7.49]
13735_0:004552	K12236	672.57	1268.5	0 transcriptional repressor NF-X1
13735_0:004554	K13510	504.87	822	1.5e-247 lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [EC:2.3.1.23 2.3.1.67]
13735_0:004555	K06716	313.07	318.5	2.7e-95 ADP-ribosyltransferase 1 [EC:2.4.2.31]
13735_0:004556	K23552	110.77	610.2	1.7e-183 post-GPI attachment to proteins factor 2
13735_0:004557	K04811	773.8	847.7	1.7e-255 nicotinic acetylcholine receptor alpha-10
13735_0:004558	K07863	342.97	400.1	8.7e-121 Ras homolog gene family, member G
13735_0:004558	K04392	344.8	344.8	1.1e-103 Ras-related C3 botulinum toxin substrate 1
13735_0:004559	K16059	766.27	901.6	2.6e-271 stromal interaction molecule 1
13735_0:00455b	K14297	120.3	1343.8	0 nuclear pore complex protein Nup98-Nup96
13735_0:00455c	K19977	303	392.2	9.9e-118 ADP-ribosyltransferase 5 [EC:2.4.2.31]
13735_0:00455f	K27761	370.9	435.1	1.3e-130 GTPase IMAP family member 4
13735_0:004574	K20069	51.63	151.8	1.3e-44 adaptin ear-binding coat-associated protein 1/2
13735_0:004575	K11251	43.83	316.2	1.2e-94 histone H2A
13735_0:00457a	K23399	610.6	628.5	1.6e-188 MAX gene-associated protein
13735_0:00457c	K10766	206.13	323.5	1.3e-96 DNA N6-methyl adenine demethylase [EC:1.14.11.51]
13735_0:00457e	K24727	402.1	651.9	6.7e-196 myogenesis-regulating glycosidase [EC:3.2.1.-]
13735_0:004580	K18405	275.4	654	2.7e-196 tudor domain-containing protein 1/4/6/7
13735_0:004582	K24211	439.27	555.6	1.8e-167 complement C1q and tumor necrosis factor-related protein 2
13735_0:004583	K12819	167.2	925.6	9.1e-279 pre-mRNA-processing factor SLU7
13735_0:004584	K06635	78.43	167.6	1.8e-49 securin
13735_0:004586	K26100	134.93	831.4	2.9e-250 PWWP domain-containing protein 2
13735_0:004587	K07497	24.73	32.6	2.8e-08 putative transposase
13735_0:004588	K05181	618.47	706.8	1e-212 gamma-aminobutyric acid receptor subunit beta
13735_0:004589	K08755	164.67	274.2	3.1e-82 fatty acid-binding protein 6, ileal (gastrotropin)
13735_0:00458a	K01530	1344.6	1408.2	0 phospholipid-translocating ATPase [EC:7.6.2.1]
13735_0:00458b	K24926	164.03	388.9	6.7e-117 tetratricopeptide repeat protein 1
13735_0:00458d	K06252	349.8	959.2	1.8e-288 tenascin
13735_0:00458e	K14687	153.43	158.2	1.5e-46 solute carrier family 31 (copper transporter), member 2
13735_0:00458e	K14686	50.4	81.6	2.8e-23 solute carrier family 31 (copper transporter), member 1
13735_0:004593	K21404	113.27	325.9	3.9e-97 AT-hook-containing transcription factor
13735_0:004594	K01915	52.8	244.3	1.2e-72 glutamine synthetase [EC:6.3.1.2]
13735_0:004595	K15292	712.7	981.7	1.4e-295 syntaxin-binding protein 1
13735_0:004596	K26228	461.5	763.4	6.4e-230 arrestin domain-containing protein 1
13735_0:004597	K15180	94.1	1153.3	0 negative elongation factor B
13735_0:004598	K04849	3769.7	4530.1	0 voltage-dependent calcium channel N type alpha-1B
13735_0:004599	K11420	387.47	1443.3	0 [histone H3]-lysine9 N-trimethyltransferase EHMT [EC:2.1.1.355]
13735_0:00459a	K05478	166.5	336.7	8.1e-101 tumor necrosis factor ligand superfamily member 15
13735_0:00459b	K05471	112.97	318.3	1e-95 tumor necrosis factor ligand superfamily member 8
13735_0:00459c	K19721	1193.17	1279.6	0 collagen type V/XI/XXIV/XXVII, alpha
13735_0:00459e	K21404	113.27	154.5	2e-45 AT-hook-containing transcription factor
13735_0:00459f	K02152	34.97	175.4	6.9e-52 V-type H+-transporting ATPase subunit G
13735_0:0045a1	K21879	371.73	848.5	5.5e-255 whirlin
13735_0:0045a2	K10086	687.73	1283.3	0 ER degradation enhancer, mannosidase alpha-like 3
13735_0:0045a4	K16449	156.43	210.9	1.9e-62 regulator of G-protein signaling
13735_0:0045a5	K11660	343.83	1298	0 metastasis-associated protein MTA
13735_0:0045a6	K09054	523.03	770.3	1.3e-231 cyclic AMP-dependent transcription factor ATF-6 alpha
13735_0:0045a7	K16449	156.43	184.4	2.1e-54 regulator of G-protein signaling
13735_0:0045a8	K23294	1314.53	1511.7	0 phosphofurin acidic cluster sorting protein 2
13735_0:0045a9	K13373	252.03	624.2	4.9e-188 17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270]
13735_0:0045aa	K00972	442.57	787.8	4.1e-237 UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]
13735_0:0045ac	K28133	70.33	529.9	3.3e-159 tubulin epsilon and delta complex protein 1
13735_0:0045ad	K06496	618.57	794.1	8e-239 selectin, platelet
13735_0:0045ae	K08877	209.07	700	1.4e-210 serine/threonine-protein kinase Kist [EC:2.7.11.1]
13735_0:0045af	K16449	156.43	212.7	5.2e-63 regulator of G-protein signaling
13735_0:0045b0	K25449	362.33	1110	0 olfactomedin-like protein 2
13735_0:0045b2	K05125	1040.67	1162.4	0 discoidin domain receptor family member 2 [EC:2.7.10.1]
13735_0:0045b3	K15122	169.3	779.8	4.9e-235 solute carrier family 41
13735_0:0045b4	K14706	1013.47	1464	0 solute carrier family 26 (sulfate anion transporter), member 9
13735_0:0045b5	K18669	498.57	822.1	1.4e-247 dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:2.7.12.1]
13735_0:0045b6	K15027	188.03	820.4	1e-246 translation initiation factor 2D
13735_0:0045b7	K22667	208.9	380.2	1.9e-114 interleukin 20
13735_0:0045b8	K07211	1108.27	1299.6	0 inhibitor of nuclear factor kappa-B kinase subunit epsilon [EC:2.7.11.10]
13735_0:0045ba	K13073	128.37	148.4	1.4e-43 polymeric immunoglobulin receptor
13735_0:0045bb	K06474	144	314	1.1e-93 CD34 antigen
13735_0:0045bf	K07916	296.97	337.4	2e-101 Ras-related protein Rab-7L1
13735_0:0045c0	K07898	299.47	470.2	2.8e-141 Ras-related protein Rab-7B
13735_0:0045c1	K01382	551.97	730.1	8.6e-220 cathepsin E [EC:3.4.23.34]
13735_0:0045c2	K04443	733.33	744	3.8e-224 mitogen-activated protein kinase-activated protein kinase 2 [EC:2.7.11.1]
13735_0:0045c3	K13719	75.27	419.1	7.7e-126 ubiquitin thioesterase OTU1 [EC:3.1.2.-]
13735_0:0045c4	K08015	457.87	542.8	4e-163 Ras association domain-containing protein 5
13735_0:0045c6	K05443	145.57	151.5	1.4e-44 interleukin 10
13735_0:0045c8	K19029	895.6	952.2	5.6e-287 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]
13735_0:0045c9	K07526	1062.93	1635.5	0 SLIT-ROBO Rho GTPase activating protein
13735_0:0045ce	K04227	546.77	812.4	4.5e-245 arginine vasopressin receptor 1B
13735_0:0045ce	K08376	335.83	342.8	1.6e-102 neuropeptide S receptor
13735_0:0045d0	K04006	350.73	415.8	1.4e-124 decay accelerating factor
13735_0:0045d1	K04006	350.73	403.9	5.4e-121 decay accelerating factor
13735_0:0045d2	K05443	145.57	245.1	3.9e-73 interleukin 10
13735_0:0045d4	K13049	432.73	798.4	3.2e-240 carboxypeptidase PM20D1 [EC:3.4.17.-]
13735_0:0045d7	K09228	360.37	1329.4	0 KRAB domain-containing zinc finger protein
13735_0:0045d7	K09191	325.1	384	7.8e-115 general transcription factor IIIA
13735_0:0045d8	K05542	421.93	761.3	2.7e-229 tRNA-dihydrouridine synthase 1 [EC:1.3.1.88]
13735_0:0045d9	K08180	802.27	944.3	1.4e-284 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 3
13735_0:0045da	K12175	194.5	941.3	6.6e-284 COP9 signalosome complex subunit 1
13735_0:0045db	K00665	851.9	3101.6	0 fatty acid synthase, animal type [EC:2.3.1.85]
13735_0:0045dd	K05948	127.97	542.5	1.7e-163 fringe [EC:2.4.1.222]
13735_0:0045de	K09228	360.37	959.6	6.5e-289 KRAB domain-containing zinc finger protein
13735_0:0045de	K09191	325.1	358.2	5e-107 general transcription factor IIIA
13735_0:0045e1	K09228	360.37	962	1.2e-289 KRAB domain-containing zinc finger protein
13735_0:0045e1	K09191	325.1	377.3	8.5e-113 general transcription factor IIIA
13735_0:0045e2	K09228	360.37	1284.7	0 KRAB domain-containing zinc finger protein
13735_0:0045e2	K09191	325.1	381.4	4.8e-114 general transcription factor IIIA
13735_0:0045e3	K04834	3267.4	3292.3	0 voltage-gated sodium channel type II alpha
13735_0:0045e5	K15271	732.4	1732.8	0 ATP-dependent DNA helicase HFM1/MER3 [EC:5.6.2.4]
13735_0:0045e6	K22369	249.37	638	5.1e-192 epoxide hydrolase 4 [EC:3.3.-.-]
13735_0:0045e8	K22038	223.6	1488.8	0 volume-regulated anion channel
13735_0:0045e9	K11724	1108.2	1182.2	0 bromodomain testis-specific protein
13735_0:0045ea	K05843	254.17	1164.6	0 transforming growth factor, beta receptor III
13735_0:0045eb	K14997	323.97	743.2	1.5e-223 solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 11
13735_0:0045ec	K00816	512.87	791.9	2.1e-238 kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]
13735_0:0045ed	K04834	3267.4	3328.1	0 voltage-gated sodium channel type II alpha
13735_0:0045ed	K04837	3050.4	3061.3	0 voltage-gated sodium channel type IV alpha
13735_0:0045ee	K23691	1434.7	1646.3	0 serine/threonine-protein kinase N2 [EC:2.7.11.13]
13735_0:0045ef	K10480	279.1	760.4	1.9e-228 BTB/POZ domain-containing protein 8
13735_0:0045f0	K02214	145.6	578.2	8.7e-174 cell division control protein 7 [EC:2.7.11.1]
13735_0:0045f1	K23696	718.2	838.2	1.7e-252 growth factor receptor-bound protein 14
13735_0:0045f2	K24046	456.43	1365.8	0 cordon-bleu protein-like 1
13735_0:0045f3	K03124	159.37	437.9	1.7e-131 transcription initiation factor TFIIB
13735_0:0045f4	K26673	859.03	1577.5	0 fidgetin
13735_0:0045f5	K24374	396.27	1642.6	0 zinc finger protein 644
13735_0:0045f6	K09360	161.5	392.3	2.6e-117 BarH-like
13735_0:0045f7	K22038	223.6	1399.1	0 volume-regulated anion channel
13735_0:0045f8	K13204	295.5	1029.4	0 zinc finger protein 326
